match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_shotValueNormalized,stat_dribbleValueNormalized,stat_totalContest,stat_fouls,stat_wonContest,stat_totalTackle,stat_wasFouled,captain,stat_accurateCross,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_hitWoodwork
14065164,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,27.0,16.0,20.0,9.0,0.0,10.0,11.0,6.0,16.0,1.0,10.0,1.0,90.0,34.0,6.1,11.0,0.00476952,0,-0.8158,0.13,-0.15,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065164,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,28.0,18.0,8.0,,0.0,12.0,12.0,6.0,16.0,8.0,1.0,,90.0,43.0,6.2,11.0,0.00229767,2,,0.02,-0.22,,,,1.0,2.0,6.0,2.0,6.0,2.0,1.0,0.197,61.476386184081,7.0,58.275,19.215,-0.58,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
14065164,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,36.0,30.0,5.0,1.0,0.0,20.0,21.0,10.0,15.0,3.0,1.0,,90.0,40.0,5.6,7.0,0.0071065,0,,0.0,-0.33,,,,,8.0,4.0,11.0,4.0,,,,192.47099407999,21.0,124.11,24.36,,0.13,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
14065164,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,51.0,37.0,9.0,3.0,0.0,21.0,26.0,16.0,25.0,7.0,6.0,,90.0,72.0,6.8,17.0,0.00581429,1,,0.08,-0.18,,,,1.0,3.0,6.0,4.0,10.0,1.0,2.0,0.1024,92.557791120053,12.0,59.535,21.735,-0.32,0.15,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14065164,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,25.0,13.0,9.0,3.0,0.0,6.0,9.0,7.0,16.0,,1.0,,79.0,59.0,7.7,28.0,0.384609,0,,0.57,0.4,,,,9.0,2.0,,2.0,2.0,,1.0,,21.709061782307,4.0,2.94,7.245,,0.0,,,,2.0,,True,4.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
14065164,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,25.0,16.0,4.0,,0.0,6.0,10.0,10.0,15.0,,2.0,,90.0,39.0,7.5,13.0,0.0787605,2,,0.12,-0.14,,,,,1.0,2.0,6.0,4.0,,1.0,0.4337,75.99336841941,6.0,60.375,29.715,0.48,0.38,1.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6611,,,,,,,,
14065164,home,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,331,M,1198074,EUR,1091404800,M,6,6,False,34.0,28.0,1.0,,0.0,15.0,15.0,13.0,19.0,2.0,7.0,,79.0,47.0,6.1,12.0,0.00672089,1,,-0.07,0.16,,Aljoscha Kemlein,,1.0,4.0,1.0,11.0,2.0,,1.0,0.0603,88.055047420096,13.0,4.935,9.555,-0.07,0.02,1.0,3.0,,1.0,,,,1.0,1.0,,1.0,2.0,1.0,,,1.0,0.5045,,,,,,,,
14065164,home,1. FC Union Berlin,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,M,39,39,False,25.0,20.0,1.0,,0.0,7.0,8.0,13.0,17.0,1.0,5.0,,73.0,45.0,6.7,13.0,0.0107313,2,,-0.04,0.14,,,,5.0,,,2.0,3.0,1.0,1.0,0.1214,46.485436503401,7.0,14.28,12.285,-0.37,0.12,1.0,,1.0,,2.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,
14065164,home,1. FC Union Berlin,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,F,11,11,False,19.0,17.0,,,0.0,7.0,7.0,10.0,12.0,,6.0,,73.0,22.0,6.7,4.0,0.0358751,0,,0.28,-0.06,,,,2.0,2.0,1.0,5.0,2.0,,,,48.420631011983,4.0,32.55,28.875,,0.08,,1.0,,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,
14065164,home,1. FC Union Berlin,Ilyas Ansah,ansah-ilyas,I. Ansah,F,10,197,2076,M,1462742,EUR,1099872000,F,10,10,False,22.0,13.0,1.0,,1.0,3.0,4.0,10.0,18.0,,6.0,,90.0,31.0,6.8,15.0,0.0492879,0,,0.36,-0.07,,,,,3.0,1.0,10.0,3.0,,,,121.08489121754,17.0,78.015,13.44,,0.36,3.0,3.0,1.0,,2.0,,,,3.0,3.0,1.0,1.0,,,,,,1.0,1.0,,,,,,
