match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_goals,player_firstName,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,player_lastName,stat_goalAssist,stat_errorLeadToAGoal
10385625,home,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,13,13,False,True,37.0,15.0,32.0,10.0,7.0,9.0,8.0,28.0,1.0,1.0,1.0,10.0,1.0,2.0,5.0,90.0,48.0,7.2,22.0,0.0,0.0,0.00817617,0,1.3112,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385625,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,,35.0,25.0,5.0,1.0,19.0,21.0,7.0,15.0,4.0,1.0,1.0,3.0,,,,90.0,57.0,6.8,13.0,0.0,0.0,0.22829,0,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385625,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,False,,50.0,44.0,7.0,2.0,34.0,36.0,10.0,15.0,6.0,2.0,2.0,9.0,,,,90.0,69.0,7.3,7.0,0.0,0.0,0.00616919,0,,1.0,,4.0,5.0,5.0,1.0,4.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
10385625,home,Bournemouth,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,5,5,False,,41.0,36.0,6.0,4.0,30.0,32.0,6.0,9.0,4.0,,,13.0,,,,90.0,50.0,7.0,5.0,0.0,0.0,0.0318154,0,,,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
10385625,home,Bournemouth,Matías Viña,matias-vina,M. Viña,D,18,180,7106,M,matiasv17,875295,EUR,879033600,D,18,18,False,,17.0,12.0,1.0,,10.0,13.0,2.0,4.0,2.0,3.0,,4.0,,,,62.0,40.0,5.9,10.0,0.0824,0.039,0.00108912,2,,,,2.0,9.0,2.0,1.0,,,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
10385625,home,Bournemouth,Joe Rothwell,joe-rothwell,J. Rothwell,M,48,185,268,M,,190853,EUR,789782400,M,14,14,False,,36.0,29.0,7.0,2.0,22.0,25.0,7.0,11.0,2.0,,,3.0,,,,73.0,40.0,6.5,8.0,0.0,0.0,0.00474934,0,,,,,1.0,,,2.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,
10385625,home,Bournemouth,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,,52.0,42.0,4.0,3.0,24.0,26.0,18.0,26.0,,,,6.0,,,,90.0,59.0,8.5,12.0,0.2666,0.763,0.0931314,3,,,,2.0,3.0,1.0,,,,,1.0,1.0,,,,,,3.0,1.0,2.0,,,,,,,,
10385625,home,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,11,11,False,,22.0,12.0,3.0,,3.0,4.0,9.0,20.0,13.0,4.0,2.0,4.0,,,,90.0,52.0,6.6,20.0,0.0296,0.0,0.0404843,1,,2.0,,3.0,11.0,2.0,1.0,8.0,4.0,1.0,,,,2.0,4.0,2.0,,,4.0,,Dango Ouattara,1.0,1.0,,,,,
10385625,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,,548660,EUR,834451200,M,29,29,False,,18.0,11.0,,,6.0,6.0,5.0,13.0,3.0,,,,,,,62.0,31.0,6.1,12.0,0.7874,0.6389,0.0118887,2,,1.0,,3.0,9.0,1.0,,1.0,,,2.0,1.0,,2.0,2.0,2.0,,1.0,2.0,,,1.0,,1.0,,,,
10385625,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,False,,28.0,24.0,2.0,1.0,12.0,12.0,12.0,17.0,7.0,5.0,2.0,12.0,,,,90.0,48.0,6.7,10.0,0.0632,0.0,0.480123,1,,1.0,,,6.0,1.0,1.0,1.0,,4.0,1.0,1.0,,,2.0,,,,2.0,,,1.0,,,1.0,,,
