match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_fouls,stat_dispossessed,captain,stat_totalCross,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle,stat_outfielderBlock
12437737,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,D,6,6,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,12.0,7.0,6.6,,0.00880828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,home,Valencia,Stole Dimitrievski,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,,97951,EUR,756777600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,home,Valencia,Yarek Gasiorowski,gasiorowski-yarek,Y. Gasiorowski,D,3,190,1668,M,,1184317,EUR,1105488000,D,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,Yarek Gasiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,home,Valencia,Max Aarons,max-aarons,M. Aarons,D,3,178,1261,M,,943645,EUR,946944000,D,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,,996929,EUR,1041465600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,home,Valencia,Sergi Canós,sergi-canos,S. Canós,M,7,173,366,M,,790833,EUR,854841600,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,home,Valencia,Warren Madrigal,madrigal-warren,W. Madrigal,F,41,185,848,M,,1102593,EUR,1090627200,F,42,42,True,,,,,,,,,,,,,,,,,,,,,0,,Warren Madrigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,home,Valencia,Rafa Mir,rafa-mir,R. Mir,F,10,189,2029,M,,825754,EUR,866592000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,,32023,EUR,537235200,G,13,13,False,20.0,13.0,10.0,3.0,0.0,11.0,14.0,2.0,6.0,1.0,9.0,1.0,3.0,,,90.0,32.0,6.9,8.0,0.00040933,0,0.0488,,,,2.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,3.0,1.0,,
12437737,away,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,,1526627,EUR,1056585600,D,32,32,False,76.0,65.0,4.0,2.0,0.0,33.0,35.0,32.0,41.0,2.0,1.0,,,,,90.0,84.0,7.0,12.0,0.0214568,0,,,,3.0,4.0,,,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,,360718,EUR,801964800,D,2,2,False,83.0,81.0,4.0,3.0,0.0,62.0,63.0,19.0,20.0,3.0,2.0,,,,,90.0,95.0,7.0,2.0,0.00652267,0,,,,5.0,8.0,,,1.0,4.0,2.0,,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,
12437737,away,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,,1069703,EUR,981849600,D,24,24,False,86.0,73.0,12.0,1.0,0.0,43.0,46.0,30.0,40.0,3.0,3.0,,,,,87.0,98.0,6.8,15.0,0.00695405,0,,,,2.0,5.0,,,,3.0,3.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0
12437737,away,Celta Vigo,Sergio Carreira,sergio-carreira,S. Carreira,M,5,170,466,M,,1002764,EUR,971395200,M,5,5,False,48.0,39.0,8.0,4.0,1.0,21.0,24.0,18.0,29.0,,5.0,,,,,90.0,74.0,7.7,16.0,0.186321,0,,,,2.0,6.0,,3.0,,4.0,3.0,,,1.0,,,,,5.0,,,,2.0,1.0,,,,1.0,,,,,,,
12437737,away,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,,835484,EUR,918000000,M,8,8,False,31.0,28.0,1.0,1.0,0.0,14.0,15.0,14.0,16.0,1.0,2.0,,,,,58.0,35.0,6.3,6.0,0.00787997,0,,,,5.0,,1.0,2.0,,,,1.0,,,,2.0,,True,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,ilaixmk,962890,EUR,1042934400,M,6,6,False,35.0,29.0,1.0,,0.0,14.0,15.0,15.0,20.0,,5.0,,,,,90.0,50.0,6.3,12.0,0.0096927,0,,,,6.0,5.0,1.0,1.0,,2.0,,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,,557008,EUR,769910400,M,11,11,False,36.0,24.0,5.0,1.0,0.0,11.0,14.0,15.0,24.0,2.0,6.0,,,,,70.0,54.0,6.7,13.0,0.0412131,0,,,,3.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,,1.0,,,2.0,,,2.0,,,,,,1.0,,,,,,,
12437737,away,Celta Vigo,Pablo Durán,pablo-duran,P. Durán,F,18,176,741,M,,1398524,EUR,990748800,F,18,18,False,29.0,17.0,2.0,,0.0,4.0,6.0,13.0,25.0,,5.0,,,,,90.0,48.0,7.0,22.0,0.133081,1,,Pablo Durán,,7.0,3.0,1.0,2.0,1.0,,,3.0,1.0,1.0,3.0,1.0,2.0,,2.0,,0.3622,,,,1.0,1.0,0.3901,1.0,,,,,,,
12437737,away,Celta Vigo,Borja Iglesias,borja-iglesias,B. Iglesias,F,7,187,4084,M,,785989,EUR,727228800,F,7,7,False,16.0,12.0,1.0,1.0,0.0,5.0,7.0,7.0,9.0,,3.0,,,,,58.0,26.0,6.5,10.0,0.0189896,1,,,,8.0,1.0,,1.0,,1.0,1.0,3.0,,2.0,,3.0,2.0,,,1.0,0.0695,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,,1126779,EUR,1075593600,F,19,19,False,12.0,9.0,2.0,1.0,0.0,1.0,2.0,9.0,11.0,,1.0,,,,,70.0,26.0,6.5,9.0,0.0149219,0,,,,7.0,4.0,,4.0,1.0,1.0,1.0,3.0,2.0,1.0,,3.0,,,1.0,,,1.0,1.0,,,,,,,,2.0,,,,
12437737,away,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180,272,M,,1216080,EUR,1047859200,M,25,25,True,25.0,22.0,1.0,,0.0,16.0,18.0,6.0,9.0,,,,,,,32.0,30.0,6.6,5.0,0.00328559,0,,,,2.0,2.0,2.0,,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Alfon González,alfon-gonzalez,A. González,F,17,172,607,M,,1468090,EUR,925776000,F,12,12,True,8.0,4.0,,,0.0,1.0,1.0,3.0,7.0,,,,,,,32.0,15.0,6.5,7.0,0.00122985,1,,,,2.0,,,1.0,,,,,,,,,1.0,,,,0.0246,,,,1.0,,0.2102,,,,,,,,
12437737,away,Celta Vigo,Iker Losada,iker-losada,I. Losada,M,18,175,443,M,,992331,EUR,996624000,M,14,14,True,10.0,8.0,,,0.0,4.0,4.0,4.0,7.0,,2.0,,,,,20.0,16.0,6.7,4.0,0.00690381,0,,,,2.0,2.0,1.0,2.0,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
12437737,away,Celta Vigo,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,,894863,EUR,933552000,F,9,9,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,20.0,3.0,6.4,1.0,1.616e-05,0,,,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Fer López,fer-lopez,F. López,M,8,186,973,M,,1526628,EUR,1085356800,M,28,28,True,3.0,3.0,,,0.0,,,3.0,3.0,,,,,,,12.0,5.0,6.6,,0.0106072,0,,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12437737,away,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,,848980,EUR,868406400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Tincho Conde,martin-conde,T. Conde,D,2,170,36,M,,1630988,EUR,1048550400,D,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Jailson,jailson,Jailson,D,,187,384,M,,794861,EUR,810432000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Yoel Lago,yoel-lago,Y. Lago,D,29,185,186,M,,1145100,EUR,1080172800,D,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,Yoel,Lago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180,595,M,,363774,EUR,815097600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Jones El-Abdellaoui,jones-el-abdellaoui,J. El-Abdellaoui,M,39,184,1783,M,,1173575,EUR,1137024000,F,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,Jones El-Abdellaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437737,away,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,632,M,,1120669,EUR,1071792000,M,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,Hugo Sotelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
