match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_penaltyConceded,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_totalContest,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,stat_hitWoodwork,player_sofascoreId,stat_unsuccessfulTouch,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyWon,stat_errorLeadToAShot
12437504,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186.0,1488,M,358910,EUR,830822400,G,13,13,False,36.0,19.0,25.0,8.0,0.0,16.0,21.0,3.0,15.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,44.0,6.4,18.0,0.00114144,0,-0.4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437504,home,Rayo Vallecano,Iván Balliu,ivan-balliu,I. Balliu,D,20,175.0,688,M,152446,EUR,694224000,D,20,20,False,20.0,16.0,1.0,1.0,0.0,9.0,9.0,8.0,12.0,,3.0,2.0,2.0,,,,,,,67.0,41.0,6.6,7.0,0.0770195,0,,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12437504,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190.0,1047,M,88528,EUR,674697600,D,24,24,False,55.0,46.0,13.0,5.0,0.0,27.0,27.0,19.0,28.0,4.0,7.0,1.0,7.0,,,,,,,90.0,70.0,7.7,9.0,0.0785712,4,,,,,3.0,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,7.0,1.0,0.1331,0.4109,,,,,,,,,,,,,,,,,
12437504,home,Rayo Vallecano,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186.0,254,M,41013,EUR,606614400,D,5,5,False,40.0,37.0,4.0,2.0,0.0,29.0,29.0,8.0,11.0,1.0,3.0,6.0,6.0,,,,,,,90.0,52.0,7.2,3.0,0.029062,1,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.0758,,2.0,,,,,,,,,,,,,,,,
12437504,home,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174.0,630,M,1010421,EUR,892166400,D,3,3,False,33.0,31.0,2.0,2.0,0.0,14.0,14.0,17.0,20.0,,3.0,4.0,1.0,,,,,,,89.0,50.0,6.8,4.0,0.0391398,0,,1.0,,1.0,4.0,1.0,1.0,2.0,2.0,,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,
12437504,home,Rayo Vallecano,Pathé Ismaël Ciss,ismaila-ciss,P. I. Ciss,M,6,183.0,4735,M,913679,EUR,763776000,M,6,6,False,32.0,26.0,3.0,1.0,0.0,14.0,15.0,12.0,17.0,,,1.0,4.0,,,,,,,67.0,37.0,6.3,8.0,0.00932791,0,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
12437504,home,Rayo Vallecano,Pedro Díaz,pedro-diaz,P. Díaz,M,4,180.0,572,M,900669,EUR,897004800,M,4,4,False,33.0,28.0,3.0,1.0,0.0,8.0,9.0,20.0,27.0,,3.0,,3.0,,,,,,,82.0,47.0,6.9,9.0,0.017136,6,,3.0,,2.0,5.0,,,,,1.0,2.0,1.0,1.0,4.0,,,,0.2295,0.025,,3.0,,,1.0,3.0,1.0,,,,,,,,,,
12437504,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183.0,8158,M,965031,EUR,898300800,M,2,2,False,33.0,25.0,1.0,,0.0,6.0,9.0,20.0,27.0,2.0,9.0,1.0,2.0,,,,,,,90.0,57.0,6.8,17.0,0.0536419,0,,3.0,1.0,3.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,5.0,,,2.0,3.0,,Sonic,2.0,,,,,,,,
12437504,home,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169.0,2151,M,899982,EUR,788486400,M,7,7,False,32.0,25.0,1.0,1.0,0.0,8.0,8.0,23.0,35.0,1.0,4.0,1.0,5.0,,,,,,,90.0,57.0,7.1,20.0,0.569344,2,,11.0,6.0,1.0,7.0,,,3.0,1.0,3.0,2.0,1.0,,1.0,,,,0.024,,,1.0,,,2.0,,,,4.0,True,1.0,,,,,,
12437504,home,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168.0,1132,M,345111,EUR,720144000,M,18,18,False,20.0,13.0,3.0,3.0,0.0,3.0,4.0,10.0,20.0,2.0,4.0,1.0,1.0,,,,,,,90.0,34.0,7.0,13.0,0.0444286,2,,4.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,0.3526,0.2837,,,,,,,,,2.0,,,1.0,1.0,,,,
