match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_accurateCross,stat_errorLeadToAShot,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated
10385376,home,Chelsea,Pierre-Emerick Aubameyang,,,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,Auba,51498,EUR,614131200,F,9,9,False,5.0,3.0,,,,,3.0,5.0,2.0,,,,,,,,64.0,8.0,6.4,2.0,0.0491,0.0,0.00625511,1,,,,,,2.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,
10385376,home,Chelsea,Conor Gallagher,,,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,True,17.0,12.0,1.0,,7.0,10.0,5.0,9.0,,3.0,,,,,,,26.0,25.0,6.6,9.0,0.0,0.0,0.0029555,0,,,2.0,1.0,,4.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
10385376,home,Chelsea,Armando Broja,,,armando-broja,A. Broja,F,27,191,8716,M,armando.broja,996985,EUR,1000080000,F,18,18,True,4.0,2.0,,,,,2.0,4.0,,1.0,,,,,,,26.0,18.0,6.3,9.0,0.0,0.0,0.00046214,0,,,,4.0,1.0,8.0,4.0,,3.0,2.0,,1.0,,,1.0,,3.0,,,3.0,2.0,,,,,,,,
10385376,home,Chelsea,Christian Pulišić,,,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,M,10,10,True,4.0,4.0,1.0,1.0,4.0,4.0,,,,,,,,,,,12.0,5.0,6.6,,0.0,0.0,2.406e-05,0,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
10385376,home,Chelsea,Mateo Kovačić,,,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,True,10.0,8.0,1.0,,8.0,8.0,,2.0,,2.0,,,,,,,12.0,10.0,6.3,2.0,0.0,0.0,0.00012037,0,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10385376,home,Chelsea,Marcus Bettinelli,,,marcus-bettinelli,M. Bettinelli,G,13,194,7689,M,marcusbettss,257993,EUR,706665600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,home,Chelsea,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187,26311,M,kkoulibaly26,126071,EUR,677376000,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,home,Chelsea,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,M,67,67,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,home,Chelsea,Hakim Ziyech,,,hakim-ziyech,H. Ziyech,M,30,181,60999,M,HZiyech,249437,EUR,732499200,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,home,Chelsea,Denis Zakaria,,,denis-zakaria,D. Zakaria,M,6,191,3221,M,,770677,EUR,848448000,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,1,1,False,26.0,19.0,12.0,5.0,17.0,17.0,2.0,9.0,1.0,4.0,,1.0,1.0,,1.0,1.0,90.0,32.0,7.2,7.0,0.0,0.0,0.00089773,0,0.0776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Ben White,,,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,51.0,41.0,4.0,2.0,21.0,23.0,20.0,29.0,4.0,3.0,,,,,,,90.0,71.0,7.2,13.0,0.1253,0.0,0.0204225,2,,,1.0,2.0,,5.0,5.0,2.0,1.0,1.0,,1.0,1.0,,3.0,1.0,,2.0,,,,1.0,,,,,,,
10385376,away,Arsenal,William Saliba,,,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,12,12,False,58.0,48.0,7.0,1.0,39.0,45.0,10.0,14.0,3.0,13.0,,,,,,,90.0,71.0,7.1,12.0,0.0,0.0,0.00503192,0,,,1.0,1.0,1.0,2.0,3.0,,,,1.0,2.0,2.0,1.0,,1.0,,,,2.0,,,,1.0,1.0,,,,
10385376,away,Arsenal,Gabriel Magalhães,,,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,59.0,50.0,8.0,6.0,33.0,34.0,17.0,25.0,4.0,7.0,,,,,,,90.0,71.0,7.7,10.0,0.7753,0.9863,0.0086547,1,,,,1.0,3.0,3.0,5.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,
10385376,away,Arsenal,Oleksandr Zinchenko,,,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,35,35,False,35.0,29.0,6.0,3.0,18.0,20.0,11.0,16.0,1.0,6.0,,,,,,,78.0,57.0,7.2,13.0,0.0,0.0,0.0129408,0,,,1.0,,1.0,1.0,6.0,,,,,1.0,4.0,2.0,1.0,,1.0,,,3.0,,,,,,,,,
10385376,away,Arsenal,Martin Ødegaard,,,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,29.0,23.0,3.0,1.0,4.0,5.0,20.0,28.0,,3.0,,,,,,,87.0,43.0,6.9,12.0,0.1233,0.0,0.280613,1,,True,4.0,,,4.0,2.0,,1.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,1.0,,2.0,,1.0,,,,,
10385376,away,Arsenal,Thomas Partey,,,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,54.0,50.0,6.0,6.0,27.0,29.0,23.0,25.0,3.0,12.0,,,,,,,90.0,73.0,7.4,7.0,0.3434,0.0,0.0188892,2,,,,3.0,2.0,4.0,7.0,,2.0,2.0,,1.0,2.0,,1.0,1.0,,2.0,,1.0,,,,,,,1.0,,
10385376,away,Arsenal,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15717,M,Granit_Xhaka,117777,EUR,717552000,M,34,34,False,43.0,33.0,4.0,2.0,13.0,16.0,20.0,27.0,2.0,6.0,,,,,,,90.0,64.0,6.8,14.0,0.0715,0.0,0.0290175,2,,,,3.0,3.0,7.0,9.0,1.0,1.0,1.0,1.0,,4.0,4.0,1.0,,3.0,,2.0,1.0,,,,,,,,,
10385376,away,Arsenal,Bukayo Saka,,,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,38.0,32.0,1.0,1.0,9.0,10.0,25.0,37.0,,6.0,,,,,,,90.0,60.0,7.4,21.0,0.1073,0.0,0.130674,1,,,9.0,1.0,,9.0,4.0,,1.0,,,,2.0,1.0,2.0,2.0,5.0,1.0,,2.0,,3.0,,2.0,,,,1.0,1.0
10385376,away,Arsenal,Gabriel Jesus,,,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,24.0,18.0,1.0,,3.0,3.0,15.0,24.0,2.0,2.0,,,,,,,90.0,63.0,6.6,23.0,0.5455,0.1034,0.0399028,3,,,3.0,4.0,2.0,16.0,12.0,1.0,9.0,4.0,,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,6.0,,2.0,1.0,,,,1.0,,
10385376,away,Arsenal,Gabriel Martinelli,,,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,25.0,21.0,2.0,2.0,6.0,8.0,15.0,20.0,1.0,6.0,,,,,,,89.0,45.0,7.1,14.0,0.162,0.0,0.222672,2,,,3.0,2.0,1.0,8.0,5.0,,2.0,1.0,,,,,3.0,2.0,3.0,2.0,,3.0,,1.0,,,,,,,1.0
10385376,away,Arsenal,Kieran Tierney,,,kieran-tierney,K. Tierney,D,63,178,4739,M,kierantierney1,366592,EUR,865468800,D,3,3,True,6.0,4.0,3.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,,,,,,,12.0,12.0,6.8,5.0,0.0,0.0,0.00106326,0,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10385376,away,Arsenal,Mohamed Elneny,,,mohamed-elneny,M. Elneny,M,17,180,16934,M,elnennym,159675,EUR,710812800,M,25,25,True,4.0,3.0,1.0,,1.0,1.0,2.0,3.0,,2.0,,,,,,,9.0,4.0,6.5,1.0,0.0,0.0,0.00280984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Rob Holding,,,rob-holding,R. Holding,D,6,189,1055,M,,793228,EUR,811555200,D,16,16,True,,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Matt Turner,,,matt-turner,M. Turner,G,30,190,1518,M,,833943,EUR,772416000,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Cédric Soares,,,cedric-soares,C. Soares,M,21,172,2806,M,,44760,EUR,683596800,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Albert Sambi Lokonga,,,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,,901892,EUR,940550400,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Reiss Nelson,,,reiss-nelson,R. Nelson,M,11,175,4847,M,reissnelson,826139,EUR,944784000,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Fábio Vieira,,,fabio-vieira,F. Vieira,M,20,170,6618,M,fabiodfvieira,904835,EUR,959644800,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385376,away,Arsenal,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
