match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_totalClearance,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_totalOffside,stat_outfielderBlock
10434210,home,Blackburn Rovers,Aynsley Pears,,,aynsley-pears,A. Pears,G,1,185,54,M,903166,EUR,893289600,G,13,13,False,14.0,14.0,2.0,2.0,14.0,14.0,6.0,2.0,2.0,2.0,90.0,24.0,7.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434210,home,Blackburn Rovers,Joe Rankin-Costello,,,joe-rankin-costello,J. Rankin-Costello,D,26,183,69,M,905789,EUR,932947200,D,11,11,False,92.0,80.0,16.0,9.0,49.0,52.0,8.0,,,,90.0,112.0,7.1,1,31.0,40.0,1.0,3.0,7.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,16.0,1.0,,,,,,,,,,,,,,
10434210,home,Blackburn Rovers,Ashley Phillips,,,ashley-phillips,A. Phillips,D,26,192,1100,M,1134744,EUR,1119744000,D,33,33,False,101.0,98.0,6.0,4.0,76.0,77.0,3.0,,,,90.0,104.0,7.0,0,22.0,24.0,5.0,1.0,5.0,1.0,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,
10434210,home,Blackburn Rovers,Scott Wharton,,,scott-wharton,S. Wharton,D,16,182,40,M,845723,EUR,875836800,D,16,16,False,81.0,71.0,9.0,6.0,39.0,42.0,6.0,,,,45.0,87.0,8.3,1,32.0,39.0,1.0,5.0,1.0,6.0,,,,,2.0,1.0,1.0,,,,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10434210,home,Blackburn Rovers,Adetayo Edun,Adetayo,Edun,edun-adetayo,A. Edun,D,14,171,43,M,795065,EUR,895104000,D,7,7,False,79.0,67.0,12.0,9.0,37.0,39.0,6.0,,,,79.0,97.0,7.9,0,32.0,43.0,1.0,2.0,2.0,6.0,1.0,,1.0,,1.0,2.0,2.0,1.0,1.0,,16.0,1.0,,,,1.0,3.0,2.0,1.0,1.0,,,,,,
10434210,home,Blackburn Rovers,Tyler Morton,,,tyler-morton,T. Morton,M,23,185,6716,M,979118,EUR,1036022400,M,6,6,False,80.0,66.0,10.0,6.0,33.0,35.0,5.0,,,,90.0,98.0,7.7,0,35.0,49.0,,1.0,2.0,8.0,,1.0,1.0,,2.0,4.0,2.0,2.0,2.0,1.0,20.0,1.0,,,,1.0,4.0,2.0,1.0,,,,,,,
10434210,home,Blackburn Rovers,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5813,M,1109771,EUR,1076025600,M,36,36,False,74.0,60.0,4.0,2.0,26.0,30.0,6.0,,,,90.0,87.0,7.8,2,34.0,44.0,1.0,3.0,2.0,7.0,1.0,,1.0,1.0,,3.0,2.0,2.0,,,16.0,4.0,1.0,,,,,,1.0,,1.0,,,,,
10434210,home,Blackburn Rovers,Dilan Markanday,,,dilan-markanday,D. Markanday,M,24,167,275,M,966554,EUR,998265600,M,18,18,False,44.0,32.0,2.0,1.0,13.0,14.0,9.0,,,,90.0,67.0,8.0,5,19.0,31.0,,1.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,21.0,2.0,,3.0,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,,
10434210,home,Blackburn Rovers,Bradley Dack,,,bradley-dack,B. Dack,M,23,175,71,M,1824141,EUR,757296000,M,23,23,False,57.0,40.0,4.0,2.0,21.0,22.0,9.0,,,,83.0,67.0,8.2,2,19.0,35.0,2.0,,3.0,2.0,,,,1.0,,1.0,,,1.0,1.0,17.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,True,3.0,
10434210,home,Blackburn Rovers,Tyrhys Dolan,Tyrhys Dolan,,tyrhys-dolan,T. Dolan,M,24,170,698,M,1063015,EUR,1009497600,M,10,10,False,35.0,31.0,5.0,5.0,17.0,17.0,4.0,,,,90.0,51.0,7.5,1,15.0,19.0,,,5.0,4.0,,3.0,6.0,,,,,1.0,,1.0,10.0,2.0,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,
10434210,home,Blackburn Rovers,Jack Vale,,,jack-vale,J. Vale,F,27,185,49,M,994995,EUR,983577600,F,29,29,False,26.0,21.0,1.0,,6.0,6.0,,,,,90.0,40.0,6.5,3,15.0,20.0,1.0,,7.0,2.0,,4.0,1.0,1.0,,,,2.0,1.0,2.0,11.0,,,2.0,,,,,1.0,,,1.0,,,1.0,
10434210,home,Blackburn Rovers,Harry Pickering,,,harry-pickering,H. Pickering,D,3,185,60,M,845571,EUR,914889600,D,3,3,True,52.0,48.0,8.0,7.0,37.0,39.0,5.0,,,,45.0,55.0,6.8,0,11.0,13.0,1.0,,2.0,2.0,1.0,,,,,1.0,1.0,,1.0,,4.0,,,,,,,,,,,,,,,
10434210,home,Blackburn Rovers,Jake Thomas Batty,,,jake-thomas-batty,J. T. Batty,M,26,176,21,M,1427091,EUR,1112659200,D,40,40,True,5.0,5.0,,,2.0,2.0,1.0,,,,11.0,7.0,6.7,0,3.0,3.0,,,,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10434210,home,Blackburn Rovers,John Buckley,,,john-buckley,J. Buckley,M,6,173,168,M,970441,EUR,939772800,M,21,21,True,10.0,6.0,,,3.0,3.0,,,,,9.0,10.0,6.5,0,3.0,7.0,,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,
10434210,home,Blackburn Rovers,Thomas Kaminski,,,thomas-kaminski,T. Kaminski,G,1,190,542,M,45959,EUR,719798400,G,1,1,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434210,home,Blackburn Rovers,Louie Annesley,,,louie-annesley,L. Annesley,D,5,193,48,M,884193,EUR,957312000,D,39,39,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
