match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_penaltyConceded,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_penaltyWon
11453063,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400,G,1,1,False,27.0,17.0,16.0,7.0,16.0,20.0,1.0,7.0,7.0,2.0,2.0,1.0,3.0,90.0,39.0,6.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453063,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200,D,12,12,False,25.0,18.0,3.0,1.0,12.0,15.0,8.0,12.0,3.0,,,,,73.0,50.0,6.8,12.0,1,1.0,2.0,2.0,3.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,
11453063,home,Al-Fateh,Amaar Al Dohaim,,,amaar-al-dohaim,A. A. Dohaim,D,24,175.0,13,M,803055,EUR,746755200,D,24,24,False,15.0,14.0,,,10.0,11.0,4.0,4.0,3.0,,,,,45.0,21.0,5.9,3.0,0,,,,2.0,1.0,,,,,,2.0,1.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,
11453063,home,Al-Fateh,Jason Denayer,,,jason-denayer,J. Denayer,D,,184.0,657,M,352664,EUR,804297600,D,64,64,False,23.0,21.0,1.0,,19.0,20.0,2.0,3.0,3.0,,,,,90.0,40.0,6.6,2.0,0,,,,1.0,5.0,,,,,,8.0,3.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,
11453063,home,Al-Fateh,Qasim Lajami,,,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,False,36.0,30.0,10.0,6.0,21.0,25.0,9.0,11.0,8.0,,,,,90.0,47.0,6.4,6.0,1,,,,4.0,4.0,3.0,,,,1.0,2.0,2.0,2.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,
11453063,home,Al-Fateh,Salem Alnajdi,,,alnajdi-salem,S. Alnajdi,D,83,178.0,1037,M,1475427,EUR,1043625600,D,83,83,False,15.0,10.0,2.0,,3.0,6.0,7.0,9.0,3.0,,,,,79.0,37.0,7.0,9.0,1,,,,4.0,3.0,1.0,1.0,,,,6.0,1.0,1.0,2.0,,,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,
11453063,home,Al-Fateh,Abbas Sadiq Alhassan,Abbas Sadiq Alhassan,,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174.0,52,M,1096520,EUR,1079222400,M,66,66,False,7.0,5.0,1.0,,,1.0,6.0,7.0,1.0,,,,,45.0,12.0,6.5,3.0,1,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,
11453063,home,Al-Fateh,Mukhtar Ali,,,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,44.0,37.0,3.0,1.0,16.0,18.0,21.0,26.0,5.0,,,,,90.0,53.0,6.7,7.0,0,,,,2.0,4.0,,,,,,3.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,,
11453063,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,M,17,17,False,62.0,54.0,10.0,6.0,18.0,20.0,36.0,42.0,7.0,,,,,90.0,79.0,7.8,9.0,0,1.0,,,2.0,8.0,2.0,1.0,1.0,1.0,,2.0,6.0,2.0,1.0,1.0,,3.0,,,,1.0,2.0,,,,True,,,,,
11453063,home,Al-Fateh,Lucas Zelarayán,Lucas,Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172.0,1289,M,249061,EUR,708998400,F,10,10,False,32.0,26.0,3.0,2.0,4.0,5.0,22.0,31.0,4.0,,,,,90.0,46.0,7.1,16.0,1,,4.0,,4.0,2.0,,2.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,3.0,,,,,1.0,2.0,,,,,,,,
