match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,player_sofascoreId,captain,stat_goals,stat_outfielderBlock,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_hitWoodwork,stat_bigChanceCreated
12501523,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,39.0,29.0,21.0,11.0,0.0,21.0,23.0,8.0,16.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,47.0,6.9,10.0,0.00955733,0,-0.0711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501523,home,Torino,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,28.0,22.0,3.0,1.0,0.0,14.0,19.0,8.0,10.0,1.0,1.0,2.0,4.0,,,,,,,45.0,42.0,6.2,10.0,0.0227514,0,,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501523,home,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,False,55.0,46.0,7.0,3.0,0.0,38.0,44.0,8.0,11.0,8.0,8.0,9.0,5.0,,,,,,,90.0,71.0,6.9,10.0,0.00295638,1,,,1.0,4.0,,1.0,2.0,1.0,2.0,0.0417,,,,,,,,,,,,,,,,,,,,,,,
12501523,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,35.0,30.0,1.0,1.0,0.0,22.0,23.0,8.0,12.0,1.0,7.0,5.0,2.0,,,,,,,89.0,51.0,7.2,6.0,0.00303369,1,,,1.0,3.0,1.0,1.0,,,1.0,0.0255,1.0,4.0,4.0,2.0,0.0552,,,,,,,,,,,,,,,,,,
12501523,home,Torino,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,34,34,False,52.0,43.0,6.0,1.0,0.0,23.0,25.0,23.0,38.0,,2.0,2.0,3.0,,,,,,,89.0,79.0,7.1,19.0,0.372385,1,,11.0,1.0,3.0,,,2.0,,1.0,0.014,,,,2.0,,3.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,
12501523,home,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191,1446,M,1030829,EUR,1081987200,M,66,66,False,41.0,34.0,5.0,3.0,0.0,15.0,17.0,19.0,24.0,3.0,8.0,1.0,7.0,,,,,,,90.0,55.0,7.5,11.0,0.208365,2,,,,2.0,1.0,,,2.0,2.0,0.108,,4.0,4.0,1.0,,,,2.0,,1.0,,,1.0,,,,,,,,,,
12501523,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185,1776,M,877371,EUR,984787200,M,8,8,False,52.0,44.0,6.0,3.0,0.0,20.0,21.0,24.0,32.0,,6.0,2.0,6.0,,,,,,,90.0,70.0,7.3,14.0,0.198376,1,,1.0,2.0,3.0,3.0,,,1.0,1.0,0.0151,,2.0,1.0,2.0,,,,3.0,,2.0,,,,2.0,,,,,,,,,
12501523,home,Torino,Cesare Casadei,cesare-casadei,C. Casadei,M,22,192,6575,M,1016788,EUR,1042156800,M,22,22,False,20.0,16.0,1.0,1.0,0.0,7.0,9.0,9.0,11.0,4.0,5.0,,2.0,,,,,,,45.0,32.0,6.7,9.0,0.0431672,1,,,1.0,3.0,2.0,1.0,,1.0,,0.1927,,,,,,,,4.0,,1.0,,,,1.0,cesarecasadei,,,,,,,,
12501523,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,M,10,10,False,28.0,24.0,,,0.0,8.0,9.0,16.0,21.0,3.0,7.0,,3.0,,,,,,,90.0,48.0,7.5,14.0,0.0352474,4,,2.0,3.0,8.0,1.0,,,1.0,,0.8782,2.0,1.0,1.0,2.0,0.8918,,1.0,3.0,,3.0,,,5.0,1.0,niksivlasic_,True,1.0,,,,,,
12501523,home,Torino,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3699,M,838232,EUR,938131200,M,11,11,False,32.0,26.0,2.0,1.0,0.0,12.0,14.0,17.0,25.0,1.0,7.0,,4.0,1.0,,,,,,90.0,59.0,7.1,19.0,0.242248,2,,7.0,,4.0,5.0,,,,1.0,0.1102,,1.0,1.0,2.0,,3.0,2.0,5.0,,2.0,,,2.0,3.0,,,,,,,,,
