match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_goalAssist,stat_goals
11407471,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,39.0,29.0,21.0,11.0,26.0,29.0,3.0,10.0,1.0,5.0,1.0,1.0,90.0,44.0,6.2,10.0,0.00077114,0,-0.1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407471,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,88.0,79.0,8.0,6.0,43.0,46.0,36.0,46.0,2.0,3.0,,,90.0,121.0,6.9,19.0,0.149052,1,,dilorenzo22,True,4.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0266,1.0,,,,,,,,,,,,,,,,,,
11407471,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,72.0,61.0,11.0,5.0,43.0,45.0,18.0,27.0,1.0,2.0,,,90.0,83.0,6.9,12.0,0.0065449,2,,,,,3.0,1.0,5.0,,,,,1.0,1.0,,0.0515,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
11407471,home,Napoli,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,False,55.0,48.0,7.0,3.0,35.0,36.0,13.0,19.0,6.0,3.0,,,90.0,68.0,6.7,8.0,0.00305975,0,,,,,2.0,2.0,5.0,,,,,3.0,3.0,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
11407471,home,Napoli,Natan,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,3,3,False,49.0,44.0,9.0,6.0,24.0,27.0,21.0,23.0,3.0,3.0,,,87.0,63.0,6.4,7.0,0.071807,0,,,,1.0,,3.0,,,,,,,,,,1.0,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,
11407471,home,Napoli,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3699,M,838232,EUR,938131200,M,7,7,False,24.0,19.0,1.0,1.0,6.0,9.0,13.0,17.0,2.0,1.0,,,74.0,41.0,6.9,9.0,0.00744466,2,,,,2.0,1.0,4.0,4.0,1.0,3.0,2.0,,,,,0.067,,,,,1.0,,,,2.0,,,2.0,0.6259,,,,,,
11407471,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,43.0,39.0,1.0,1.0,22.0,23.0,17.0,20.0,4.0,5.0,,,75.0,50.0,6.8,4.0,0.0102694,0,,StanLobotka,,,,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
11407471,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,56.0,54.0,1.0,1.0,17.0,17.0,37.0,39.0,1.0,5.0,,,90.0,72.0,7.3,4.0,0.0459145,0,,anguiss_29,,,3.0,6.0,8.0,2.0,1.0,1.0,,2.0,1.0,,,2.0,,,2.0,2.0,,,,3.0,1.0,,,,1.0,,,,,
11407471,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,39.0,32.0,1.0,,7.0,8.0,28.0,37.0,,1.0,,,68.0,62.0,7.2,16.0,0.177919,2,,,,6.0,,5.0,5.0,1.0,3.0,1.0,2.0,1.0,,2.0,0.0593,4.0,,,1.0,3.0,1.0,,,,1.0,3.0,,,,1.0,,,,
11407471,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,12.0,7.0,,,4.0,4.0,3.0,8.0,2.0,,,,90.0,33.0,6.7,14.0,0.0487087,3,,Osimhen9,,,3.0,9.0,6.0,3.0,1.0,,2.0,1.0,,4.0,0.1212,,1.0,,1.0,2.0,,,,5.0,,,,,,,3.0,,,
