match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,captain,stat_totalCross,stat_wasFouled,stat_totalContest,stat_wonContest,stat_dispossessed,stat_accurateCross,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_goals,stat_penaltyWon
11352359,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,False,32.0,30.0,3.0,1.0,29.0,30.0,1.0,2.0,2.0,7.0,2.0,1.0,4.0,1.0,1.0,1.0,90.0,42.0,7.2,2.0,0.00019285,0,0.2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352359,home,Brighton & Hove Albion,Tariq Lamptey,lamptey-tariq,T. Lamptey,D,48,165,4021,M,914691,EUR,970272000,D,2,2,False,29.0,25.0,2.0,,16.0,18.0,9.0,11.0,1.0,4.0,,,,,,,90.0,45.0,6.2,7.0,0.0293115,0,,TariqLamptey,2.0,4.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352359,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,75.0,62.0,6.0,2.0,39.0,47.0,23.0,28.0,3.0,2.0,,,,,,,90.0,87.0,7.0,14.0,0.0357167,1,,,2.0,3.0,7.0,,2.0,1.0,,,1.0,,5.0,1.0,2.0,1.0,0.0482,,,,,,,,,,,,,,,,,,
11352359,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,105.0,100.0,9.0,7.0,61.0,63.0,39.0,43.0,2.0,5.0,,,,,,,90.0,113.0,6.9,6.0,0.0296331,0,,,1.0,2.0,3.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,True,1.0,2.0,,,,,,,,,,,,,,,
11352359,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,55.0,52.0,2.0,1.0,22.0,24.0,30.0,37.0,1.0,5.0,,,,,,,90.0,79.0,7.2,11.0,0.0338327,1,,pervisestupinan,1.0,4.0,6.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,3.0,0.0178,,6.0,3.0,1.0,1.0,,,,,,,,,,,,,
11352359,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,20,20,False,41.0,35.0,3.0,1.0,16.0,17.0,19.0,24.0,2.0,3.0,,,,,,,90.0,53.0,6.2,9.0,0.0162146,0,,carlos_baleba,2.0,8.0,3.0,2.0,1.0,,1.0,,4.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,
11352359,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,M,13,13,False,75.0,68.0,5.0,2.0,33.0,34.0,36.0,48.0,2.0,5.0,,,,,,,90.0,96.0,6.9,16.0,0.152247,0,,pascalgross65,,4.0,3.0,1.0,3.0,2.0,2.0,,2.0,1.0,,,,2.0,,,7.0,,,,1.0,1.0,,,,,,,,,,,
11352359,home,Brighton & Hove Albion,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,24,24,False,32.0,23.0,2.0,,6.0,8.0,17.0,26.0,1.0,3.0,,,,,,,90.0,57.0,6.7,18.0,0.038952,2,,simon.adingra,,5.0,8.0,,4.0,2.0,2.0,,,,,1.0,,1.0,0.1173,,2.0,2.0,6.0,2.0,1.0,,,,1.0,,,,,,,,
11352359,home,Brighton & Hove Albion,Jakub Moder,jakub-moder,J. Moder,M,7,191,7174,M,886242,EUR,923443200,M,15,15,False,17.0,14.0,1.0,1.0,8.0,11.0,6.0,6.0,,2.0,,,,,,,63.0,21.0,6.4,3.0,0.00418999,1,,kubamoder,1.0,2.0,,1.0,,,,,,,,1.0,,,0.0184,,,,,,,,,,,1.0,,,,,,,
11352359,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,M,10,10,False,10.0,5.0,1.0,,3.0,6.0,2.0,7.0,2.0,4.0,,,,,,,63.0,32.0,6.8,14.0,0.00204337,4,,julioenciso.33,1.0,6.0,2.0,1.0,1.0,,2.0,,1.0,,,2.0,,,0.1773,,3.0,1.0,1.0,,2.0,,,,,,2.0,0.3025,,,,,
11352359,home,Brighton & Hove Albion,Danny Welbeck,danny-welbeck,D. Welbeck,F,18,185,4510,M,33902,EUR,659577600,F,18,18,False,18.0,14.0,,,8.0,10.0,6.0,8.0,1.0,,,,,,,,76.0,30.0,6.6,8.0,0.0354286,0,,,1.0,2.0,3.0,,1.0,,2.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,
11352359,home,Brighton & Hove Albion,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,True,10.0,9.0,,,1.0,1.0,9.0,10.0,,,,,,,,,27.0,14.0,6.5,2.0,0.0370353,0,,facubuonanotte_,,4.0,2.0,2.0,,,1.0,,2.0,,,,,,,,1.0,,2.0,2.0,,1.0,Facundo Buonanotte,,,,,,,,,,
11352359,home,Brighton & Hove Albion,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,975079,EUR,1001462400,F,9,9,True,20.0,18.0,,,3.0,3.0,15.0,17.0,,,,,,,,,27.0,31.0,6.5,7.0,0.0253657,1,,joaopedro,,2.0,2.0,,1.0,,3.0,,,,,,,,0.1477,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,
