match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,player_firstName,player_lastName,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
11396250,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,True,36.0,12.0,34.0,10.0,3.0,4.0,9.0,32.0,3.0,4.0,6.0,14.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,90.0,53.0,7.6,24.0,0.00290194,0,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,,30.0,19.0,13.0,4.0,14.0,17.0,5.0,14.0,2.0,3.0,2.0,3.0,1.0,,,,,,,61.0,42.0,6.6,13.0,0.00227174,1,,1.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0154,,,,,,,,,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2107,M,924378,EUR,1008806400,D,3,3,False,,35.0,26.0,7.0,4.0,23.0,30.0,3.0,5.0,10.0,10.0,6.0,6.0,1.0,,,,,,,90.0,52.0,7.9,10.0,0.00157879,0,,,4.0,8.0,,3.0,1.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,,32.0,22.0,6.0,3.0,14.0,21.0,8.0,11.0,4.0,6.0,3.0,3.0,1.0,,,,,,,61.0,40.0,7.0,11.0,0.00303295,0,,,,3.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,,41.0,34.0,4.0,2.0,13.0,14.0,23.0,31.0,1.0,4.0,,4.0,,,,,,,,90.0,58.0,7.4,11.0,0.132825,0,,4.0,4.0,5.0,,1.0,,1.0,,,,,,,,3.0,1.0,4.0,2.0,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,906800,EUR,946857600,M,8,8,False,,32.0,17.0,5.0,1.0,10.0,15.0,7.0,18.0,3.0,16.0,,7.0,5.0,,,,,,,90.0,50.0,7.5,18.0,0.00838229,1,,1.0,3.0,5.0,,1.0,1.0,1.0,0.0246,1.0,,,,,,7.0,6.0,,,1.0,1.0,1.0,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,,40.0,24.0,3.0,1.0,7.0,11.0,20.0,37.0,3.0,6.0,6.0,6.0,1.0,,,,,,,90.0,67.0,7.1,25.0,0.109252,1,,8.0,,4.0,,,,,0.0432,1.0,,,,,1.0,2.0,2.0,2.0,3.0,2.0,,1.0,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,,26.0,20.0,1.0,,9.0,11.0,13.0,23.0,,4.0,1.0,1.0,,,,,,,,90.0,52.0,7.3,17.0,0.192141,1,,8.0,1.0,3.0,,,,,0.0667,,,,,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,,1.0,1.0,0.4141,,,,,,,,
11396250,home,1. FSV Mainz 05,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3956,M,939830,EUR,963273600,F,29,29,False,,14.0,7.0,1.0,,2.0,4.0,7.0,12.0,1.0,1.0,,2.0,,,,,,,,73.0,30.0,7.7,15.0,0.0144617,5,,2.0,4.0,8.0,,,1.0,,2.0877,,,,,,2.0,,,,2.0,2.0,,2.0,,3.0,2.1494,1.0,1.0,2.0,,,,,
11396250,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,,23.0,19.0,,,1.0,1.0,18.0,24.0,,4.0,,1.0,3.0,,,,,,,89.0,36.0,8.3,8.0,0.808393,2,,2.0,8.0,9.0,1.0,,1.0,,0.0569,,,,,,1.0,1.0,1.0,4.0,,,,1.0,1.0,,,,,,1.0,1.0,,,
11396250,home,1. FSV Mainz 05,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1365,M,343971,EUR,762134400,F,17,17,False,,32.0,19.0,2.0,,11.0,15.0,8.0,17.0,8.0,10.0,3.0,4.0,1.0,,,,,,,73.0,49.0,6.7,18.0,0.00706215,2,,,9.0,13.0,2.0,2.0,4.0,3.0,0.0303,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,
11396250,home,1. FSV Mainz 05,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,M,23,23,True,,9.0,5.0,2.0,,5.0,7.0,,2.0,2.0,4.0,,,,,,,,,,29.0,13.0,6.9,4.0,0.00011421,0,,,1.0,1.0,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,D,30,30,True,,7.0,5.0,3.0,2.0,1.0,3.0,4.0,5.0,,2.0,1.0,3.0,,,,,,,,29.0,23.0,6.9,7.0,0.00348296,0,,1.0,1.0,1.0,,2.0,2.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Jessic Ngankam,ngankam-jessic,J. Ngankam,F,24,180,394,M,906276,EUR,964051200,F,11,11,True,,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,17.0,5.0,6.6,3.0,,0,,,3.0,5.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Karim Onisiwo,karim-onisiwo,K. Onisiwo,F,9,188,465,M,165413,EUR,700790400,F,9,9,True,,3.0,3.0,,,,,3.0,3.0,,1.0,,,1.0,,,,,,,17.0,9.0,6.8,1.0,0.0121924,2,,,,2.0,1.0,,1.0,2.0,0.1589,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,14,14,True,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,3.0,,1.0,,0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Daniel Batz,daniel-batz,D. Batz,G,33,189,138,M,94312,EUR,663638400,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178,2919,M,1198075,EUR,1085961600,M,43,43,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Brajan Gruda,,,,,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396250,home,1. FSV Mainz 05,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,345,M,330099,EUR,829526400,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396250,away,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,,41.0,16.0,37.0,13.0,7.0,11.0,9.0,30.0,1.0,1.0,2.0,16.0,,1.0,2.0,2.0,1.0,2.0,2.0,90.0,53.0,6.9,26.0,0.00538703,0,0.5635,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
11396250,away,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,,15.0,7.0,5.0,,5.0,7.0,2.0,10.0,,3.0,,6.0,,,,,,,,74.0,34.0,6.2,13.0,0.0035705,0,,2.0,,3.0,,,,1.0,,1.0,,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,
11396250,away,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,,30.0,25.0,1.0,,18.0,21.0,7.0,9.0,11.0,12.0,6.0,1.0,1.0,,,,,,,90.0,42.0,7.1,5.0,0.00274165,0,,,4.0,5.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11396250,away,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,,41.0,35.0,3.0,2.0,22.0,25.0,13.0,16.0,6.0,7.0,3.0,2.0,1.0,,,,,,,90.0,54.0,7.0,6.0,0.00833962,2,,,3.0,4.0,1.0,1.0,,1.0,0.0799,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,
11396250,away,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,,50.0,26.0,11.0,2.0,11.0,21.0,16.0,31.0,7.0,11.0,4.0,5.0,2.0,,,,,,,90.0,79.0,6.1,27.0,0.0346132,1,,2.0,3.0,7.0,,2.0,,3.0,0.022,,,,,,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,1.0
11396250,away,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,True,27.0,20.0,2.0,1.0,13.0,15.0,7.0,12.0,5.0,7.0,1.0,3.0,,,,,,,,90.0,44.0,6.8,12.0,0.00749198,2,,,3.0,8.0,1.0,2.0,2.0,1.0,0.1172,1.0,,1.0,,,1.0,2.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,
