match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_shotOffTarget,stat_errorLeadToAGoal,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_goals,stat_accurateCross
10389824,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,20.0,19.0,6.0,5.0,18.0,18.0,1.0,2.0,2.0,9.0,1.0,5.0,5.0,1.0,1.0,1.0,90.0,34.0,6.6,1.0,0.0,0.0,0.00014837,0,-1.6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389824,home,AS Monaco,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,D,26,26,False,49.0,42.0,2.0,1.0,15.0,15.0,27.0,39.0,,4.0,,,,,,,90.0,81.0,6.1,13.0,0.0,0.0,0.0356621,0,,5.0,1.0,1.0,6.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10389824,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,65.0,57.0,4.0,2.0,34.0,36.0,23.0,29.0,2.0,4.0,,,,,,,90.0,73.0,6.0,11.0,0.0,0.0,0.0330615,0,,,2.0,2.0,5.0,2.0,,2.0,,1.0,,,,,,axel_disasi,1.0,1.0,,,,,,,,,,,,
10389824,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,34.0,28.0,7.0,3.0,20.0,21.0,8.0,13.0,5.0,2.0,,,,,,,51.0,43.0,6.6,6.0,0.0,0.0,0.00362167,0,,,1.0,1.0,4.0,4.0,1.0,,,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,
10389824,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,41.0,33.0,1.0,1.0,13.0,16.0,20.0,34.0,2.0,3.0,,,,,,,83.0,67.0,5.9,21.0,0.0,0.0,0.0143336,0,,9.0,1.0,3.0,6.0,7.0,3.0,2.0,1.0,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,
10389824,home,AS Monaco,Edan Diop,Edan Diop,,diop-edan,E. Diop,M,37,173,531,M,1390575,EUR,1093651200,M,42,42,False,12.0,11.0,1.0,1.0,4.0,4.0,7.0,9.0,,2.0,,,,,,,45.0,23.0,6.6,5.0,0.1751,0.1107,0.0560636,1,,1.0,5.0,,9.0,3.0,,,,1.0,2.0,2.0,1.0,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,
10389824,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,49.0,37.0,4.0,1.0,20.0,21.0,17.0,28.0,2.0,7.0,,,,,,,90.0,64.0,5.7,17.0,0.0267,0.0,0.046012,1,,,,,5.0,1.0,2.0,3.0,1.0,4.0,,,,1.0,,YFofana19_,,,,2.0,1.0,1.0,,,,,,,,
10389824,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,45.0,42.0,2.0,2.0,23.0,23.0,19.0,22.0,,8.0,,,,,,,90.0,60.0,6.4,7.0,0.0,0.0,0.0178543,0,,,1.0,,8.0,8.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,,,camara_mohamed6,2.0,,,2.0,,,,,,,,,,
10389824,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,False,17.0,11.0,,,7.0,7.0,4.0,11.0,,1.0,,,,,,,45.0,30.0,6.9,8.0,0.0597,0.0136,0.00453922,1,,1.0,,,1.0,3.0,,,,3.0,2.0,1.0,1.0,,,alex_golovin17,1.0,,1.0,,,,,,,,,,,
10389824,home,AS Monaco,Kevin Volland,Kevin,Volland,kevin-volland,K. Volland,F,31,179,1036,M,117373,EUR,712454400,F,31,31,False,9.0,5.0,,,1.0,1.0,4.0,8.0,,1.0,,,,,,,45.0,14.0,6.4,7.0,0.0,0.0,0.111203,0,,,1.0,,3.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,
