match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_wonTackle,captain,stat_totalCross,stat_fouls,stat_unsuccessfulTouch,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalOffside,stat_keyPass,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt
14065701,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,1,1,False,27.0,22.0,10.0,5.0,0.0,19.0,20.0,3.0,7.0,1.0,1.0,1.0,12.0,1.0,2.0,1.0,2.0,90.0,41.0,7.7,5.0,0.00039141,0.0882,0,0.0715,0.05,0.0,0.72,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
14065701,home,Toulouse,Jaydee Canvot,Jaydee Canvot,,jaydee-canvot,J. Canvot,D,23,188,804,M,1471671,EUR,1154131200,D,29,29,False,61.0,59.0,1.0,,0.0,34.0,35.0,25.0,26.0,5.0,5.0,,4.0,,,,,90.0,75.0,7.5,3.0,0.00927951,,0,,0.16,0.1,0.46,,2.0,2.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14065701,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,False,58.0,52.0,10.0,4.0,0.0,46.0,46.0,6.0,12.0,4.0,4.0,,4.0,1.0,,,,90.0,65.0,7.2,6.0,0.00202379,,1,,0.14,0.04,0.38,,3.0,4.0,3.0,,,1.0,,1.0,0.0377,-0.2,,,,,,,,,,,,,,,,
14065701,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,44.0,38.0,5.0,1.0,0.0,27.0,28.0,11.0,16.0,2.0,5.0,,2.0,,,,,90.0,57.0,7.7,7.0,0.017233,,0,,0.25,0.04,1.0,,5.0,1.0,5.0,,,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,
14065701,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,M,19,19,False,35.0,27.0,2.0,,0.0,12.0,14.0,15.0,21.0,2.0,2.0,1.0,5.0,,,,,70.0,53.0,6.7,14.0,0.0150986,,0,,0.03,0.08,0.2,,1.0,1.0,2.0,,,1.0,1.0,,,,1.0,True,3.0,1.0,,,,,,,,,,,,
14065701,home,Toulouse,Mario Sauer,,,mario-sauer,M. Sauer,M,77,180,515,M,1386065,EUR,1084579200,M,77,77,False,17.0,13.0,2.0,1.0,0.0,3.0,5.0,10.0,12.0,4.0,,,3.0,,,,,60.0,23.0,7.0,6.0,0.00662638,,0,,0.02,0.01,0.24,,,2.0,1.0,,,,2.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,
14065701,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,38.0,29.0,7.0,5.0,0.0,13.0,17.0,16.0,21.0,7.0,4.0,1.0,8.0,3.0,,,,90.0,67.0,7.2,18.0,0.100155,,0,,0.11,0.23,0.19,,,1.0,6.0,2.0,1.0,,3.0,,,,2.0,,4.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,,,,,,
14065701,home,Toulouse,Dayann Methalie,,,dayann-methalie,D. Methalie,M,24,186,426,M,1894003,EUR,1139961600,M,24,24,False,24.0,16.0,1.0,1.0,0.0,10.0,11.0,6.0,13.0,10.0,1.0,1.0,6.0,1.0,,,,83.0,55.0,7.2,16.0,0.00742863,,0,,0.07,0.29,0.16,,1.0,,5.0,6.0,4.0,,5.0,,,,2.0,,,2.0,4.0,,,,,,,,,,,
14065701,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,F,15,15,False,28.0,22.0,2.0,2.0,0.0,10.0,13.0,12.0,15.0,2.0,,1.0,2.0,,,,,90.0,39.0,6.3,11.0,0.00656752,,1,,-0.02,-0.18,-0.09,,,,5.0,2.0,,,2.0,1.0,0.0325,-0.14,2.0,,1.0,3.0,2.0,,1.0,,,,1.0,,,,,
14065701,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,9,9,False,13.0,7.0,,,0.0,1.0,2.0,6.0,11.0,9.0,,,1.0,2.0,,,,83.0,35.0,9.2,15.0,0.00218819,,3,,-0.17,0.35,-0.08,,1.0,2.0,8.0,8.0,5.0,,,,1.0822,0.89,,,1.0,2.0,4.0,,1.0,1.0,2.0,,,3.0,2.0,1.2825,,
