match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_totalCross,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_goals,stat_punches,stat_outfielderBlock
11388466,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,22.0,19.0,4.0,1.0,19.0,20.0,2.0,1.0,12.0,2.0,2.0,2.0,1.0,1.0,90.0,31.0,7.5,3.0,0.00012105,0,0.5787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388466,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,63.0,59.0,3.0,1.0,24.0,26.0,37.0,1.0,3.0,,,,,,90.0,85.0,7.3,9.0,0.148492,0,,True,35.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11388466,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,False,93.0,85.0,11.0,6.0,45.0,45.0,48.0,,5.0,,,,,,90.0,103.0,7.6,10.0,0.141464,0,,,40.0,,1.0,4.0,,,3.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11388466,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,63.0,56.0,5.0,2.0,37.0,40.0,24.0,2.0,7.0,,,,,,90.0,78.0,7.2,8.0,0.00812979,6,,,19.0,1.0,2.0,7.0,,1.0,3.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.4456,0.0302,,,,,,,,,
11388466,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,70.0,61.0,2.0,1.0,20.0,21.0,58.0,1.0,10.0,,,,,,90.0,94.0,8.4,17.0,0.413903,1,,,45.0,1.0,4.0,4.0,,3.0,1.0,1.0,1.0,1.0,,,,,9.0,2.0,,1.0,,,0.069,,4.0,2.0,1.0,5.0,,,,,
11388466,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,19.0,13.0,1.0,1.0,2.0,2.0,17.0,,1.0,,,,,,71.0,32.0,6.6,15.0,0.0561294,0,,,11.0,,4.0,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,
11388466,home,Feyenoord,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,False,69.0,65.0,6.0,5.0,23.0,23.0,46.0,2.0,2.0,,,,,,84.0,81.0,7.4,6.0,0.0483661,2,,,42.0,,3.0,3.0,1.0,,3.0,3.0,1.0,,,,1.0,2.0,,,,2.0,,,0.0313,,,,,,rramizz_,,,,
11388466,home,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,60.0,54.0,2.0,2.0,18.0,18.0,42.0,,3.0,,,,,,90.0,75.0,7.4,10.0,0.165277,0,,,36.0,2.0,6.0,2.0,,,2.0,1.0,3.0,,,,1.0,,,,,,,,,,,4.0,1.0,1.0,,1.0,,,
11388466,home,Feyenoord,Yankuba Minteh,,,minteh-yankuba,Y. Minteh,M,11,180,7047,M,1400106,EUR,1090454400,F,19,19,False,14.0,9.0,1.0,,,,15.0,,4.0,,,,,,71.0,32.0,7.4,17.0,0.204613,1,,,10.0,,6.0,4.0,3.0,3.0,3.0,2.0,5.0,,,1.0,,,1.0,,,,1.0,,0.5218,0.5818,1.0,,1.0,2.0,minteh01,,1.0,,
11388466,home,Feyenoord,Santiago Giménez,,,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,14.0,11.0,,,2.0,2.0,12.0,3.0,1.0,,,,,,79.0,28.0,7.0,10.0,0.0648398,3,,,9.0,1.0,5.0,,3.0,1.0,,,3.0,,3.0,,,,,,,,1.0,2.0,0.5801,0.5281,,,,,sant.gimenez,,1.0,,
11388466,home,Feyenoord,Luka Ivanušec,,,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,F,17,17,False,24.0,20.0,,,2.0,2.0,25.0,1.0,3.0,,,,,,71.0,43.0,7.5,10.0,0.327949,3,,,20.0,,6.0,4.0,,9.0,,,,,,,,,3.0,4.0,1.0,2.0,,1.0,0.2867,,2.0,1.0,2.0,4.0,LukaIvanusec,1.0,,,
11388466,home,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,D,2,2,True,12.0,11.0,1.0,1.0,3.0,3.0,10.0,,3.0,,,,,,19.0,17.0,6.5,4.0,0.00956832,0,,,8.0,,2.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,
11388466,home,Feyenoord,Ondrej Lingr,,,lingr-ondrej,O. Lingr,M,9,175,293,M,794968,EUR,907718400,M,32,32,True,15.0,10.0,1.0,,1.0,2.0,13.0,,4.0,,,,,,19.0,18.0,6.9,6.0,0.0192412,0,,,9.0,,,2.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,
11388466,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,F,14,14,True,13.0,11.0,,,,,14.0,,,,,,,,19.0,22.0,8.1,3.0,0.0391774,2,,,11.0,1.0,2.0,5.0,,1.0,,,,2.0,,2.0,,1.0,1.0,1.0,,,2.0,,0.2561,0.5763,,,,1.0,,,1.0,,
11388466,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,True,3.0,3.0,,,,,3.0,,,,,,,,11.0,5.0,6.7,1.0,0.00372206,1,,,3.0,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,0.067,,,,,,bee18,,,,
11388466,home,Feyenoord,Antoni Milambo,Antoni,Milambo,antoni-milambo,A. Milambo,M,17,179,1574,M,1126692,EUR,1112486400,M,27,27,True,7.0,6.0,,,4.0,4.0,3.0,,2.0,,,,,,10.0,12.0,6.6,3.0,0.00133353,1,,,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,,1.0,0.0386,,,,,,,,,,
11388466,home,Feyenoord,Mikki van Sas,,,mikki-van-sas,M. v. Sas,G,1,193,195,M,1132094,EUR,1078012800,G,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
