match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_challengeLost,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,captain,stat_shotOffTarget,stat_accurateCross,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork
11368700,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,32.0,14.0,23.0,5.0,12.0,13.0,2.0,19.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,39.0,6.9,18.0,0.00039278,0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368700,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,16.0,9.0,4.0,2.0,8.0,10.0,1.0,7.0,2.0,6.0,,,,,,,90.0,38.0,7.2,11.0,0.00646272,0,,1.0,1.0,1.0,6.0,6.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,
11368700,home,Rayo Vallecano,Abdul Mumin,,,abdul-mumin,A. Mumin,D,16,188,1245,M,846147,EUR,897091200,D,16,16,False,14.0,4.0,8.0,1.0,3.0,7.0,1.0,7.0,5.0,2.0,,,,,,,90.0,25.0,7.0,10.0,0.00029195,0,,,2.0,,3.0,2.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
11368700,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,24,24,False,31.0,20.0,12.0,3.0,15.0,18.0,5.0,14.0,7.0,4.0,,,,,,,90.0,51.0,8.2,13.0,0.00152172,1,,1.0,1.0,,1.0,3.0,,3.0,3.0,1.0,,,1.0,,1.0,1.0,2.0,0.0774,0.2791,,,,,,,,,,,,
11368700,home,Rayo Vallecano,Josep Chavarría,,,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,3,3,False,23.0,16.0,5.0,1.0,7.0,10.0,9.0,14.0,2.0,3.0,,,,,,,68.0,50.0,6.5,14.0,0.0364551,0,,1.0,,,2.0,2.0,,,1.0,1.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,
11368700,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,False,33.0,20.0,7.0,1.0,8.0,11.0,12.0,25.0,,6.0,,,,,,,78.0,56.0,6.6,21.0,0.00599273,1,,3.0,1.0,1.0,11.0,9.0,1.0,,6.0,3.0,3.0,1.0,5.0,,,,3.0,0.0507,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,
11368700,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,31.0,24.0,3.0,,12.0,15.0,12.0,16.0,4.0,5.0,,,,,,,90.0,59.0,7.3,11.0,0.0106062,0,,,1.0,,10.0,11.0,1.0,1.0,8.0,6.0,3.0,3.0,4.0,,,,3.0,,,,4.0,,,,,True,,,,,
11368700,home,Rayo Vallecano,Jorge de Frutos,,,jorge-de-frutos,J. de Frutos,M,19,173,1878,M,900003,EUR,849312000,M,19,19,False,21.0,14.0,1.0,,5.0,8.0,9.0,14.0,2.0,5.0,,,,,,,78.0,31.0,6.8,10.0,0.0367458,1,,1.0,,2.0,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,2.0,0.0156,,,1.0,,,,,,1.0,,,,
11368700,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,22.0,17.0,,,5.0,8.0,12.0,19.0,3.0,10.0,,,,,,,90.0,49.0,6.6,20.0,0.0213635,0,,5.0,2.0,,11.0,5.0,2.0,,1.0,,5.0,4.0,2.0,,,,1.0,,,1.0,4.0,,,,,,,,,,
11368700,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,17.0,13.0,,,5.0,5.0,9.0,14.0,,5.0,,,,,,,60.0,29.0,6.9,7.0,0.0511112,0,,2.0,1.0,,3.0,3.0,,,2.0,1.0,1.0,,1.0,,,,3.0,,,2.0,,1.0,,,,,,1.0,,,
