match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,player_sofascoreId,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_errorLeadToAShot
12421247,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,True,33.0,24.0,17.0,9.0,0.0,19.0,22.0,5.0,11.0,6.0,2.0,2.0,90.0,40.0,7.3,9.0,0.00477395,0,0.3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175,9946,M,895327,EUR,878860800,D,5,5,False,,79.0,68.0,4.0,1.0,0.0,40.0,43.0,28.0,36.0,6.0,,,90.0,100.0,7.6,13.0,0.0244308,0,,2.0,2.0,3.0,7.0,2.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,311,M,303634,EUR,686793600,D,16,16,False,,64.0,59.0,3.0,1.0,0.0,48.0,48.0,11.0,16.0,3.0,,,90.0,83.0,7.3,5.0,0.00545196,0,,2.0,1.0,3.0,7.0,8.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190,1344,M,790977,EUR,872467200,D,28,28,False,,3.0,2.0,1.0,,0.0,2.0,3.0,,,,,,14.0,8.0,6.4,2.0,0.00460634,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183,2317,M,1403362,EUR,1094169600,M,25,25,False,,45.0,37.0,2.0,1.0,0.0,16.0,18.0,21.0,29.0,4.0,,,84.0,63.0,6.9,15.0,0.0365595,0,,1.0,,5.0,5.0,,1.0,4.0,3.0,1.0,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15438,M,1171539,EUR,1103241600,M,27,27,False,,70.0,66.0,4.0,2.0,0.0,37.0,40.0,29.0,30.0,6.0,,,90.0,86.0,7.2,5.0,0.0214469,0,,,1.0,3.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180,239,M,834244,EUR,880416000,M,4,4,False,,61.0,50.0,5.0,3.0,1.0,27.0,31.0,25.0,32.0,3.0,,,90.0,74.0,7.4,12.0,0.177629,0,,,1.0,1.0,5.0,2.0,,3.0,2.0,1.0,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Sofiane Boufal,sofiane-boufal,S. Boufal,F,17,175,14022,M,257205,EUR,748224000,M,23,23,False,,38.0,35.0,4.0,3.0,0.0,11.0,12.0,24.0,27.0,4.0,,,84.0,54.0,6.9,8.0,0.0627429,0,,,,7.0,8.0,,,2.0,,3.0,,,,1.0,3.0,2.0,,5.0,1.0,,Sofianeboufal_19,1.0,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Franjo Ivanović,franjo-ivanovic,F. Ivanović,F,9,185,6334,M,1103333,EUR,1064966400,F,9,9,False,,22.0,16.0,1.0,,1.0,2.0,5.0,14.0,18.0,3.0,,,90.0,47.0,8.5,15.0,0.0724287,3,,,1.0,8.0,10.0,,,,,4.0,1.0,,,1.0,,6.0,4.0,6.0,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0756,0.9953,,,,
12421247,home,Royale Union Saint-Gilloise,Promise David,promise-david,P. David,F,12,196,4992,M,1119328,EUR,994118400,F,12,12,False,,15.0,8.0,1.0,1.0,0.0,2.0,4.0,6.0,12.0,4.0,,,66.0,29.0,8.7,10.0,0.00468587,3,,2.0,3.0,3.0,6.0,3.0,,,,1.0,,Promise David,,1.0,,1.0,2.0,2.0,,,,1.0,,1.0,2.0,,2.0,0.5056,0.7709,,,,
12421247,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167,2677,M,964764,EUR,1019260800,F,10,10,False,,17.0,13.0,3.0,2.0,0.0,7.0,8.0,6.0,11.0,1.0,,,66.0,29.0,6.6,9.0,0.0124632,1,,1.0,,2.0,1.0,3.0,,1.0,,,1.0,,,2.0,,,3.0,,,,,,,,,1.0,,0.0236,,,,,
12421247,home,Royale Union Saint-Gilloise,Fedde Leysen,fedde-leysen,F. Leysen,D,48,191,390,M,1088899,EUR,1057708800,D,48,48,True,,66.0,57.0,4.0,4.0,0.0,32.0,36.0,25.0,31.0,4.0,,,76.0,78.0,7.1,10.0,0.0115767,1,,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,,Fedde Leysen,,1.0,,,,,,,,,,1.0,,,,0.036,,,,,
12421247,home,Royale Union Saint-Gilloise,Kamiel Van de Perre,van-de-perre-kamiel,K. V. D. Perre,M,6,181,375,M,1146316,EUR,1076544000,M,6,6,True,,27.0,23.0,3.0,3.0,0.0,12.0,13.0,11.0,14.0,,,,24.0,29.0,6.6,4.0,0.177032,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Henok Teklab,henok-teklab,H. Teklab,M,14,174,150,M,940558,EUR,911174400,M,11,11,True,,13.0,12.0,,,1.0,4.0,4.0,8.0,9.0,1.0,,,24.0,16.0,7.2,2.0,0.621948,0,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,
12421247,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196,234,M,845558,EUR,922406400,D,26,26,True,,16.0,16.0,1.0,1.0,0.0,7.0,7.0,9.0,9.0,1.0,,,10.0,17.0,6.7,,0.0309837,0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
