match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_challengeLost,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_penaltyFaced,player_sofascoreId,stat_penaltyConceded
10937818,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187.0,324,M,235686,EUR,654652800.0,G,18,18,False,27.0,26.0,4.0,3.0,26.0,26.0,1.0,1.0,7.0,1.0,1.0,1.0,90.0,36.0,6.6,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10937818,home,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176.0,240,M,818572,EUR,830217600.0,D,27,27,False,35.0,28.0,3.0,2.0,10.0,12.0,29.0,2.0,7.0,,,,90.0,57.0,6.7,17.0,1,20.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10937818,home,Al-Shabab,Iago Santos,iago-santos,I. Santos,D,4,188.0,76,M,584430,EUR,706492800.0,D,4,4,False,53.0,48.0,18.0,13.0,30.0,31.0,23.0,4.0,3.0,,,,90.0,59.0,7.3,6.0,0,18.0,1.0,,3.0,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10937818,home,Al-Shabab,Hassan Al Tambakti,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,881837,EUR,918518400.0,D,5,5,False,61.0,57.0,8.0,6.0,42.0,43.0,18.0,4.0,5.0,,,,90.0,86.0,7.8,7.0,2,15.0,,,2.0,10.0,1.0,,1.0,1.0,1.0,,,1.0,3.0,,1.0,,3.0,3.0,1.0,2.0,3.0,2.0,,,,,,,,,,,
10937818,home,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,1022679,EUR,950918400.0,D,24,24,False,38.0,34.0,1.0,,10.0,13.0,34.0,,3.0,,,,90.0,66.0,6.8,14.0,0,27.0,9.0,3.0,4.0,3.0,,1.0,,2.0,1.0,1.0,2.0,,,,,,3.0,1.0,,3.0,1.0,1.0,,,2.0,,,,,,,,
10937818,home,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600.0,M,15,15,False,73.0,67.0,1.0,,28.0,28.0,45.0,,4.0,,,,90.0,85.0,6.9,11.0,2,39.0,,,3.0,2.0,,,1.0,3.0,,,1.0,,1.0,,,2.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,
10937818,home,Al-Shabab,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187.0,2715,M,76227,EUR,633571200.0,M,23,23,False,48.0,46.0,2.0,2.0,21.0,21.0,28.0,2.0,6.0,,,,90.0,58.0,7.4,2.0,1,26.0,1.0,1.0,2.0,5.0,,,,,,,2.0,,,,,2.0,1.0,1.0,1.0,1.0,4.0,3.0,Grzegorz,Krychowiak,,,,,,,,,
10937818,home,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174.0,1194,M,31981,EUR,583545600.0,M,10,10,False,83.0,76.0,11.0,9.0,21.0,21.0,70.0,,4.0,,,,82.0,104.0,6.9,22.0,0,56.0,8.0,1.0,4.0,1.0,2.0,,,4.0,,,2.0,,,,,,1.0,1.0,,,,,,,2.0,True,,,,,,,
10937818,home,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176.0,437,M,555624,EUR,808444800.0,F,13,13,False,14.0,12.0,1.0,1.0,,,14.0,,,,,,90.0,25.0,6.6,5.0,5,12.0,,,2.0,4.0,,,3.0,1.0,2.0,3.0,1.0,,1.0,,,,2.0,,1.0,,1.0,1.0,,,,,2.0,1.0,,,,,
10937818,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177.0,565,M,789438,EUR,733190400.0,F,8,8,False,40.0,35.0,,,4.0,4.0,40.0,,4.0,,,,89.0,57.0,7.6,13.0,2,31.0,4.0,,6.0,2.0,,1.0,,1.0,,,4.0,1.0,,,,2.0,2.0,,,1.0,2.0,,,,1.0,,1.0,2.0,1.0,,,,
10937818,home,Al-Shabab,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168.0,92,M,803052,EUR,711244800.0,F,11,11,False,29.0,27.0,2.0,2.0,7.0,7.0,23.0,,4.0,,,,82.0,47.0,7.6,5.0,4,21.0,1.0,1.0,4.0,8.0,,,3.0,2.0,3.0,1.0,,1.0,,,,,2.0,1.0,,1.0,4.0,2.0,,,2.0,,,1.0,,1.0,,,
10937818,home,Al-Shabab,Fahad Al-Muwallad,fahad-al-muwallad,F. Al-Muwallad,M,,167.0,183,M,160909,EUR,779500800.0,F,90,90,True,2.0,1.0,,,1.0,1.0,1.0,,1.0,,,,8.0,6.0,6.9,2.0,1,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
10937818,home,Al-Shabab,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168.0,122,,144377,EUR,633312000.0,M,14,14,True,4.0,3.0,1.0,1.0,1.0,2.0,4.0,,,,,,8.0,6.0,6.8,2.0,0,3.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10937818,home,Al-Shabab,Ahmed Abdu,ahmed-abdu,A. Abdu,F,71,183.0,6,M,1392248,EUR,839462400.0,F,71,71,True,2.0,,,,,,2.0,,,,,,1.0,4.0,,2.0,1,,,,,2.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,Ahmed Abdu,,,,,,,,,,
