match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_penaltyWon,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalOffside,stat_bigChanceMissed,captain,stat_wonContest,stat_goals,player_sofascoreId,stat_penaltyConceded,stat_penaltyFaced,stat_errorLeadToAShot
12437484,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,26.0,7.0,26.0,7.0,0.0,1.0,3.0,6.0,23.0,1.0,6.0,2.0,3.0,3.0,1.0,1.0,90.0,32.0,7.5,19.0,0.00402826,0,0.2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437484,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,36.0,25.0,3.0,,0.0,8.0,11.0,17.0,29.0,4.0,2.0,,,,,,90.0,67.0,7.8,19.0,0.0175017,1,,4.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,4.0,1.0,0.0102,0.0131,,,,,,,,,,,,,,,,,,,,,,,
12437484,home,Deportivo Alavés,Facundo Garcés,facundo-garces,F. Garcés,D,2,191,1959,M,879875,EUR,936489600,D,2,2,False,27.0,21.0,4.0,,0.0,15.0,15.0,6.0,13.0,6.0,2.0,,,,,,90.0,43.0,7.2,8.0,0.665142,2,,1.0,3.0,2.0,5.0,4.0,,,2.0,,,0.0261,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12437484,home,Deportivo Alavés,Santiago Mouriño,santiago-mourino,S. Mouriño,D,15,186,2593,M,1468046,EUR,1013558400,D,12,12,False,34.0,29.0,4.0,1.0,0.0,18.0,19.0,11.0,15.0,6.0,1.0,,,,,,90.0,48.0,7.7,5.0,0.00496716,1,,,,3.0,1.0,5.0,,,,,3.0,0.0458,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
12437484,home,Deportivo Alavés,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,3,3,False,22.0,19.0,2.0,1.0,0.0,11.0,12.0,9.0,12.0,,4.0,,,,,,90.0,41.0,7.3,7.0,0.0304578,0,,2.0,1.0,,4.0,3.0,,1.0,3.0,2.0,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,
12437484,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,43.0,33.0,3.0,,0.0,15.0,17.0,18.0,27.0,2.0,8.0,,,,,,84.0,48.0,6.2,11.0,0.00818876,0,,1.0,,,6.0,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,,,,,,,,
12437484,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,7,7,False,41.0,34.0,,,0.0,12.0,14.0,23.0,33.0,,6.0,,,,,,90.0,60.0,6.8,19.0,0.042054,1,,6.0,1.0,1.0,5.0,2.0,1.0,,,,1.0,0.0415,0.0694,,,,3.0,1.0,1.0,,,,,1.0,,2.0,1.0,1.0,,,,,,,,
12437484,home,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,M,18,18,False,18.0,12.0,,,0.0,2.0,3.0,10.0,15.0,1.0,1.0,,,,,,65.0,25.0,6.4,8.0,0.00675993,1,,,3.0,2.0,3.0,2.0,1.0,,,,,0.6268,0.865,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,
12437484,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,False,41.0,32.0,3.0,1.0,0.0,16.0,19.0,17.0,24.0,,8.0,,,,,,90.0,51.0,6.8,13.0,0.0874179,0,,2.0,,1.0,8.0,2.0,,,1.0,1.0,,,,,,1.0,2.0,6.0,2.0,,,,,1.0,1.0,1.0,,,,True,,,,,,
12437484,home,Deportivo Alavés,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,21,21,False,18.0,13.0,2.0,1.0,0.0,5.0,7.0,8.0,11.0,,4.0,,,,,,89.0,32.0,7.3,8.0,0.202451,2,,,,1.0,1.0,4.0,1.0,,,,2.0,0.0835,0.368,,,,3.0,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,,,,
