match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_wonTackle,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_hitWoodwork
10665978,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600,G,30,30,False,34.0,17.0,25.0,8.0,13.0,14.0,4.0,20.0,1.0,1.0,4.0,11.0,3.0,3.0,2.0,2.0,2.0,90.0,47.0,7.9,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665978,home,Damac FC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800,D,19,19,False,5.0,5.0,,,5.0,5.0,,1.0,,,,1.0,,,,,,32.0,13.0,6.5,3.0,0,Abdullah Al-Hawsawi,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10665978,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200,D,15,15,False,32.0,19.0,10.0,1.0,9.0,13.0,10.0,19.0,2.0,4.0,3.0,3.0,,,,,,90.0,41.0,6.6,15.0,0,,,,,True,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10665978,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,38.0,29.0,8.0,3.0,24.0,27.0,5.0,11.0,,1.0,1.0,7.0,,,,,,90.0,49.0,7.1,13.0,0,,,,3.0,,1.0,2.0,,,,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,
10665978,home,Damac FC,Abdullah Hassoun,abdullah-hassoun,A. Hassoun,D,17,177.0,31,M,983081,EUR,858729600,D,32,32,False,24.0,16.0,4.0,,9.0,12.0,7.0,12.0,,3.0,2.0,7.0,,,,,,88.0,43.0,6.6,10.0,1,,,,,,1.0,6.0,1.0,,,2.0,,3.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,
10665978,home,Damac FC,Nono,nono,Nono,M,14,179.0,56,M,232434,EUR,733449600,M,10,10,False,19.0,17.0,3.0,2.0,5.0,6.0,13.0,18.0,,2.0,,3.0,,,,,,74.0,32.0,7.0,9.0,2,,,5.0,2.0,,1.0,4.0,,,,1.0,1.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,
10665978,home,Damac FC,Adam Maher,adam-maher,A. Maher,M,,174.0,90,M,111719,EUR,743126400,M,6,6,False,30.0,25.0,4.0,3.0,15.0,18.0,10.0,13.0,,,1.0,5.0,,,,,,90.0,40.0,6.8,8.0,0,,,1.0,1.0,,,3.0,,,,,,3.0,,2.0,,,,,,,,,,,,,
10665978,home,Damac FC,El Arbi Hillel Soudani,el-arbi-hillel-soudani,E. A. Soudani,M,2,182.0,1269,M,173713,EUR,564796800,M,2,2,False,24.0,18.0,3.0,1.0,6.0,9.0,13.0,16.0,2.0,4.0,,5.0,,,,,,90.0,40.0,6.0,16.0,1,,,1.0,4.0,,,8.0,1.0,,,1.0,,2.0,,,1.0,4.0,1.0,,,1.0,3.0,,1.0,5.0,,,
10665978,home,Damac FC,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,8,172.0,38,M,931838,EUR,917136000,M,11,11,False,23.0,16.0,2.0,1.0,8.0,8.0,8.0,16.0,1.0,7.0,,5.0,,,,,,74.0,35.0,6.8,11.0,0,,,1.0,1.0,,1.0,3.0,,,,2.0,4.0,1.0,,,1.0,1.0,,,,,,,,,,,
10665978,home,Damac FC,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,M,7,7,False,18.0,13.0,1.0,,5.0,5.0,8.0,13.0,3.0,4.0,,1.0,,,,,,90.0,25.0,6.5,10.0,0,,,,3.0,,3.0,7.0,1.0,,,,1.0,2.0,1.0,,,,,,,,1.0,,,1.0,,,
10665978,home,Damac FC,Bruno Duarte,bruno-duarte,B. Duarte,F,17,182.0,1525,M,878830,EUR,827625600,F,9,9,False,5.0,3.0,,,1.0,1.0,2.0,4.0,,,,2.0,,,,,,32.0,7.0,6.6,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,
10665978,home,Damac FC,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,4,4,True,19.0,17.0,3.0,2.0,11.0,11.0,6.0,8.0,1.0,4.0,3.0,3.0,,,,,,58.0,33.0,7.0,4.0,0,,,,1.0,,,1.0,,,,3.0,,1.0,,2.0,3.0,,,,,,,,,,,,
