match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork
14573126,home,Universitatea Craiova,Pavlo Isenko,,,isenko-pavlo,P. Isenko,G,77,195.0,146,M,985279,EUR,1058745600,G,77,77,False,25.0,21.0,10.0,6.0,0.0,20.0,22.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,90.0,31.0,7.4,4.0,0.00022126,0.5162,0,0.3748,0.03,0.0,-0.09,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573126,home,Universitatea Craiova,Nikola Stevanović,,,nikola-stevanovic,N. Stevanović,D,24,190.0,72,M,834180,EUR,905644800,D,24,24,False,39.0,35.0,3.0,2.0,0.0,31.0,34.0,4.0,5.0,6.0,4.0,,,,80.0,50.0,6.4,5.0,0.00102762,,0,,0.02,0.05,-0.16,,2.0,2.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14573126,home,Universitatea Craiova,Adrian Rus,,,adrian-rus,A. Rus,D,28,188.0,445,M,887011,EUR,827107200,D,28,28,False,54.0,48.0,5.0,1.0,0.0,43.0,46.0,5.0,8.0,6.0,3.0,,,,90.0,66.0,6.5,6.0,0.00423916,,0,,0.04,0.17,0.18,,1.0,1.0,3.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14573126,home,Universitatea Craiova,Oleksandr Romanchuk,,,oleksandr-romanchuk,O. Romanchuk,D,3,193.0,178,M,937188,EUR,945302400,D,3,3,False,67.0,56.0,8.0,2.0,0.0,44.0,46.0,12.0,21.0,4.0,5.0,,,,90.0,80.0,6.4,13.0,0.0249333,,0,,0.2,0.21,-0.24,,3.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14573126,home,Universitatea Craiova,Anzor Mekvabishvili,,,anzor-mekvabishvili,A. Mekvabishvili,M,5,174.0,670,M,965260,EUR,991699200,M,5,5,False,15.0,11.0,4.0,1.0,1.0,4.0,4.0,7.0,11.0,2.0,2.0,,,,61.0,24.0,7.0,5.0,0.00402886,,0,,0.28,0.09,0.13,,,1.0,5.0,3.0,,,4.0,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14573126,home,Universitatea Craiova,Carlos Mora,,,carlos-mora,C. Mora,D,17,178.0,575,M,1020202,EUR,984873600,M,17,17,False,27.0,15.0,5.0,1.0,0.0,8.0,12.0,8.0,17.0,4.0,7.0,,,,90.0,56.0,7.4,19.0,0.0447952,,2,,0.18,0.36,0.25,,,2.0,2.0,7.0,2.0,1.0,1.0,,1.0,,,1.0,,2.0,1.0,,2.0,1.0,2.0,2.0,2.0,0.063,-0.22,,,,,,,,,,
14573126,home,Universitatea Craiova,Samuel Teles,,,samuel-teles,S. Teles,M,23,180.0,78,M,1001667,EUR,857088000,M,23,23,False,28.0,19.0,2.0,1.0,0.0,11.0,15.0,8.0,13.0,3.0,3.0,,,,89.0,41.0,6.5,12.0,0.0215378,,0,,0.18,0.16,0.19,,3.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
14573126,home,Universitatea Craiova,Alexandru Cicâldău,,,alexandru-cicaldau,A. Cicâldău,M,20,178.0,682,M,827540,EUR,868320000,M,20,20,False,26.0,18.0,,,0.0,10.0,14.0,8.0,13.0,1.0,1.0,,,,80.0,32.0,6.9,9.0,0.102822,,0,,0.26,0.14,-0.06,,1.0,2.0,2.0,4.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
14573126,home,Universitatea Craiova,Nicușor Bancu,,,nicusor-bancu,N. Bancu,D,11,182.0,550,M,199092,EUR,716774400,M,11,11,False,30.0,22.0,3.0,3.0,0.0,10.0,12.0,12.0,19.0,4.0,5.0,,,,90.0,52.0,6.8,10.0,0.1404,,1,,-0.06,0.35,-0.07,,,1.0,3.0,6.0,,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,,4.0,3.0,,0.0365,-0.18,True,1.0,,,,,,,,
14573126,home,Universitatea Craiova,Monday Etim,,,monday-etim,M. Etim,F,12,176.0,160,M,882446,EUR,912729600,F,12,12,False,14.0,11.0,,,0.0,6.0,7.0,5.0,7.0,,3.0,,,,80.0,22.0,7.3,5.0,0.00765967,,1,,-0.07,-0.54,-0.07,,2.0,3.0,9.0,6.0,1.0,,6.0,,,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,0.3305,0.54,,,1.0,1.0,0.8694,,,,,
