match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_totalContest,stat_wonContest,stat_wonTackle,stat_totalOffside,captain,stat_shotOffTarget,stat_challengeLost,player_sofascoreId,stat_bigChanceMissed,stat_goodHighClaim,stat_saves,stat_outfielderBlock,stat_ownGoals,stat_hitWoodwork
11352304,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,21.0,17.0,8.0,4.0,16.0,17.0,1.0,4.0,1.0,1.0,1.0,45.0,23.0,6.1,4.0,0.00311921,0,-0.7909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352304,home,Brentford,Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,196,1144,M,576384,EUR,892771200,D,20,20,False,52.0,41.0,2.0,2.0,22.0,25.0,20.0,29.0,4.0,2.0,,79.0,60.0,6.3,13.0,0.00989087,0,,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352304,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,78.0,71.0,5.0,3.0,58.0,61.0,13.0,17.0,4.0,4.0,,90.0,100.0,7.5,9.0,0.00418349,1,,,,3.0,4.0,4.0,13.0,,1.0,,1.0,1.0,1.0,0.1614,0.6783,,,,,,,,,,,,,,,,,,,,,
11352304,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,78.0,62.0,13.0,5.0,49.0,55.0,13.0,23.0,10.0,7.0,1.0,90.0,86.0,6.8,16.0,0.00589571,0,,,,2.0,9.0,2.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11352304,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,D,27,27,False,63.0,48.0,6.0,4.0,28.0,33.0,21.0,35.0,2.0,9.0,1.0,89.0,84.0,6.9,21.0,0.0962036,1,,5.0,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,,,0.0139,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11352304,home,Brentford,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4631,M,885864,EUR,883612800,M,15,15,False,39.0,32.0,4.0,2.0,10.0,13.0,22.0,26.0,6.0,5.0,2.0,90.0,56.0,7.4,11.0,0.0180606,3,,,,1.0,1.0,4.0,1.0,2.0,1.0,,1.0,1.0,,0.24,0.0224,1.0,1.0,2.0,2.0,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,
11352304,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,59.0,47.0,6.0,2.0,17.0,20.0,30.0,40.0,5.0,7.0,,90.0,74.0,6.8,14.0,0.0694818,2,,1.0,,2.0,3.0,3.0,4.0,2.0,1.0,1.0,,,,0.1053,,1.0,,,1.0,,,,,,,,True,2.0,,,,,,,,
11352304,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,48.0,44.0,6.0,5.0,14.0,14.0,32.0,38.0,3.0,4.0,1.0,78.0,65.0,7.5,10.0,0.25426,0,,4.0,2.0,,,5.0,,1.0,1.0,3.0,1.0,,,,,,1.0,,2.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,
11352304,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,F,19,19,False,47.0,32.0,1.0,1.0,7.0,10.0,25.0,45.0,6.0,6.0,4.0,90.0,75.0,7.9,29.0,0.168037,4,,8.0,,2.0,1.0,6.0,,,2.0,1.0,,1.0,,0.3105,0.136,1.0,,,,,,,3.0,1.0,,,,3.0,1.0,bryan_m19,1.0,,,,,
11352304,home,Brentford,Neal Maupay,neal-maupay,N. Maupay,F,17,171,2370,M,268903,EUR,839980800,F,7,7,False,26.0,19.0,1.0,1.0,3.0,5.0,16.0,21.0,6.0,3.0,3.0,90.0,43.0,7.8,12.0,0.0682551,3,,,,2.0,,6.0,,2.0,2.0,1.0,2.0,1.0,1.0,0.611,0.886,,,1.0,1.0,,,,2.0,1.0,2.0,,,1.0,,,,,,,,
