match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,description,id,isHome,incidentClass,reason,player_id,player_name,confirmed,length,injury,playerName,rescinded
10390003,FT,0.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10390003,,,,,90,4.0,,1,,,inGamePenalty,Goalkeeper save,118414778.0,True,missed,goalkeeperSave,246507.0,Birama Touré,,,,,
10390003,,,,,90,3.0,,1,,,varDecision,,15031.0,True,penaltyNotAwarded,,927005.0,Lassine Sinayoko,False,,,,
10390003,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,3.0,,,
10390003,,,,,84,,,7,,,substitution,,121532620.0,True,regular,,,,,,False,,
10390003,,,,,84,,,7,,,substitution,,121532619.0,True,regular,,,,,,False,,
10390003,,,,,83,,,8,,,substitution,,121532608.0,False,regular,,,,,,False,,
10390003,,0.0,2.0,,80,,,11,,,goal,,167908837.0,False,regular,,605338.0,Stephy Mavididi,,,,,
10390003,,,,,74,,,17,,,substitution,,121532559.0,True,regular,,,,,,False,,
10390003,,,,,74,,,17,,,substitution,,121532558.0,True,regular,,,,,,False,,
10390003,,,,,74,,,17,,,substitution,,121532560.0,False,regular,,,,,,False,,
10390003,,,,,74,,,17,,,substitution,,121532561.0,False,regular,,,,,,False,,
10390003,,,,,73,,,18,,,substitution,,121532509.0,False,regular,,,,,,False,,
10390003,,,,,67,,,24,,,card,,120603199.0,False,yellow,Time wasting,605338.0,Stephy Mavididi,,,,Stephy Mavididi,False
10390003,,,,,65,,,26,,,substitution,,121532447.0,True,regular,,,,,,False,,
10390003,,0.0,1.0,,62,,,29,,,goal,,167908270.0,False,regular,,605338.0,Stephy Mavididi,,,,,
10390003,,,,,60,,,31,,,card,,120603175.0,False,yellow,Foul,976001.0,Leo Leroy,,,,Leo Leroy,False
10390003,,,,,54,,,37,,,card,,120603147.0,True,yellow,Foul,844942.0,Gideon Mensah,,,,Gideon Mensah,False
10390003,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10390003,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,1.0,,,
10390003,,,,,40,,,6,,,card,,120603006.0,False,yellow,Foul,1103548.0,Enzo Tchato Mbiayi,,,,Enzo Tchato Mbiayi,False
