match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,captain,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,player_sofascoreId,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal
10835042,home,VVV-Venlo,Lukáš Zima,lukas-zima,L. Zima,G,38,196.0,262,M,135602,EUR,758073600.0,G,38,38,False,27.0,19.0,15.0,7.0,17.0,22.0,2.0,5.0,11.0,4.0,8.0,90.0,44.0,7.5,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835042,home,VVV-Venlo,Tristan Dekker,tristan-dekker,T. Dekker,M,31,183.0,25,M,845955,EUR,890956800.0,D,17,17,False,32.0,23.0,3.0,2.0,12.0,15.0,11.0,19.0,4.0,,,90.0,66.0,5.7,19.0,0,2.0,8.0,4.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10835042,home,VVV-Venlo,Rick Ketting,rick-ketting,R. Ketting,D,4,188.0,76,M,584056,EUR,821664000.0,D,4,4,False,49.0,36.0,11.0,4.0,19.0,21.0,17.0,28.0,3.0,,,90.0,62.0,7.1,13.0,2,,3.0,4.0,,,,,6.0,1.0,2.0,,,1.0,,,True,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10835042,home,VVV-Venlo,Brian Koglin,brian-koglin,B. Koglin,D,4,186.0,14,M,801894,EUR,852595200.0,D,2,2,False,35.0,31.0,9.0,8.0,25.0,28.0,6.0,7.0,4.0,,,90.0,49.0,6.7,6.0,1,,5.0,1.0,,,,,7.0,1.0,1.0,2.0,,2.0,Brian,Koglin,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,
10835042,home,VVV-Venlo,Simon Janssen,simon-janssen,S. Janssen,D,15,179.0,39,M,946950,EUR,969840000.0,D,5,5,False,35.0,29.0,4.0,4.0,19.0,23.0,10.0,14.0,7.0,,,77.0,56.0,6.3,11.0,0,2.0,3.0,3.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,Simon,Janssen,,,,1.0,,,,,,,,,,,,,,,,,
10835042,home,VVV-Venlo,Richard Sedláček,richard-sedlacek,R. Sedláček,M,13,168.0,17,M,826042,EUR,929923200.0,M,13,13,False,41.0,35.0,,,18.0,20.0,17.0,21.0,11.0,,,90.0,51.0,6.8,8.0,1,,3.0,1.0,1.0,,,,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10835042,home,VVV-Venlo,Robert Klaasen,robert-klaasen,R. Klaasen,M,38,180.0,23,M,250491,EUR,747273600.0,M,16,16,False,37.0,32.0,4.0,4.0,21.0,23.0,13.0,18.0,1.0,,,76.0,59.0,7.4,8.0,2,4.0,4.0,5.0,,1.0,,,4.0,1.0,4.0,,1.0,3.0,Robert,Klaasen,,,,,,1.0,,3.0,3.0,,2.0,1.0,,,,,,,,,
10835042,home,VVV-Venlo,Kees de Boer,kees-de-boer,K. d. Boer,M,6,179.0,106,M,970395,EUR,958176000.0,M,8,8,False,24.0,15.0,3.0,,3.0,5.0,12.0,20.0,4.0,,,57.0,31.0,6.8,10.0,0,1.0,1.0,6.0,,,,,1.0,,4.0,,1.0,1.0,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,
10835042,home,VVV-Venlo,Daan Huisman,daan-huisman,D. Huisman,M,5,189.0,48,M,1048098,EUR,1027641600.0,M,23,23,False,23.0,12.0,1.0,,5.0,8.0,8.0,17.0,2.0,,,89.0,34.0,7.0,18.0,1,2.0,7.0,2.0,1.0,3.0,1.0,,,,,2.0,1.0,1.0,,,,1.0,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,
10835042,home,VVV-Venlo,Carl Johansson,carl-johansson,C. Johansson,F,7,173.0,11,M,815768,EUR,898041600.0,M,7,7,False,19.0,11.0,,,4.0,6.0,8.0,14.0,3.0,,,57.0,30.0,6.5,12.0,1,1.0,6.0,2.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,1.0,,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
