match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_clearanceOffLine
11369983,home,Sint-Truidense VV,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4910,M,905351,EUR,1029888000,G,1,1,False,46.0,26.0,24.0,5.0,24.0,30.0,2.0,16.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,90.0,58.0,7.0,22.0,0.00053652,0,1.1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369983,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,83.0,71.0,9.0,4.0,53.0,56.0,18.0,27.0,3.0,4.0,1.0,6.0,8.0,1.0,,,,,90.0,100.0,7.1,14.0,0.00861901,0,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11369983,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,82.0,80.0,9.0,9.0,61.0,62.0,19.0,20.0,2.0,3.0,,3.0,3.0,,,,,,90.0,90.0,7.8,2.0,0.24008,0,,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369983,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,82.0,65.0,16.0,9.0,43.0,51.0,23.0,32.0,,4.0,,1.0,3.0,,,,,,90.0,91.0,7.5,17.0,0.0848612,0,,2.0,,,,,,1.0,2.0,1.0,1.0,True,1.0,1.0,,,,,,,,,,,,,,,
11369983,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175,67,M,1047164,EUR,1017100800,M,60,60,False,33.0,30.0,1.0,,14.0,15.0,16.0,18.0,2.0,4.0,,2.0,2.0,,,,,,64.0,48.0,7.1,4.0,0.0135335,0,,,2.0,2.0,,1.0,2.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
11369983,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,False,41.0,35.0,1.0,1.0,18.0,21.0,18.0,21.0,1.0,9.0,1.0,1.0,7.0,,,,,,89.0,62.0,8.2,8.0,0.184439,1,,2.0,2.0,2.0,2.0,,,1.0,5.0,3.0,2.0,,1.0,1.0,,1.0,1.0,0.1605,,,,,,,,,,,
11369983,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,66.0,60.0,9.0,8.0,30.0,32.0,30.0,34.0,4.0,1.0,,1.0,3.0,,,,,,90.0,77.0,7.1,7.0,0.0510615,1,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,0.0149,3.0,1.0,,,,,,,,,
11369983,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,40.0,34.0,4.0,3.0,19.0,21.0,15.0,22.0,2.0,6.0,,,6.0,3.0,,,,,90.0,68.0,7.4,11.0,0.108854,2,,,2.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,,1.0,0.0948,,,1.0,1.0,0.0957,,,,,,
11369983,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,18,18,False,49.0,36.0,5.0,2.0,11.0,13.0,26.0,40.0,2.0,2.0,,,2.0,,,,,,79.0,62.0,7.0,18.0,0.074773,2,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,4.0,1.0,2.0,,,0.0923,1.0,1.0,1.0,,0.1082,,,,,,
11369983,home,Sint-Truidense VV,Aboubakary Koita,,,aboubakary-koita,A. Koita,M,11,175,1938,M,890110,EUR,906249600,F,7,7,False,23.0,20.0,4.0,3.0,6.0,6.0,14.0,19.0,7.0,5.0,3.0,,2.0,4.0,,,,,79.0,43.0,7.5,12.0,0.125254,5,,,3.0,1.0,,1.0,,,,,3.0,,2.0,,1.0,,4.0,0.25,1.0,1.0,,,,,,,,,
11369983,home,Sint-Truidense VV,Kahveh Zahiroleslam,Kahveh Zahiroleslam,,kahveh-zahiroleslam,K. Zahiroleslam,F,18,193,237,M,1519355,EUR,1023926400,F,15,15,False,8.0,7.0,,,,,7.0,8.0,11.0,4.0,2.0,,,,,,,,79.0,20.0,6.5,6.0,0.00518511,1,,2.0,1.0,,1.0,1.0,6.0,,2.0,1.0,,,,,1.0,,,0.1175,1.0,1.0,,1.0,,,,,,,
11369983,home,Sint-Truidense VV,Wolke Janssens,,,janssens-wolke,W. Janssens,D,22,185,37,M,794418,EUR,789782400,D,22,22,True,7.0,6.0,1.0,,3.0,4.0,3.0,3.0,1.0,1.0,,1.0,,,,,,,26.0,14.0,6.8,3.0,0.0419438,0,,,,,,1.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,
11369983,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,True,4.0,3.0,,,1.0,1.0,3.0,4.0,1.0,2.0,,1.0,1.0,,,,,,11.0,11.0,6.9,4.0,0.355052,0,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
