match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_shotValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,player_sofascoreId,captain,stat_aerialLost,stat_hitWoodwork,stat_outfielderBlock,player_firstName,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_accurateCross,player_lastName,stat_errorLeadToAShot,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_errorLeadToAGoal
14773731,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400.0,G,1,1,False,20.0,20.0,4.0,4.0,0.0,18.0,18.0,2.0,2.0,12.0,1.0,90.0,32.0,6.7,1.0,18.630021506661,3.0,6.7437459661153,0.0,0,0.05,0.0,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773731,home,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000.0,D,17,17,False,38.0,32.0,4.0,,0.0,23.0,26.0,9.0,12.0,5.0,,90.0,53.0,6.3,8.0,64.782883553809,11.0,37.171952878237,0.0,1,0.1,0.03,-0.14,1.0,1.0,1.0,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773731,home,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600.0,D,4,4,False,49.0,45.0,7.0,6.0,0.0,34.0,36.0,11.0,13.0,4.0,,77.0,55.0,7.1,4.0,146.14362551646,15.0,69.259438416956,2.0,1,0.25,0.1,-0.12,,2.0,1.0,-0.09,3.0,1.0,4.0,1.0,1.0,1.0,1.0,22.363774283023,41.369675589231,,,,,,,,,,,,,,,,,,,,,,,,,,
14773731,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800.0,D,6,6,False,39.0,35.0,4.0,4.0,0.0,25.0,26.0,10.0,13.0,4.0,,90.0,53.0,7.0,4.0,61.00434796311,9.0,31.606102845109,0.0,5,0.14,0.12,0.22,2.0,4.0,1.0,-0.52,4.0,4.0,5.0,3.0,1.0,,1.0,,,nachofdez90,True,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14773731,home,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000.0,M,2,2,False,79.0,59.0,7.0,6.0,1.0,15.0,18.0,44.0,61.0,8.0,,90.0,123.0,8.0,32.0,292.80214600458,34.0,183.48658701589,5.0,2,0.47,0.52,-0.08,,1.0,2.0,-0.38,,8.0,10.0,,3.0,3.0,,31.10477265494,99.757361999472,,,,,,Mohammed Waheeb Abu Al-Shamat,4.0,2.0,2.0,9.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,
14773731,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800.0,M,8,8,False,57.0,49.0,8.0,7.0,0.0,13.0,13.0,36.0,44.0,8.0,,90.0,91.0,8.1,20.0,244.09248398175,30.0,71.514538305916,3.0,1,0.45,0.26,-0.01,,,,-0.08,2.0,7.0,14.0,,2.0,2.0,2.0,25.583622212616,65.547663645209,,,1.0,,,,7.0,,2.0,5.0,3.0,,1.0,3.0,7.0,,3.0,2.0,,,,,,,,
14773731,home,Al-Qadsiah,Julian Weigl,julian-weigl,J. Weigl,M,5,186.0,1193,M,237068,EUR,810518400.0,M,5,5,False,44.0,41.0,2.0,2.0,0.0,12.0,13.0,29.0,31.0,2.0,,90.0,53.0,6.9,6.0,76.496867393436,9.0,5.5388965346644,0.0,1,0.24,0.03,-0.01,,1.0,1.0,-0.19,,2.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,3.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
14773731,home,Al-Qadsiah,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200.0,M,10,10,False,74.0,68.0,7.0,5.0,0.0,15.0,16.0,53.0,58.0,2.0,,77.0,90.0,7.1,14.0,272.01678406949,32.0,139.04950153549,3.0,2,0.55,0.41,-0.1,1.0,,,-0.41,,8.0,1.0,,1.0,1.0,2.0,29.966978265129,72.268659138997,,,2.0,,,Musab Fahz Aljuwayr,5.0,1.0,2.0,1.0,,,1.0,3.0,,,6.0,3.0,,,,,,,,
14773731,home,Al-Qadsiah,Christopher Baah,christopher-baah,C. Baah,M,22,172.0,2658,M,1477662,EUR,1102982400.0,M,22,22,False,45.0,42.0,1.0,1.0,0.0,6.0,7.0,36.0,38.0,3.0,,90.0,71.0,7.2,16.0,206.81124231454,23.0,126.4759214007,7.0,1,0.33,0.3,-0.19,,,,-0.5,1.0,4.0,9.0,1.0,3.0,2.0,,16.597183115209,119.45353411842,,,,,,Christopher Baah,6.0,1.0,2.0,5.0,4.0,,,2.0,1.0,,2.0,,,1.0,,,,,,
14773731,home,Al-Qadsiah,Gabriel Carvalho,gabriel-teixeira,G. Carvalho,M,20,168.0,1272,M,1485218,EUR,1187308800.0,F,20,20,False,50.0,45.0,1.0,,0.0,14.0,14.0,31.0,36.0,5.0,,63.0,59.0,6.5,11.0,142.12671819589,20.0,54.793583991365,2.0,0,-0.09,0.27,0.13,,,,,,4.0,2.0,,1.0,1.0,,25.41860164431,31.776562037223,,,1.0,,,,1.0,,,4.0,1.0,,,1.0,,,1.0,,,,,,,,,
