match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,captain,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_penaltyConceded,stat_wasFouled,stat_totalOffside,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_goalAssist,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed
10411626,home,Cremonese,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,12,12,False,25.0,19.0,10.0,4.0,17.0,18.0,2.0,7.0,1.0,7.0,1.0,1.0,1.0,90.0,31.0,5.8,6.0,0.0,0.0,0.000742592,0,-0.7205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411626,home,Cremonese,Alex Ferrari,alex-ferrari,A. Ferrari,D,25,183,99,M,327429,EUR,773020800,D,24,24,False,23.0,16.0,5.0,1.0,8.0,12.0,8.0,11.0,1.0,5.0,,,,45.0,29.0,6.4,7.0,0.0,0.0,0.114686,0,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411626,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189,177,M,158037,EUR,732326400,D,15,15,False,58.0,44.0,11.0,3.0,31.0,35.0,13.0,23.0,6.0,12.0,,,,90.0,68.0,6.5,15.0,0.1093,0.1403,0.00645065,1,,4.0,5.0,2.0,1.0,1.0,True,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411626,home,Cremonese,Giacomo Quagliata,giacomo-quagliata,G. Quagliata,M,12,177,118,M,973300,EUR,950918400,D,33,33,False,38.0,28.0,9.0,2.0,14.0,17.0,15.0,27.0,1.0,6.0,,,,82.0,57.0,6.2,19.0,0.0,0.0,0.0525265,0,,4.0,2.0,,,,,1.0,2.0,,1.0,6.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
10411626,home,Cremonese,Paolo Ghiglione,ghiglione-paolo,P. Ghiglione,M,18,188,100,M,787642,EUR,854841600,M,18,18,False,34.0,19.0,6.0,2.0,5.0,8.0,16.0,31.0,1.0,6.0,,,,90.0,73.0,6.4,32.0,0.0,0.0,0.0261479,0,,8.0,7.0,1.0,5.0,3.0,,1.0,,,2.0,5.0,2.0,,,2.0,2.0,,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10411626,home,Cremonese,Charles Pickel,charles-pickel,C. Pickel,M,18,184,11753,M,758664,EUR,863654400,M,6,6,False,33.0,23.0,1.0,,8.0,11.0,15.0,22.0,,5.0,,,,72.0,50.0,7.3,14.0,0.1259,0.1611,0.0294453,1,,6.0,11.0,,7.0,3.0,,5.0,4.0,1.0,,,,,2.0,2.0,1.0,,,,,,,charlespickel,,,,,,,,,,,,,
10411626,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187,963,M,139229,EUR,763862400,M,28,28,False,46.0,41.0,4.0,2.0,16.0,16.0,26.0,32.0,,4.0,,,,90.0,67.0,6.4,14.0,0.0167,0.0,0.0740007,1,,6.0,7.0,1.0,3.0,2.0,,1.0,,,,2.0,1.0,3.0,,4.0,,,,2.0,,3.0,,,1.0,1.0,,,,,,,,,,,
10411626,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,M,3,3,False,24.0,14.0,3.0,1.0,1.0,3.0,16.0,28.0,,4.0,,,,90.0,61.0,7.2,30.0,0.0141,0.0,0.301003,1,,4.0,3.0,,1.0,,,,,,3.0,7.0,3.0,2.0,,6.0,1.0,,,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,
10411626,home,Cremonese,Frank Tsadjout,frank-tsadjout,F. Tsadjout,F,74,190,194,M,927188,EUR,933120000,F,74,74,False,11.0,8.0,,,4.0,5.0,4.0,7.0,1.0,3.0,,,,57.0,22.0,6.7,7.0,0.0,0.0,0.00390029,0,,6.0,6.0,,1.0,1.0,,3.0,3.0,,,1.0,,1.0,1.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,
10411626,home,Cremonese,David Okereke,david-okereke,D. Okereke,F,77,182,887,M,831290,EUR,872812800,F,77,77,False,14.0,11.0,,,2.0,2.0,9.0,12.0,,1.0,,,,45.0,23.0,6.5,7.0,0.0,0.0,0.00721686,0,,3.0,3.0,,1.0,,,,1.0,,,,,2.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
