match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_shotOffTarget,stat_totalOffside,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_goals,stat_goalAssist,player_sofascoreId
11453083,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600,G,30,30,False,22.0,20.0,4.0,2.0,19.0,19.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,90.0,30.0,6.7,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453083,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200,D,21,21,False,43.0,37.0,4.0,3.0,17.0,18.0,20.0,26.0,2.0,5.0,,4.0,,,,90.0,61.0,6.6,11.0,0,Alhwsawi Sanousi Mohammed,,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11453083,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200,D,15,15,False,64.0,58.0,7.0,5.0,39.0,39.0,19.0,25.0,1.0,3.0,1.0,1.0,,,,90.0,69.0,6.9,6.0,1,,,,2.0,3.0,,,,,2.0,1.0,,,1.0,True,1.0,1.0,,,,,,,,,,,,,
11453083,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,76.0,66.0,15.0,8.0,45.0,47.0,21.0,29.0,,3.0,2.0,6.0,,,,90.0,88.0,7.1,14.0,0,,,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,
11453083,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,15,,23,M,965309,EUR,892857600,D,51,51,False,27.0,25.0,,,11.0,11.0,14.0,16.0,,4.0,1.0,4.0,,,,64.0,43.0,6.8,2.0,0,,,,,1.0,,,,,1.0,1.0,,3.0,1.0,,,,,2.0,,,,,,,,,,,
11453083,home,Damac FC,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400,M,8,8,False,83.0,77.0,7.0,4.0,28.0,29.0,50.0,56.0,1.0,7.0,1.0,5.0,,,,89.0,97.0,7.3,8.0,0,,,2.0,,2.0,,,2.0,1.0,,,,5.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,
11453083,home,Damac FC,Ahmad Zain,ahmad-zain,A. Zain,M,49,177.0,14,M,818809,EUR,678412800,M,49,49,False,46.0,39.0,6.0,5.0,11.0,12.0,28.0,41.0,,3.0,1.0,8.0,,,,90.0,69.0,6.9,20.0,0,,,7.0,,4.0,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,1.0,,,,,,,,,
11453083,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180.0,103,M,67645,EUR,646704000,M,17,17,False,31.0,26.0,3.0,2.0,8.0,9.0,18.0,23.0,,1.0,,2.0,,,,83.0,38.0,6.5,9.0,1,,,1.0,,3.0,,,2.0,1.0,,,2.0,,2.0,,,,,,,,1.0,,,,,,,,
11453083,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171.0,4005,M,108673,EUR,736732800,M,31,31,False,33.0,27.0,6.0,3.0,8.0,9.0,19.0,31.0,,,,3.0,,,,90.0,47.0,6.9,15.0,3,,,7.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,
11453083,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172.0,2369,M,342909,EUR,792633600,M,10,10,False,35.0,27.0,5.0,4.0,2.0,4.0,27.0,37.0,,7.0,,2.0,,,,90.0,61.0,7.3,22.0,2,,,6.0,,7.0,,3.0,5.0,2.0,1.0,1.0,3.0,4.0,1.0,,,1.0,,,2.0,2.0,,2.0,1.0,,,,,,
11453083,home,Damac FC,Abdullah Al-Qahtani,abdullah-al-qahtani,A. Al-Qahtani,M,7,172.0,38,M,974064,EUR,854668800,F,7,7,False,9.0,9.0,,,3.0,3.0,6.0,6.0,,,,,,,,65.0,12.0,6.4,1.0,0,,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
11453083,home,Damac FC,Abdulaziz Al-Shahrani,abdulaziz-al-shahrani,A. Al-Shahrani,F,80,173.0,20,M,975862,EUR,783388800,M,14,14,True,5.0,5.0,,,,,5.0,6.0,,,,,,,,26.0,9.0,6.5,2.0,1,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,
