match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_keyPass,stat_goals,player_firstName,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,player_lastName,stat_bigChanceMissed,player_sofascoreId,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches
14109666,home,Antalyaspor,Julián Cuesta,julian-cuesta,J. Cuesta,G,1,195.0,192,M,217110,EUR,670118400,G,1,1,False,25.0,18.0,10.0,4.0,0.0,17.0,22.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,90.0,31.0,4.8,7.0,0.00029728,-0.0004,0,-2.1077,0.01,0.0,-0.92,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109666,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180.0,128,M,967214,EUR,959731200,D,7,7,False,39.0,32.0,6.0,3.0,0.0,22.0,24.0,10.0,15.0,4.0,3.0,1.0,1.0,1.0,5.0,,,,,,68.0,61.0,6.2,11.0,0.0148132,,0,,-0.06,0.04,-0.16,,True,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14109666,home,Antalyaspor,Lautaro Giannetti,lautaro-giannetti,L. Giannetti,D,30,184.0,385,M,233856,EUR,753148800,D,30,30,False,62.0,55.0,3.0,2.0,0.0,34.0,36.0,21.0,26.0,5.0,4.0,1.0,,,2.0,,,,,,90.0,69.0,5.9,8.0,0.0187552,,0,,0.21,0.21,-0.79,,,1.0,,3.0,,3.0,,,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
14109666,home,Antalyaspor,Georgiy Dzhikiya,georgiy-dzhikiya,G. Dzhikiya,D,14,188.0,258,M,295495,EUR,753840000,D,14,14,False,51.0,49.0,7.0,7.0,0.0,31.0,31.0,18.0,20.0,2.0,4.0,1.0,,,3.0,,,,,,90.0,59.0,6.5,2.0,0.0294262,,2,,0.3,0.16,-0.68,,,,,,,2.0,1.0,,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.0718,0.0627,0.02,,,,,,,,,,,,
14109666,home,Antalyaspor,Kenneth Paal,kenneth-paal,K. Paal,D,3,175.0,247,M,285997,EUR,867110400,D,3,3,False,41.0,40.0,1.0,1.0,0.0,12.0,12.0,28.0,29.0,2.0,7.0,,3.0,2.0,3.0,,,,,,90.0,59.0,5.9,5.0,0.0197719,,0,,-0.06,0.06,-0.81,,,2.0,,,,2.0,,,4.0,2.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,
14109666,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179.0,82,M,847782,EUR,746841600,M,6,6,False,42.0,37.0,3.0,2.0,0.0,18.0,19.0,19.0,23.0,5.0,3.0,1.0,1.0,,3.0,,,,,,81.0,54.0,7.4,7.0,0.020348,,2,,-0.03,0.3,-0.13,,,1.0,,1.0,,4.0,1.0,,,,,2.0,1.0,,1.0,1.0,2.0,0.1437,0.5342,0.5,1.0,1.0,,,,,,,,,,
14109666,home,Antalyaspor,Hasan Yakub İlçin,hasan-yakub-ilcin,H. Y. İlçin,M,20,,186,M,2031279,EUR,1237852800,M,20,20,False,17.0,16.0,,,0.0,7.0,7.0,9.0,10.0,3.0,1.0,1.0,1.0,,2.0,,,,,,27.0,20.0,6.4,2.0,0.0149507,,0,,0.13,0.0,-0.14,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,Hasan Yakub İlçin,,,,,,,,,
14109666,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180.0,186,M,220155,EUR,732931200,M,22,22,False,24.0,19.0,,,1.0,7.0,7.0,12.0,17.0,3.0,4.0,,1.0,,6.0,1.0,,,,,58.0,38.0,5.9,10.0,0.228556,,0,,0.43,-0.01,-0.47,,,3.0,1.0,,,,3.0,,2.0,2.0,1.0,2.0,2.0,,,,,,,,3.0,,,1.0,,,,,,,,
14109666,home,Antalyaspor,Ramzi Safuri,ramzi-safuri,R. Safuri,M,8,184.0,208,M,186949,EUR,814233600,M,8,8,False,35.0,29.0,5.0,1.0,0.0,9.0,10.0,20.0,25.0,5.0,6.0,,4.0,3.0,3.0,,,,,,68.0,52.0,6.8,12.0,0.0522349,,1,,0.09,0.02,-0.16,,,3.0,1.0,3.0,1.0,1.0,,,,,2.0,,,,1.0,,3.0,0.0363,0.0116,0.14,1.0,,,,1.0,,,,,,,
14109666,home,Antalyaspor,Nikola Storm,nikola-storm,N. Storm,F,26,178.0,277,M,149796,EUR,780883200,M,26,26,False,19.0,18.0,1.0,1.0,0.0,6.0,7.0,12.0,12.0,2.0,3.0,,3.0,2.0,3.0,,,,,,68.0,33.0,6.6,6.0,0.0143161,,2,,-0.03,0.3,-0.12,,,2.0,,1.0,,,1.0,,1.0,,2.0,1.0,,,1.0,,,0.0367,0.0409,-0.2,,,,,,1.0,,,,,,
