match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_goals,stat_hitWoodwork,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_lastManTackle,player_sofascoreId
12441767,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180.0,683,M,914392,EUR,889228800,F,9,9,False,27.0,19.0,3.0,2.0,0.0,11.0,13.0,9.0,16.0,3.0,3.0,1.0,3.0,,,,,90.0,41.0,7.0,12.0,0.0894917,4,,,,2.0,2.0,4.0,,1.0,1.0,,1.0,,,,,,1.0,0.3499,0.0479,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,
12441767,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183.0,72,M,132674,EUR,751248000,M,8,8,True,4.0,2.0,,,0.0,,1.0,2.0,9.0,,1.0,,2.0,,,,,28.0,16.0,6.5,11.0,0.00712148,0,,,,6.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12441767,home,Heracles Almelo,Luka Kulenović,luka-kulenovic,L. Kulenović,F,19,190.0,730,M,998999,EUR,938476800,F,19,19,True,6.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,,,,,23.0,8.0,6.7,3.0,0.00290933,0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,
12441767,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188.0,36,M,984880,EUR,965174400,D,3,3,True,8.0,8.0,,,0.0,2.0,2.0,6.0,9.0,,3.0,,3.0,,,,,19.0,17.0,6.6,5.0,0.00669427,0,,,,3.0,1.0,2.0,,1.0,,,,,,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,,
12441767,home,Heracles Almelo,Timo Jansink,jansink-timo,T. Jansink,G,16,197.0,38,M,1189737,EUR,1047772800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,home,Heracles Almelo,Robin Mantel,robin-mantel,R. Mantel,G,30,195.0,29,M,943230,EUR,974246400,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,home,Heracles Almelo,Jop Tijink,jop-tijink,J. Tijink,D,27,188.0,33,M,1862924,EUR,1107043200,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,Jop Tijink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,home,Heracles Almelo,Lorenzo Milani,lorenzo-milani,L. Milani,D,20,178.0,32,M,1084492,EUR,990489600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,home,Heracles Almelo,Stijn Bultman,bultman-stijn,S. Bultman,D,18,185.0,61,M,1486433,EUR,1106956800,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,,0,,Stijn Bultman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,home,Heracles Almelo,Daniel van Kaam,daniel-van-kaam,D. v. Kaam,M,8,175.0,86,M,876257,EUR,961718400,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,home,Heracles Almelo,Jan Žambůrek,jan-zamburek,J. Žambůrek,M,13,182.0,81,M,930295,EUR,982022400,M,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,home,Heracles Almelo,Diego van Oorschot,van-oorschot-diego,D. v. Oorschot,F,8,173.0,57,M,1482511,EUR,1128211200,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,Diego van Oorschot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193.0,2142,M,1012928,EUR,1042761600,G,22,22,False,40.0,23.0,23.0,6.0,0.0,20.0,22.0,3.0,18.0,,1.0,1.0,14.0,2.0,6.0,1.0,1.0,90.0,58.0,7.7,17.0,0.00122733,0,-0.163,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,1.0,,,
12441767,away,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,2,172.0,178,M,1012639,EUR,1053475200,D,2,2,False,20.0,18.0,,,0.0,10.0,10.0,8.0,12.0,,1.0,1.0,4.0,,,,,81.0,39.0,6.9,7.0,0.0604936,1,,,,2.0,,,,,,,1.0,1.0,,1.0,1.0,,,0.2901,0.2698,,,,1.0,,,,,1.0,,,,,,,
12441767,away,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188.0,233,M,842275,EUR,855532800,D,3,3,False,44.0,34.0,5.0,,0.0,29.0,31.0,5.0,13.0,3.0,5.0,7.0,1.0,,,,,90.0,57.0,6.6,12.0,0.00869155,0,,,,,1.0,2.0,,1.0,,,,,,2.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,,
12441767,away,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,4,4,False,24.0,21.0,1.0,,0.0,20.0,21.0,1.0,3.0,2.0,3.0,4.0,,,,,,90.0,36.0,7.1,4.0,0.00036821,0,,,,,2.0,3.0,,1.0,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,
12441767,away,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174.0,14345,M,361780,EUR,862012800,D,24,24,False,56.0,46.0,4.0,2.0,0.0,26.0,31.0,20.0,25.0,1.0,5.0,6.0,6.0,,,,,90.0,88.0,6.8,16.0,0.016403,1,,,,,1.0,5.0,1.0,2.0,,,,,1.0,3.0,1.0,1.0,1.0,0.0123,,1.0,,1.0,1.0,True,,,,,,,,,1.0,,c.verdonk
12441767,away,NEC Nijmegen,Kodai Sano,kodai-sano,K. Sano,M,23,176.0,1274,M,1184054,EUR,1064448000,M,23,23,False,40.0,30.0,6.0,2.0,0.0,22.0,26.0,8.0,14.0,,4.0,1.0,5.0,,,,,90.0,53.0,6.7,13.0,0.00521265,2,,Kodai Sano,,,,3.0,,1.0,,,,,,3.0,1.0,1.0,2.0,0.1124,,1.0,,2.0,2.0,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,213,M,385708,EUR,822873600,M,32,32,False,62.0,53.0,7.0,4.0,2.0,32.0,35.0,21.0,30.0,1.0,3.0,2.0,9.0,,,,,90.0,82.0,7.9,19.0,0.3874,1,,,,3.0,,5.0,4.0,,1.0,,,,,1.0,1.0,1.0,,0.0164,,2.0,,1.0,6.0,,,,,,2.0,,,,,,
12441767,away,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172.0,611,M,1199057,EUR,1021680000,M,10,10,False,16.0,12.0,2.0,1.0,0.0,3.0,5.0,9.0,11.0,1.0,5.0,,3.0,,,,,60.0,29.0,7.8,8.0,0.16213,2,,,,,1.0,3.0,,,5.0,3.0,2.0,,1.0,,,1.0,,0.3647,0.4933,1.0,,,2.0,,,1.0,,,1.0,,,,,,
12441767,away,NEC Nijmegen,Sami Ouaissa,sami-ouaissa,S. Ouaissa,M,25,180.0,488,M,1394147,EUR,1096675200,M,25,25,False,21.0,16.0,2.0,1.0,0.0,4.0,5.0,12.0,16.0,,5.0,2.0,4.0,,,,,89.0,41.0,7.3,15.0,0.115901,1,,Sami Ouaissa,,,1.0,8.0,1.0,1.0,4.0,2.0,1.0,2.0,,1.0,,2.0,3.0,0.0387,0.1544,3.0,,,6.0,,,,,,1.0,,,,,,
12441767,away,NEC Nijmegen,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184.0,243,M,798180,EUR,844041600,M,5,5,False,17.0,13.0,1.0,,0.0,3.0,4.0,11.0,17.0,,2.0,2.0,,,,,,61.0,28.0,6.6,8.0,0.0415078,2,,,,4.0,1.0,6.0,4.0,,,,1.0,,,2.0,1.0,,1.0,0.0773,0.0778,1.0,1.0,,1.0,,1.0,,,,,,,,,,
12441767,away,NEC Nijmegen,Bryan Linssen,bryan-linssen,B. Linssen,F,30,170.0,352,M,47753,EUR,655344000,F,30,30,False,8.0,5.0,,,0.0,1.0,1.0,4.0,7.0,,,3.0,1.0,,,,,81.0,13.0,6.5,4.0,0.0179876,0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Mees Hoedemakers,mees-hoedemakers,M. Hoedemakers,M,4,181.0,102,M,893748,EUR,887760000,M,6,6,True,9.0,7.0,,,0.0,3.0,4.0,4.0,5.0,1.0,2.0,,2.0,,,,,30.0,11.0,6.5,3.0,0.0396714,0,,,,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Başar Önal,basar-onal,B. Önal,F,11,173.0,621,M,1193676,EUR,1089072000,F,11,11,True,7.0,6.0,1.0,,0.0,,1.0,6.0,6.0,1.0,3.0,,4.0,,,,,29.0,15.0,7.3,3.0,0.00736665,1,,Basar Onal,,,1.0,3.0,,1.0,2.0,1.0,1.0,,,,,1.0,,0.3541,0.4034,,,,,,,1.0,,,,,,,,,
12441767,away,NEC Nijmegen,Lefteris Lyratzis,lefteris-lyratzis,L. Lyratzis,D,19,172.0,188,M,850774,EUR,951177600,D,19,19,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,,,,9.0,8.0,6.7,2.0,0.00101049,1,,Lefteris,Lyratzis,,,,,,,,1.0,,,,,,,0.1006,0.1486,,,,,,,,,1.0,,,,,,,
12441767,away,NEC Nijmegen,Kento Shiogai,shiogai-kento,K. Shiogai,F,7,180.0,1146,M,1499696,EUR,1111795200,F,9,9,True,4.0,,,,0.0,,1.0,,3.0,3.0,3.0,1.0,1.0,,,,,9.0,7.0,6.7,5.0,,0,,,,,3.0,3.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Lars Olden Larsen,lars-olden-larsen,L. O. Larsen,M,7,175.0,133,M,877456,EUR,905990400,F,14,14,True,1.0,,,,0.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Stijn van Gassel,stijn-van-gassel,S. van Gassel,G,1,185.0,166,M,367118,EUR,845596800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Rijk Janse,rijk-janse,R. Janse,G,31,189.0,36,M,1066313,EUR,1018915200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Yousri Sbai,yousri-sbai,Y. Sbai,D,23,,59,M,2026504,EUR,1091923200,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Lasse Schöne,lasse-schone,L. Schöne,M,,178.0,570,M,10077,EUR,517536000,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441767,away,NEC Nijmegen,Argyrios Darelas,argyrios-darelas,A. Darelas,M,22,185.0,123,M,1146304,EUR,1066262400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
