match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_clearanceOffLine,stat_totalTackle,stat_wonTackle,stat_challengeLost,player_firstName,player_lastName,stat_wonContest,stat_shotOffTarget,stat_wasFouled,captain,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_errorLeadToAShot,player_sofascoreId,stat_hitWoodwork
11450134,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187.0,62,M,94540,EUR,647568000,G,35,35,False,28.0,12.0,20.0,4.0,9.0,10.0,3.0,18.0,1.0,13.0,2.0,3.0,1.0,1.0,90.0,36.0,7.3,16.0,0.00053105,0,0.8102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450134,home,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,175.0,36,M,893014,EUR,776390400,D,99,99,False,14.0,8.0,6.0,2.0,2.0,3.0,6.0,11.0,1.0,2.0,,,,,90.0,34.0,6.7,12.0,0.0131047,0,,7,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450134,home,Sivasspor,Aaron Appindangoyé,aaron-appindangoye,A. Appindangoyé,D,185.0,334,M,785850,EUR,698544000,D,4,4,False,22.0,14.0,11.0,3.0,13.0,15.0,1.0,7.0,9.0,2.0,,,,,90.0,36.0,7.2,8.0,0.00088914,1,,2,3.0,3.0,,,2.0,,,,,2.0,2.0,1.0,1.0,0.112,0.6008,,,,,,,,,,,,,,,,,,,,
11450134,home,Sivasspor,Samba Camara,samba-camara,S. Camara,D,190.0,68,M,837301,EUR,721699200,D,14,14,False,29.0,18.0,13.0,4.0,10.0,14.0,9.0,16.0,8.0,3.0,,,,,90.0,44.0,7.8,12.0,0.0141964,0,,14,1.0,1.0,,,2.0,,1.0,,,2.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11450134,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180.0,65,M,142850,EUR,704937600,D,3,3,False,21.0,15.0,2.0,,6.0,7.0,9.0,16.0,4.0,3.0,,,,,90.0,41.0,6.7,13.0,0.0172852,0,,58,2.0,6.0,,,,,1.0,4.0,,1.0,3.0,,,,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,
11450134,home,Sivasspor,Achilleas Poungouras,achilleas-poungouras,A. Poungouras,D,187.0,79,M,783466,EUR,818812800,M,44,44,False,19.0,14.0,3.0,1.0,7.0,8.0,7.0,11.0,3.0,1.0,,,,,90.0,30.0,6.8,5.0,0.00327038,0,,15,,4.0,,2.0,,3.0,,2.0,,2.0,4.0,,,,,,,,,,2.0,Achilleas,Poungouras,2.0,,,,,,,,,,,
11450134,home,Sivasspor,Emrah Başsan,emrah-bassan,E. Başsan,M,177.0,60,M,174141,EUR,703468800,M,17,17,False,14.0,10.0,2.0,1.0,5.0,6.0,5.0,9.0,,6.0,,,,,85.0,29.0,6.9,8.0,0.00557746,1,,14,1.0,5.0,2.0,1.0,,,1.0,,,1.0,6.0,,,0.0087,,1.0,,,1.0,1.0,2.0,,,1.0,1.0,3.0,,,,,,,,,
11450134,home,Sivasspor,Roman Kvet,roman-kvet,R. Kvet,M,187.0,93,M,858926,EUR,882316800,M,19,19,False,21.0,16.0,2.0,,7.0,8.0,9.0,16.0,,5.0,,,,,89.0,34.0,6.2,11.0,0.00656044,0,,16,4.0,12.0,2.0,1.0,,,,5.0,,,2.0,,,,,3.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,
11450134,home,Sivasspor,Hakan Arslan,hakan-arslan,H. Arslan,M,186.0,42,M,60646,EUR,585187200,M,37,37,False,33.0,23.0,6.0,3.0,14.0,16.0,9.0,17.0,4.0,4.0,,,,,90.0,47.0,6.8,11.0,0.00276569,0,,,1.0,4.0,,,,1.0,,1.0,,1.0,5.0,,,,,,,,4.0,3.0,2.0,,,,,,True,,,,,,,,
11450134,home,Sivasspor,Modou Barrow,modou-barrow,M. Barrow,M,176.0,244,M,209098,EUR,718934400,M,77,77,False,8.0,6.0,,,1.0,1.0,6.0,8.0,,,,,,,63.0,17.0,6.6,4.0,0.318993,1,,,2.0,5.0,,,,,1.0,3.0,1.0,,1.0,1.0,1.0,0.276,0.5414,1.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,
