match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,captain,stat_dispossessed,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_punches,stat_clearanceOffLine
14109770,home,Beşiktaş JK,Ersin Destanoğlu,,,ersin-destanoglu,E. Destanoğlu,G,30,195.0,1609,M,913656,EUR,978307200,G,30,30,False,21.0,21.0,3.0,3.0,0.0,21.0,21.0,4.0,2.0,3.0,90.0,26.0,7.5,0.00018863,30.913863608167,5.0,22.47,9.345,0.2189,0,0.5217,0.02,0.01,0.14,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109770,home,Beşiktaş JK,Gökhan Sazdağı,,,gokhan-sazdagi,G. Sazdağı,D,25,179.0,949,M,595396,EUR,780019200,D,25,25,False,57.0,49.0,7.0,5.0,0.0,20.0,23.0,13.0,,,90.0,77.0,7.9,0.287276,230.20753155995,26.0,150.465,24.675,,0,,0.46,0.26,0.14,,29.0,34.0,6.0,3.0,2.0,3.0,6.0,8.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,11.0,47.514919638565,2.0,3.0,,,,,,,,,,,,,,,,,,,,
14109770,home,Beşiktaş JK,Felix Uduokhai,,,felix-uduokhai,F. Uduokhai,D,14,193.0,1725,M,792142,EUR,873763200,D,14,14,False,70.0,64.0,2.0,,0.0,34.0,37.0,5.0,,,90.0,87.0,7.6,0.0212228,158.49372425834,23.0,69.51,13.65,,1,,0.28,0.07,0.53,,30.0,33.0,,,3.0,4.0,5.0,7.0,1.0,,5.0,2.0,2.0,1.0,1.0,7.0,,,,1.0,2.0,2.0,1.0,0.0713,0.6294,-0.2,,,,,,,,,,,,,
14109770,home,Beşiktaş JK,Emirhan Topçu,,,emirhan-topcu,E. Topçu,D,53,188.0,2617,M,895009,EUR,971222400,D,53,53,False,92.0,81.0,4.0,2.0,0.0,27.0,33.0,6.0,,,90.0,121.0,8.2,0.138859,295.17528901059,33.0,206.535,22.995,,3,,0.51,0.19,0.39,,54.0,59.0,2.0,1.0,,3.0,2.0,9.0,1.0,,12.0,3.0,1.0,2.0,1.0,12.0,24.836052041337,1.0,3.0,1.0,,1.0,,0.1474,0.0436,-0.05,1.0,1.0,1.0,1.0,,,,,,,,,
14109770,home,Beşiktaş JK,Rıdvan Yılmaz,,,ridvan-yilmaz,R. Yılmaz,D,33,174.0,1724,M,910086,EUR,990403200,D,33,33,False,57.0,49.0,2.0,,0.0,11.0,12.0,3.0,,,90.0,81.0,7.6,0.0970073,174.83051308148,20.0,130.305,23.52,,1,,0.4,0.19,0.19,,38.0,45.0,5.0,,,2.0,1.0,7.0,,,3.0,,,2.0,,16.0,46.957449491268,2.0,2.0,,,,1.0,0.2091,,-0.51,4.0,3.0,1.0,,1.0,,,,,,,,
14109770,home,Beşiktaş JK,Kartal Kayra Yılmaz,,,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177.0,1057,M,966811,EUR,973296000,M,17,17,False,85.0,81.0,,,0.0,20.0,22.0,7.0,,,79.0,99.0,7.7,0.158751,144.2807025447,27.0,46.515,9.975,,2,,0.44,0.1,0.18,,61.0,63.0,2.0,2.0,,,2.0,7.0,1.0,,1.0,2.0,2.0,4.0,1.0,6.0,,,1.0,,,,,0.0629,,-0.22,2.0,1.0,2.0,,,,,,,,,,
14109770,home,Beşiktaş JK,Orkun Kökçü,,,orkun-kokcu,O. Kökçü,M,10,175.0,13536,M,907461,EUR,978048000,M,10,10,False,102.0,90.0,3.0,1.0,1.0,19.0,20.0,4.0,,,90.0,131.0,8.4,0.567475,213.25889054666,23.0,119.7,33.81,,8,,0.96,0.33,0.14,,71.0,82.0,7.0,3.0,2.0,1.0,6.0,7.0,1.0,,1.0,1.0,1.0,4.0,1.0,19.0,86.759015641274,4.0,6.0,3.0,,2.0,1.0,0.3919,0.0433,-0.59,1.0,1.0,3.0,2.0,,orkunkokcu,True,2.0,1.0,,,,
14109770,home,Beşiktaş JK,Václav Černý,,,vaclav-cerny,V. Černý,M,18,182.0,3503,M,280631,EUR,877046400,M,18,18,False,46.0,40.0,1.0,1.0,0.0,10.0,10.0,6.0,,,79.0,75.0,6.7,0.278282,205.49687058272,22.0,144.9,31.5,,4,,0.28,0.34,-0.01,,30.0,36.0,8.0,1.0,,,6.0,4.0,1.0,,,1.0,1.0,,2.0,21.0,65.707786281949,3.0,3.0,1.0,,1.0,4.0,0.2854,0.5153,-0.52,5.0,3.0,,3.0,,,,1.0,,,,,
14109770,home,Beşiktaş JK,Milot Rashica,,,milot-rashica,M. Rashica,M,7,177.0,3712,M,800411,EUR,835920000,M,7,7,False,29.0,26.0,1.0,,0.0,8.0,9.0,4.0,,,71.0,47.0,6.4,0.0964215,60.295602870304,10.0,11.655,12.6,,2,,0.17,0.03,0.13,,18.0,20.0,5.0,1.0,1.0,,4.0,3.0,,,1.0,1.0,,1.0,1.0,11.0,12.688499359656,1.0,1.0,,,1.0,2.0,0.0729,,-0.26,2.0,1.0,1.0,1.0,,MRashica,,1.0,,,,,
14109770,home,Beşiktaş JK,El Bilal Touré,,,el-bilal-toure,E. B. Touré,F,19,185.0,9475,M,982615,EUR,1002067200,M,19,19,False,38.0,32.0,,,0.0,3.0,3.0,4.0,,,90.0,55.0,7.3,0.106541,225.68345377811,21.0,96.81,33.495,,5,,-0.4,0.26,0.15,,29.0,35.0,1.0,,2.0,1.0,5.0,3.0,,,,1.0,,,,12.0,121.84129613266,6.0,4.0,2.0,,,2.0,0.4066,0.1397,0.43,4.0,1.0,3.0,,,el_bilal_9,,,,1.0,,,
