match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_totalCross,stat_unsuccessfulTouch,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,captain,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_clearanceOffLine,stat_punches,stat_totalOffside,stat_bigChanceMissed
10407335,home,KV Oostende,Guillaume Hubert,,,guillaume-hubert,G. Hubert,G,28,198,51,M,149794,EUR,758246400,G,28,28,False,34.0,18.0,27.0,11.0,10.0,10.0,8.0,24.0,2.0,2.0,15.0,1.0,4.0,2.0,3.0,90.0,49.0,6.3,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407335,home,KV Oostende,Osaze Urhoghide,,,osaze-urhoghide,O. Urhoghide,D,3,188,130,M,915129,EUR,962668800,D,2,2,False,15.0,10.0,1.0,,3.0,4.0,7.0,11.0,1.0,6.0,7.0,,,,,59.0,33.0,5.7,10.0,2,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,
10407335,home,KV Oostende,Matej Rodin,,,matej-rodin,M. Rodin,D,80,193,120,M,834079,EUR,824169600,D,88,88,False,26.0,18.0,12.0,7.0,8.0,10.0,10.0,16.0,2.0,3.0,3.0,,,,,90.0,39.0,6.6,8.0,0,4.0,7.0,2.0,,,,,7.0,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
10407335,home,KV Oostende,Mateo Barać,,,mateo-barac,M. Barać,D,44,190,93,M,576308,EUR,774662400,D,4,4,False,36.0,17.0,12.0,,7.0,12.0,10.0,26.0,,3.0,12.0,,,,,86.0,54.0,6.0,27.0,0,,2.0,1.0,1.0,,,,2.0,2.0,3.0,1.0,,,,1.0,2.0,4.0,,,,,,,,,,,
10407335,home,KV Oostende,Kelvin Arase,,,kelvin-arase,K. Arase,M,28,172,64,M,825962,EUR,916358400,M,26,26,False,15.0,15.0,2.0,2.0,6.0,6.0,10.0,10.0,1.0,4.0,5.0,,,,,45.0,25.0,7.2,1.0,1,,4.0,3.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,
10407335,home,KV Oostende,Cameron McGeehan,,,cameron-mcgeehan,C. McGeehan,M,8,180,56,M,149817,EUR,797126400,M,8,8,False,22.0,18.0,1.0,,7.0,7.0,11.0,17.0,1.0,2.0,4.0,,,,,87.0,33.0,6.0,8.0,2,3.0,7.0,2.0,,,,,,,1.0,1.0,2.0,,,2.0,2.0,2.0,,1.0,,True,1.0,,,,,,
10407335,home,KV Oostende,Sieben Dewaele,,,dewaele-sieben,S. Dewaele,M,18,180,73,M,901895,EUR,917913600,M,16,16,False,21.0,15.0,2.0,,,,16.0,23.0,1.0,3.0,1.0,,,,,45.0,27.0,6.6,7.0,0,,1.0,,,,,,,2.0,2.0,,1.0,,,,2.0,,1.0,,,,,,,,,,
10407335,home,KV Oostende,Théo Ndicka Matam,,,theo-ndicka-matam,T. N. Matam,D,,169,54,M,963070,EUR,956188800,M,7,7,False,32.0,26.0,2.0,1.0,11.0,12.0,15.0,25.0,,3.0,4.0,,,,,90.0,58.0,7.6,20.0,2,,4.0,1.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,5.0,3.0,,,,,1.0,1.0,1.0,1.0,,,
10407335,home,KV Oostende,Tatsuhiro Sakamoto,,,sakamoto-tatsuhiro,T. Sakamoto,M,7,170,1000,M,978927,EUR,845942400,F,18,18,False,19.0,13.0,3.0,1.0,3.0,3.0,12.0,20.0,1.0,7.0,4.0,,,,,90.0,45.0,7.6,9.0,4,1.0,4.0,2.0,,1.0,1.0,3.0,1.0,,5.0,3.0,1.0,1.0,,2.0,4.0,1.0,2.0,1.0,,,,,,,,,
10407335,home,KV Oostende,Thierry Ambrose,,,thierry-ambrose,T. Ambrose,F,68,178,423,M,356024,EUR,859507200,F,68,68,False,27.0,17.0,1.0,,4.0,4.0,13.0,23.0,1.0,4.0,4.0,,,,,78.0,44.0,6.1,18.0,2,3.0,13.0,3.0,4.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,2.0,,,,,1.0,,,,,,
10407335,home,KV Oostende,Fraser Hornby,,,fraser-hornby,F. Hornby,F,9,195,400,M,914877,EUR,937180800,F,9,9,False,21.0,9.0,,,2.0,3.0,8.0,20.0,4.0,8.0,3.0,,,,,90.0,41.0,6.8,18.0,2,4.0,9.0,1.0,3.0,,,,2.0,,4.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,1.0,,,,,,
10407335,home,KV Oostende,Maxime D'Arpino,,,darpino-maxime,M. D'Arpino,M,6,175,55,M,800990,EUR,834969600,M,6,6,True,26.0,21.0,2.0,1.0,10.0,10.0,12.0,22.0,,8.0,6.0,,,,,45.0,50.0,7.5,13.0,0,,7.0,4.0,1.0,4.0,2.0,,,,4.0,4.0,,,2.0,,6.0,,1.0,,,,,,,,,,
10407335,home,KV Oostende,David Atanga,,,david-atanga,D. Atanga,F,17,176,145,M,786187,EUR,851472000,F,77,77,True,17.0,13.0,2.0,1.0,2.0,2.0,11.0,15.0,,1.0,2.0,,,,,45.0,24.0,6.6,9.0,0,,2.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,,4.0,,,,,,,,,,,
10407335,home,KV Oostende,Mohamed Berte,Mohamed Berte,,mohamed-berte,M. Berte,F,90,175,98,M,1122525,EUR,1017014400,F,90,90,True,4.0,2.0,,,,,2.0,4.0,,1.0,,,,,,12.0,7.0,6.5,4.0,0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
10407335,home,KV Oostende,Nick Bätzner,,,nick-batzner,N. Bätzner,M,9,170,71,M,959635,EUR,953078400,M,34,34,True,6.0,6.0,,,3.0,3.0,3.0,3.0,,,,,,,,13.0,8.0,6.0,1.0,0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407335,home,KV Oostende,Anton Tanghe,,,tanghe-anton,A. Tanghe,D,3,194,72,M,1005175,EUR,917481600,D,33,33,True,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,12.0,5.0,6.5,1.0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10407335,home,KV Oostende,Jordy Schelfhout,Jordy,Schelfhout,schelfhout-jordy,J. Schelfhout,G,,185,19,M,990200,EUR,978307200,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407335,home,KV Oostende,Brecht Capon,,,brecht-capon,B. Capon,D,,179,7,,42106,EUR,577670400,D,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
