match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_totalClearance,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_hitWoodwork
10438025,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,25.0,16.0,20.0,12.0,5.0,6.0,11.0,19.0,6.0,1.0,4.0,4.0,90.0,33.0,7.8,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438025,home,Portimonense SAD,Fahd Moufi,fahd-moufi,F. Moufi,D,18,179,913,M,801066,EUR,831254400,D,18,18,False,30.0,20.0,6.0,2.0,6.0,9.0,14.0,22.0,3.0,,,,90.0,61.0,7.7,16.0,0,True,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438025,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,32.0,24.0,9.0,5.0,13.0,16.0,11.0,17.0,6.0,,,,90.0,47.0,7.2,11.0,0,,,1.0,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,6.0,3.0,,,,,,,,,,,,,,,
10438025,home,Portimonense SAD,Park Ji-soo,park-ji-soo,P. Ji-soo,D,5,184,69,M,958647,EUR,771465600,D,23,23,False,34.0,25.0,9.0,4.0,19.0,20.0,6.0,14.0,5.0,,,,90.0,50.0,7.8,9.0,0,,,,3.0,,9.0,,1.0,5.0,3.0,,,,1.0,,,,7.0,,1.0,1.0,,,,,,,,,,,,,
10438025,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,16.0,10.0,,,7.0,8.0,3.0,9.0,1.0,,,,45.0,33.0,6.9,14.0,0,,,1.0,3.0,2.0,5.0,,,2.0,,,,,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,
10438025,home,Portimonense SAD,Maurício,mauricio,Maurício,M,27,180,163,M,33538,EUR,593395200,M,8,8,False,25.0,21.0,2.0,1.0,14.0,16.0,7.0,9.0,8.0,,,,82.0,46.0,7.8,7.0,2,,,,,7.0,4.0,3.0,2.0,1.0,,2.0,2.0,3.0,,,,,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
10438025,home,Portimonense SAD,Rui Gomes,gomes-rui,R. Gomes,M,12,172,41,M,993246,EUR,873331200,M,70,70,False,19.0,14.0,2.0,1.0,2.0,2.0,12.0,19.0,6.0,,,,88.0,46.0,6.5,18.0,3,,,2.0,,9.0,4.0,1.0,,3.0,2.0,4.0,,1.0,,1.0,,,,2.0,5.0,1.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,
10438025,home,Portimonense SAD,Paulo Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800,M,38,38,False,20.0,16.0,2.0,1.0,7.0,7.0,9.0,13.0,2.0,,,,66.0,30.0,6.6,5.0,1,,,,1.0,2.0,2.0,1.0,,1.0,1.0,,,1.0,,1.0,Paulo,Estrela,,2.0,,,,,1.0,,,,,,,,,,
10438025,home,Portimonense SAD,Carlinhos,carlinhos,Carlinhos,M,11,179,118,M,244787,EUR,772243200,M,7,7,False,39.0,33.0,2.0,1.0,13.0,17.0,20.0,22.0,9.0,,,,90.0,61.0,6.6,16.0,2,,,,1.0,10.0,4.0,1.0,,2.0,2.0,4.0,1.0,3.0,,1.0,,,1.0,1.0,3.0,,1.0,3.0,,1.0,,,1.0,,,,,,
10438025,home,Portimonense SAD,Yony González,yony-gonzalez,Y. González,F,11,182,381,M,351432,EUR,773884800,M,15,15,False,19.0,17.0,2.0,1.0,3.0,3.0,14.0,17.0,4.0,,,,90.0,36.0,7.3,6.0,1,,,1.0,,4.0,5.0,,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,,,3.0,,4.0,2.0,1.0,,,1.0,,,,1.0,,,,,
