match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_onTargetScoringAttempt,stat_totalTackle,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_wonTackle,stat_totalContest,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_lastManTackle,stat_hitWoodwork,player_sofascoreId,stat_goals,stat_penaltyWon,stat_penaltyMiss
12764245,home,Malmö FF,Johan Dahlin,johan-dahlin,J. Dahlin,G,27,191,70,M,7298,EUR,526521600,G,27,27,False,True,19.0,13.0,8.0,2.0,0.0,13.0,16.0,3.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,90.0,28.0,6.9,6.0,2.246e-05,0,-0.3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764245,home,Malmö FF,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,369,M,44848,EUR,667094400,D,17,17,False,,60.0,50.0,4.0,1.0,0.0,28.0,32.0,31.0,5.0,3.0,,3.0,,,,,,90.0,91.0,6.8,13.0,0.164033,1,,,,24.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0337,1.0,,,,,,,,,,,,,,,,,,,
12764245,home,Malmö FF,Pontus Jansson,pontus-jansson,P. Jansson,D,18,194,315,M,55123,EUR,666403200,D,18,18,False,,75.0,55.0,8.0,3.0,0.0,44.0,52.0,23.0,5.0,3.0,,1.0,,,,,,90.0,91.0,7.3,20.0,0.00978378,1,,,,11.0,,,9.0,10.0,,,1.0,9.0,2.0,,1.0,0.0674,,5.0,2.0,,,,,,,,,,,,,,,,,
12764245,home,Malmö FF,Colin Rösler,colin-rosler,C. Rösler,D,19,186,116,M,907462,EUR,956361600,D,19,19,False,,50.0,40.0,10.0,2.0,0.0,36.0,41.0,9.0,1.0,3.0,,,,,,,,90.0,62.0,6.5,11.0,0.00112301,1,,,,4.0,,,1.0,2.0,,,,5.0,1.0,1.0,,0.1809,,1.0,,1.0,1.0,1.0,0.3997,,,,,,,,,,,,,
12764245,home,Malmö FF,Busanello,busanello,Busanello,D,25,179,319,M,880179,EUR,909619200,D,25,25,False,,54.0,42.0,8.0,3.0,0.0,23.0,30.0,27.0,8.0,7.0,,,,,,,,90.0,89.0,7.0,19.0,0.025068,2,,,,20.0,3.0,1.0,1.0,9.0,2.0,3.0,,1.0,,,5.0,0.1691,,3.0,1.0,,3.0,,,2.0,3.0,,,,,,,,,,,
12764245,home,Malmö FF,Sergio Peña,sergio-pena,S. Peña,M,10,176,1745,M,849339,EUR,812246400,M,8,8,False,,94.0,74.0,12.0,6.0,0.0,38.0,42.0,54.0,7.0,17.0,,1.0,,,,,,90.0,111.0,7.2,23.0,0.0583829,1,,,,36.0,2.0,,3.0,9.0,5.0,,1.0,2.0,,,1.0,0.0144,1.0,1.0,3.0,,5.0,1.0,,,3.0,1.0,1.0,,,,,,,,,
12764245,home,Malmö FF,Lasse Berg Johnsen,lasse-berg-johnsen,L. B. Johnsen,M,23,177,310,M,977825,EUR,934934400,M,23,23,False,,64.0,52.0,4.0,2.0,0.0,29.0,34.0,30.0,2.0,8.0,,,,,,,,70.0,78.0,7.5,15.0,0.307643,0,,,,23.0,,,,4.0,,1.0,,1.0,,2.0,,,2.0,1.0,1.0,,3.0,,,,2.0,1.0,1.0,,,,,,,,,
12764245,home,Malmö FF,Taha Ali,taha-ali,T. Ali,M,22,174,1454,M,1022820,EUR,899251200,M,22,22,False,,36.0,29.0,,,0.0,13.0,14.0,23.0,9.0,6.0,,1.0,,,,,,70.0,55.0,6.4,16.0,0.105208,2,,,,17.0,1.0,1.0,,3.0,1.0,3.0,1.0,1.0,,2.0,2.0,0.1682,2.0,,,,,,,1.0,,5.0,1.0,,,,,,,,,
12764245,home,Malmö FF,Zakaria Loukili,loukili-zakaria,Z. Loukili,M,34,180,111,M,1423255,EUR,1138147200,M,34,34,False,,27.0,19.0,1.0,,0.0,9.0,16.0,11.0,7.0,2.0,,1.0,,,,,,60.0,40.0,6.1,14.0,0.0191954,0,,,,10.0,,,1.0,2.0,,3.0,,1.0,,2.0,1.0,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,
12764245,home,Malmö FF,Hugo Bolin,bolin-hugo,H. Bolin,M,38,179,801,M,1142210,EUR,1059004800,M,38,38,False,,38.0,29.0,1.0,,0.0,9.0,11.0,32.0,7.0,4.0,,,,,,,,90.0,75.0,7.3,26.0,0.117088,4,,Hugo Bolin,,21.0,5.0,1.0,,9.0,,2.0,2.0,,,4.0,1.0,0.2758,2.0,,1.0,,2.0,,,2.0,2.0,11.0,6.0,1.0,,,,,,,,
