match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_fouls,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_lastManTackle,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId
14035839,home,KV Mechelen,Ortwin De Wolf,,,de-wolf-ortwin,O. D. Wolf,G,1,190,160,M,877292,EUR,830217600,G,1,1,False,39.0,27.0,22.0,10.0,0.0,20.0,22.0,7.0,17.0,10.0,3.0,5.0,1.0,1.0,90.0,50.0,7.5,12.0,0.00579887,0.5669,0,0.0675,0.18,0.01,0.26,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035839,home,KV Mechelen,Rafik Belghali,,,belghali-rafik,R. Belghali,M,7,177,6622,M,1103488,EUR,1023408000,D,17,17,False,28.0,22.0,5.0,2.0,0.0,13.0,16.0,9.0,12.0,4.0,,,,,90.0,41.0,6.8,8.0,0.0175442,,0,,0.29,0.3,-0.06,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14035839,home,KV Mechelen,Redouane Halhal,Redouane Halal,,redouane-halhal,R. Halhal,D,2,187,649,M,1143667,EUR,1046822400,D,2,2,False,50.0,46.0,4.0,2.0,0.0,33.0,34.0,13.0,16.0,2.0,,,,,90.0,60.0,6.3,5.0,0.00161127,,0,,0.06,0.16,-0.02,,2.0,,5.0,,,,6.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14035839,home,KV Mechelen,José Marsà,,,jose-marsa,J. Martinez,D,3,181,217,M,962625,EUR,1015200000,D,3,3,False,42.0,35.0,11.0,7.0,0.0,28.0,29.0,7.0,13.0,6.0,,,,,90.0,65.0,7.3,9.0,0.150512,,1,,0.19,0.28,0.4,,1.0,,2.0,2.0,1.0,,9.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0158,-0.16,,,,,,,,,,,,,,
14035839,home,KV Mechelen,Patrick Pflücke,,,patrick-pflucke,P. Pflücke,M,14,170,191,M,281283,EUR,849312000,M,77,77,False,21.0,17.0,3.0,1.0,1.0,10.0,10.0,7.0,11.0,2.0,,,,,71.0,33.0,6.6,10.0,0.162728,,2,,0.13,0.09,-0.04,,1.0,,3.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,,,,0.1876,-0.55,4.0,1.0,2.0,,,,,,,,,,,
14035839,home,KV Mechelen,Fredrik Hammar,,,fredrik-hammar,F. Hammar,M,6,181,204,M,946959,EUR,983145600,M,6,6,False,25.0,19.0,5.0,2.0,0.0,15.0,19.0,4.0,6.0,4.0,,,,,90.0,40.0,6.6,7.0,0.00150681,,0,,-0.03,0.02,0.19,,1.0,,5.0,5.0,,,1.0,3.0,,,,1.0,2.0,,,2.0,3.0,1.0,2.0,,,,,,1.0,,,,,,,,,,
14035839,home,KV Mechelen,Rob Schoofs,,,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,40.0,33.0,7.0,3.0,0.0,13.0,15.0,20.0,25.0,4.0,,,,,90.0,50.0,7.3,10.0,0.0158489,,2,,0.25,0.15,-0.11,,,1.0,3.0,3.0,1.0,1.0,1.0,,2.0,,2.0,1.0,1.0,1.0,,,,,1.0,0.861,0.3,,,,1.0,True,2.0,1.0,1.0122,,,,,,
14035839,home,KV Mechelen,Moncef Zekri,Moncef Zekri,,moncef-zekri,M. Zekri,D,23,171,1104,M,1931586,EUR,1221868800,M,23,23,False,21.0,20.0,1.0,1.0,0.0,12.0,12.0,8.0,9.0,2.0,,,,,78.0,35.0,6.2,5.0,0.00739795,,0,,-0.01,0.11,-0.11,,1.0,,3.0,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,
14035839,home,KV Mechelen,Bilal Bafdili,,,bafdili-bilal,B. Bafdili,M,11,180,191,M,1445119,EUR,1091491200,F,35,35,False,18.0,15.0,,,0.0,8.0,10.0,7.0,8.0,2.0,,,,,85.0,26.0,6.9,8.0,0.153252,,0,,0.46,0.08,0.15,,,1.0,5.0,1.0,2.0,,,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,
14035839,home,KV Mechelen,Lion Lauberbach,,,lion-lauberbach,L. Lauberbach,F,29,197,268,M,886171,EUR,887500800,F,20,20,False,27.0,23.0,2.0,1.0,0.0,9.0,9.0,14.0,18.0,2.0,,,,,90.0,36.0,6.6,7.0,0.027919,,2,,-0.79,0.71,0.17,,5.0,2.0,7.0,4.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,0.4102,0.0,,,,1.0,,2.0,,0.6109,2.0,,,,,
