match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_wasFouled,stat_aerialLost,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_goalAssist,player_sofascoreId,stat_penaltyWon
11369810,home,KVC Westerlo,Yusuke Matsuo,,,yusuke-matsuo,Y. Matsuo,M,24,170,228,M,991209,EUR,869616000,F,79,79,False,20.0,16.0,1.0,,5.0,6.0,11.0,14.0,,,,,,,72.0,27.0,6.8,7.0,0.0,0.0,0.0275205,0,,,,,2.0,2.0,1.0,,,,,,,,1.0,1.0,3.0,,,2.0,,,,1.0,1.0,,,,,,,
11369810,home,KVC Westerlo,Adedire Mebude,Adedire Mebude,,adedire-mebude,A. Mebude,F,17,179,339,M,1144096,EUR,1085702400,F,13,13,True,8.0,6.0,,,1.0,1.0,5.0,8.0,2.0,,,,,,19.0,12.0,6.8,3.0,0.0931,0.0,0.0372822,2,,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,
11369810,home,KVC Westerlo,Lucas Stassin,,,lucas-stassin,L. Stassin,F,9,184,2195,M,1126521,EUR,1101686400,F,76,76,True,5.0,5.0,,,2.0,2.0,3.0,4.0,,,,,,,18.0,10.0,6.4,2.0,0.2832,0.687,0.00088933,1,,1.0,,,1.0,2.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,
11369810,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185,329,M,1130011,EUR,1048636800,D,25,25,True,12.0,10.0,1.0,1.0,3.0,3.0,7.0,9.0,1.0,,,,,,15.0,18.0,6.8,3.0,0.057,0.0,0.00421307,1,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,
11369810,home,KVC Westerlo,Muhammed Gümüşkaya,,,muhammed-gumuskaya,M. Gümüşkaya,M,10,177,178,M,929649,EUR,978307200,M,11,11,True,7.0,6.0,,,2.0,2.0,5.0,6.0,2.0,,,,,,15.0,10.0,6.7,2.0,0.0919,0.0,0.10141,1,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,
11369810,home,KVC Westerlo,Fernand Gouré,,,fernand-goure,F. Gouré,F,29,189,108,M,1100897,EUR,1018569600,F,29,29,True,3.0,1.0,,,,,1.0,4.0,,,,,,,15.0,6.0,6.8,3.0,0.2563,0.0462,0.00182038,2,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,
11369810,home,KVC Westerlo,Nick Gillekens,,,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369810,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369810,away,KAA Gent,Paul Nardi,,,paul-nardi,P. Nardi,G,16,187,112,M,155717,EUR,769219200,G,1,1,False,22.0,16.0,13.0,7.0,16.0,16.0,,6.0,5.0,,,4.0,1.0,4.0,90.0,32.0,7.4,7.0,0.0,0.0,8.237e-05,0,1.1656,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11369810,away,KAA Gent,Ismael Kandouss,,,ismael-kandouss,I. Kandouss,D,27,192,739,M,934196,EUR,879292800,D,5,5,False,50.0,40.0,6.0,2.0,25.0,28.0,15.0,22.0,3.0,,,,,,90.0,60.0,7.2,11.0,0.0847,0.0,0.0117125,2,,,,3.0,3.0,4.0,1.0,,,,,2.0,1.0,2.0,,,1.0,,,1.0,,,,1.0,2.0,,,2.0,,,,
11369810,away,KAA Gent,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1372,M,942213,EUR,855100800,D,4,4,False,45.0,40.0,4.0,2.0,31.0,32.0,9.0,13.0,7.0,,,,,,90.0,57.0,7.4,6.0,0.1549,0.2645,0.00164159,2,,,,2.0,7.0,3.0,2.0,1.0,,,2.0,3.0,1.0,4.0,,,,,3.0,,,,,1.0,1.0,,,,1.0,,,
11369810,away,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189,608,M,801003,EUR,870912000,D,23,23,False,60.0,47.0,10.0,4.0,30.0,36.0,17.0,25.0,5.0,,,,,,90.0,83.0,6.7,19.0,0.0,0.0,0.0872198,0,,1.0,,2.0,5.0,4.0,,2.0,1.0,,,2.0,1.0,2.0,2.0,,1.0,1.0,3.0,2.0,,,,,,,,,,,,
11369810,away,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,M,18,18,False,61.0,50.0,7.0,3.0,22.0,27.0,28.0,39.0,5.0,,,,,,82.0,92.0,7.2,21.0,0.0,0.0,0.0301808,0,,5.0,,,2.0,4.0,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,,2.0,,,,,,,1.0,,,,,,,,
11369810,away,KAA Gent,Julien De Sart,,,julien-de-sart,J. De Sart,M,4,187,181,M,149795,EUR,788140800,M,13,13,False,57.0,49.0,11.0,10.0,24.0,28.0,25.0,30.0,4.0,,,,,,90.0,77.0,7.6,9.0,0.0719,0.0,0.0763971,2,,1.0,,1.0,3.0,9.0,1.0,,1.0,1.0,,,1.0,2.0,5.0,3.0,,,2.0,2.0,,1.0,,2.0,,,,1.0,,,,
11369810,away,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176,162,M,45990,EUR,572832000,M,24,24,False,59.0,51.0,3.0,3.0,17.0,19.0,35.0,42.0,6.0,,,,,,90.0,72.0,7.3,13.0,0.0481,0.0,0.0783903,1,,2.0,1.0,,4.0,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,,1.0,1.0,True,,,1.0,1.0,,1.0,1.0,,1.0,,
11369810,away,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177,1224,M,942937,EUR,929491200,M,7,7,False,48.0,44.0,4.0,2.0,11.0,11.0,35.0,43.0,7.0,,,,,,82.0,73.0,7.4,12.0,0.0,0.0,0.345993,0,,6.0,2.0,,6.0,2.0,2.0,2.0,,,,1.0,,3.0,2.0,,2.0,,,2.0,,,,,2.0,,1.0,,,1.0,,
11369810,away,KAA Gent,Andrew Hjulsager,,,andrew-hjulsager,A. Hjulsager,M,17,177,166,M,186807,EUR,790128000,F,17,17,False,19.0,14.0,3.0,1.0,1.0,1.0,13.0,21.0,3.0,,,,,,45.0,34.0,7.1,11.0,0.134,0.1506,0.1132,3,,3.0,,1.0,7.0,5.0,2.0,1.0,2.0,1.0,1.0,,,,2.0,2.0,1.0,,3.0,1.0,,1.0,,1.0,,,,1.0,,,,
11369810,away,KAA Gent,Gift Orban,,,gift-orban,G. Orban,F,16,178,5532,M,1217613,EUR,1026864000,F,20,20,False,28.0,22.0,2.0,2.0,6.0,8.0,16.0,21.0,4.0,,,,,,90.0,46.0,7.5,11.0,0.1739,0.2667,0.0230739,3,,1.0,,,4.0,5.0,,1.0,5.0,4.0,2.0,,,,1.0,1.0,2.0,,,,,,,,2.0,1.0,,1.0,,,giftorban,
11369810,away,KAA Gent,Hugo Cuypers,,,hugo-cuypers,H. Cuypers,F,9,185,1408,M,836289,EUR,855273600,F,11,11,False,24.0,22.0,2.0,2.0,7.0,7.0,16.0,19.0,2.0,,,,,,82.0,41.0,8.5,7.0,1.0888,1.6782,0.0634605,2,,2.0,1.0,,6.0,6.0,,2.0,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,2.0,,1.0,1.0,,,,2.0,3.0,,,,2.0,,,
11369810,away,KAA Gent,Malick Fofana,Malick Fofana,,malick-fofana,M. Fofana,F,11,169,6184,M,1195784,EUR,1112227200,F,19,19,True,18.0,15.0,1.0,,5.0,7.0,10.0,13.0,2.0,,,,,,45.0,37.0,7.6,9.0,0.0786,0.1575,0.0285947,2,,2.0,,,4.0,5.0,1.0,,5.0,3.0,1.0,,,2.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0
11369810,away,KAA Gent,Pieter Gerkens,,,pieter-gerkens,P. Gerkens,M,18,180,179,M,190401,EUR,808272000,M,8,8,True,8.0,8.0,,,3.0,3.0,5.0,5.0,1.0,,,,,,8.0,11.0,6.8,,0.0,0.0,0.0111533,0,,,,1.0,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,
11369810,away,KAA Gent,Noah Fadiga,,,fadiga-noah,N. Fadiga,M,27,187,700,M,960437,EUR,944179200,D,22,22,True,5.0,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,,,,,,8.0,7.0,6.6,4.0,0.0,0.0,0.00034712,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11369810,away,KAA Gent,Tarik Tissoudali,,,tarik-tissoudali,T. Tissoudali,F,9,182,4096,M,584472,EUR,733708800,F,10,10,True,7.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,,,,,,8.0,10.0,6.8,2.0,0.1382,0.438,0.00991735,1,,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,tissoudali14,
11369810,away,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,232,M,156663,EUR,760492800,G,33,33,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369810,away,KAA Gent,Bram Lagae,Bram,Lagae,bram-lagae,B. Lagae,D,4,183,177,M,1126688,EUR,1074038400,D,15,15,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369810,away,KAA Gent,Brian Agbor,,,agbor-brian,B. Agbor,D,46,190,53,M,1067622,EUR,1007596800,D,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
