match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_dispossessed,stat_totalClearance,stat_penaltyConceded,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,player_sofascoreId,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_lastManTackle,stat_penaltyWon
10411497,home,Cremonese,Ionuț Radu,ionut-radu,I. Radu,G,13,188.0,3683,M,815202,EUR,864777600,G,97,97,False,38.0,17.0,30.0,9.0,9.0,10.0,8.0,28.0,7.0,5.0,1.0,6.0,90.0,47.0,6.8,23.0,0.0,0.0,0.00850335,0,0.3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411497,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188.0,112,M,812314,EUR,870220800,D,17,17,False,16.0,15.0,,,5.0,5.0,11.0,12.0,1.0,,,,90.0,22.0,6.2,1.0,0.0,0.0,0.0310005,0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10411497,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189.0,177,M,158037,EUR,732326400,D,15,15,False,36.0,28.0,6.0,1.0,22.0,23.0,6.0,13.0,1.0,,,,90.0,43.0,5.7,9.0,0.0,0.0,0.00827146,0,,,,,,,1.0,3.0,3.0,2.0,,2.0,,True,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
10411497,home,Cremonese,Luka Lochoshvili,luka-lochoshvili,L. Lochoshvili,D,24,191.0,1065,M,827473,EUR,896400000,D,44,44,False,19.0,16.0,3.0,1.0,10.0,12.0,6.0,7.0,1.0,,,,90.0,27.0,5.9,4.0,0.0,0.0,0.00250243,0,,,,,,1.0,,3.0,2.0,1.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411497,home,Cremonese,Giacomo Quagliata,giacomo-quagliata,G. Quagliata,M,12,177.0,118,M,973300,EUR,950918400,D,33,33,False,20.0,12.0,4.0,1.0,6.0,6.0,8.0,22.0,10.0,,,,90.0,46.0,6.5,20.0,0.0572,0.0,0.111523,1,,,,8.0,2.0,,,5.0,4.0,2.0,2.0,1.0,3.0,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10411497,home,Cremonese,Santiago Ascacíbar,santiago-ascacibar,S. Ascacíbar,M,5,168.0,1347,M,830667,EUR,856828800,M,8,8,False,30.0,23.0,4.0,2.0,12.0,14.0,11.0,16.0,6.0,,,,80.0,42.0,6.5,10.0,0.0272,0.0,0.0214102,1,,,,,,,2.0,5.0,4.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,
10411497,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187.0,963,M,139229,EUR,763862400,M,28,28,False,19.0,14.0,4.0,1.0,9.0,10.0,5.0,9.0,8.0,,,,90.0,35.0,6.8,9.0,0.0413,0.0,0.00144151,1,,,,,,,1.0,4.0,8.0,4.0,3.0,2.0,,,1.0,,,1.0,,3.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
10411497,home,Cremonese,Luca Zanimacchia,luca-zanimacchia,L. Zanimacchia,M,98,178.0,116,M,847025,EUR,900806400,M,98,98,False,10.0,6.0,,,1.0,2.0,5.0,10.0,,,,,45.0,14.0,6.2,6.0,0.0511,0.0,0.0211737,1,,,,2.0,,,,2.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10411497,home,Cremonese,Felix Afena-Gyan,felix-afena-gyan,F. Afena-Gyan,F,33,175.0,3208,M,1108921,EUR,1042934400,M,20,20,False,6.0,6.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,,,,62.0,14.0,6.7,2.0,0.0,0.0,0.00400797,0,,Felix,Afena-Gyan,,,2.0,1.0,4.0,5.0,3.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,ohenegyanfelix9,2.0,,,,,,,,,
10411497,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180.0,818,M,891346,EUR,912988800,M,3,3,False,13.0,8.0,2.0,,2.0,3.0,6.0,10.0,2.0,,,,72.0,24.0,6.4,10.0,0.046,0.0,0.0237261,2,,,,,,1.0,1.0,6.0,3.0,2.0,,2.0,,,2.0,,,1.0,,2.0,,,,2.0,,,,1.0,,,,,,,,,
