match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,captain,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_totalCross,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim
10382191,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,30.0,22.0,14.0,6.0,18.0,21.0,4.0,9.0,1.0,1.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,90.0,43.0,7.7,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382191,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,39.0,24.0,3.0,,14.0,21.0,10.0,18.0,2.0,7.0,1.0,5.0,,,,,,90.0,68.0,7.1,20.0,2,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10382191,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,66.0,57.0,7.0,4.0,43.0,47.0,14.0,19.0,2.0,5.0,,9.0,,,,,,90.0,74.0,6.4,12.0,0,6.0,2.0,,2.0,1.0,,,,,,2.0,1.0,,2.0,,1.0,,meeshilgerss,2.0,,,,,,,,,,,,
10382191,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,81.0,67.0,14.0,7.0,51.0,57.0,16.0,24.0,2.0,9.0,5.0,10.0,,,,,,90.0,104.0,7.7,17.0,1,11.0,1.0,1.0,3.0,2.0,,,,,1.0,4.0,4.0,,1.0,1.0,3.0,,,5.0,True,1.0,4.0,2.0,,,,,,,,
10382191,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,57.0,42.0,13.0,5.0,24.0,34.0,18.0,29.0,2.0,5.0,3.0,11.0,,,,,,90.0,91.0,7.1,25.0,1,2.0,2.0,,,,,,,,1.0,3.0,1.0,,,,,1.0,,,,1.0,,,6.0,,,,,,,
10382191,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,8,8,False,57.0,47.0,11.0,9.0,29.0,34.0,18.0,23.0,2.0,6.0,2.0,12.0,,,,,,90.0,69.0,7.3,11.0,0,4.0,2.0,1.0,,,,,,,,3.0,2.0,,,1.0,1.0,1.0,rramizz_,,,,1.0,,,,,,,,,
10382191,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,44.0,40.0,5.0,4.0,17.0,18.0,23.0,29.0,1.0,4.0,1.0,5.0,,,,,,78.0,62.0,7.4,11.0,0,3.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,3.0,2.0,1.0,3.0,,,,,1.0,,3.0,,,1.0,,,,
10382191,home,FC Twente,Václav Černý,vaclav-cerny,V. Černý,M,18,182,3495,M,280631,EUR,877046400,M,7,7,False,30.0,18.0,3.0,1.0,8.0,10.0,10.0,24.0,,2.0,,7.0,,,,,,89.0,48.0,6.5,23.0,2,3.0,,2.0,3.0,2.0,,1.0,1.0,,,,,,4.0,,,1.0,,,,,,,4.0,,,,,,,
10382191,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,11.0,7.0,,,3.0,5.0,4.0,6.0,1.0,1.0,,2.0,,,,,,45.0,19.0,6.4,8.0,1,4.0,,1.0,,,,1.0,,,1.0,,,,3.0,,1.0,,,2.0,,,,,,,,,,,,
10382191,home,FC Twente,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173,282,M,148623,EUR,743472000,M,10,10,False,31.0,25.0,2.0,1.0,9.0,10.0,18.0,26.0,,6.0,,4.0,,,,,,90.0,59.0,6.5,17.0,3,7.0,2.0,4.0,1.0,,,1.0,2.0,,,3.0,3.0,,3.0,3.0,1.0,2.0,,,,,,,5.0,,,,2.0,1.0,,
10382191,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,False,16.0,14.0,,,4.0,5.0,10.0,12.0,1.0,3.0,1.0,1.0,,,,,,90.0,28.0,6.4,7.0,2,3.0,1.0,,,,,1.0,,,,2.0,2.0,,3.0,,2.0,,,,,1.0,,,1.0,,,,,,1.0,
10382191,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,True,14.0,11.0,3.0,1.0,7.0,8.0,4.0,6.0,1.0,1.0,,4.0,,,,,,45.0,19.0,6.7,5.0,1,2.0,,1.0,,,,1.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,
10382191,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,21,21,True,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,12.0,4.0,6.5,,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382191,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180,197,M,842536,EUR,891820800,D,12,12,True,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382191,home,FC Twente,Issam El Maach,issam-el-maach,I. E. Maach,G,16,187,445,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382191,home,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,22,195,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382191,home,FC Twente,Julio Pleguezuelo,julio-pleguezuelo,J. Pleguezuelo,D,5,180,108,M,788238,EUR,854236800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382191,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,M,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Max Bruns,,,,,,
10382191,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382191,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382191,home,FC Twente,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9518,M,1031259,EUR,1012348800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,absolute_christostzolis,,,,,,,,,,,,,
10382191,home,FC Twente,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,F,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
