match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_goalAssist,stat_outfielderBlock,stat_clearanceOffLine,stat_totalOffside
11391449,home,RC Lens,Wesley Saïd,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,F,22,22,True,,5.0,4.0,,,2.0,2.0,2.0,4.0,,,,,,,,19.0,10.0,6.8,4.0,0.0126041,2,,1.0,1.0,3.0,1.0,,,,,2.0,0.0805,,,,1.0,2.0,,,,,,,,,,,,,,,
11391449,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,M,10,10,True,,4.0,4.0,,,1.0,1.0,4.0,4.0,,1.0,,,,,,9.0,7.0,6.8,,0.0525582,0,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,
11391449,home,RC Lens,Jean-Louis Leca,jean-louis-leca,J. Leca,G,,180,46,M,39224,EUR,496108800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391449,home,RC Lens,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,abdukodir_khusanov,,,,
11391449,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,przemek.franek_,,,,
11391449,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391449,away,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,,37.0,30.0,8.0,2.0,29.0,33.0,1.0,4.0,,1.0,5.0,1.0,,,1.0,90.0,42.0,6.4,7.0,0.00055814,0,-0.6584,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11391449,away,Olympique de Marseille,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,D,7,7,False,,35.0,27.0,6.0,4.0,13.0,20.0,18.0,25.0,,7.0,3.0,1.0,,,,90.0,79.0,7.4,20.0,0.299078,2,,10.0,,2.0,,,4.0,3.0,4.0,1.0,0.0751,,,,1.0,3.0,2.0,,,,3.0,2.0,1.0,4.0,1.0,,,,,,
11391449,away,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,808,M,339231,EUR,750384000,D,4,4,False,True,47.0,41.0,3.0,2.0,37.0,41.0,5.0,7.0,,3.0,1.0,1.0,,,,90.0,62.0,7.7,6.0,0.0964595,2,,1.0,2.0,2.0,2.0,,5.0,1.0,2.0,,0.2722,0.6007,,,,,1.0,,,,,,2.0,1.0,,,,,1.0,,
11391449,away,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,False,,60.0,50.0,6.0,2.0,37.0,44.0,13.0,16.0,5.0,8.0,5.0,1.0,,,,90.0,81.0,7.2,12.0,0.00670538,0,,,1.0,4.0,,,10.0,1.0,2.0,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,leobalerdi5,,1.0,,
11391449,away,Olympique de Marseille,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,851150,EUR,891993600,D,12,12,False,,54.0,46.0,6.0,2.0,31.0,35.0,17.0,24.0,,2.0,6.0,1.0,,,,90.0,79.0,6.8,16.0,0.178938,0,,5.0,2.0,3.0,,,4.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,2.0,,,renan_lodi,,,,
11391449,away,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,96544,EUR,729734400,M,19,19,False,,41.0,34.0,8.0,6.0,23.0,28.0,11.0,13.0,1.0,11.0,7.0,3.0,,,,90.0,60.0,7.4,11.0,0.00744247,0,,,1.0,4.0,,,1.0,3.0,4.0,2.0,,,,,,2.0,,,,,4.0,3.0,3.0,,,,,,,,
11391449,away,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,,51.0,40.0,6.0,2.0,19.0,23.0,21.0,29.0,,4.0,6.0,,,,,90.0,65.0,7.6,13.0,0.0327413,0,,1.0,,3.0,,,4.0,1.0,2.0,1.0,,,2.0,,,1.0,,,,,2.0,2.0,1.0,,,,,,2.0,1.0,
11391449,away,Olympique de Marseille,Ismaïla Sarr,ismaila-sarr,I. Sarr,F,7,185,26789,M,845286,EUR,888364800,M,23,23,False,,23.0,13.0,2.0,1.0,7.0,9.0,6.0,15.0,,4.0,4.0,2.0,,,,86.0,36.0,6.7,15.0,0.00248645,0,,1.0,2.0,6.0,,,,2.0,2.0,1.0,,,2.0,,,3.0,,,,,1.0,,,,,,ismaila_sarr18,,,,1.0
11391449,away,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,827522,EUR,866592000,M,11,11,False,,43.0,37.0,3.0,1.0,15.0,16.0,23.0,28.0,,9.0,3.0,4.0,,,,90.0,63.0,7.8,10.0,0.187178,3,,1.0,1.0,4.0,,,,1.0,2.0,2.0,0.3457,,,,2.0,2.0,2.0,,,2.0,3.0,3.0,2.0,1.0,1.0,1.0,amineharit,,,,
11391449,away,Olympique de Marseille,Joaquín Correa,joaquin-correa,J. Correa,F,30,188,5676,M,249929,EUR,776736000,M,20,20,False,,22.0,19.0,,,10.0,10.0,9.0,12.0,,2.0,3.0,1.0,,,,56.0,32.0,6.4,8.0,0.0185503,0,,,,8.0,,,,1.0,1.0,1.0,,,3.0,,,1.0,,,,2.0,2.0,,1.0,,,,tucocorrea,,,,
11391449,away,Olympique de Marseille,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,9,9,False,,15.0,13.0,,,9.0,11.0,4.0,5.0,,4.0,2.0,1.0,,,,70.0,25.0,6.6,6.0,0.00360709,0,,1.0,3.0,10.0,,,,,1.0,5.0,,,2.0,,,3.0,,,,,2.0,2.0,1.0,,,,,,,,
11391449,away,Olympique de Marseille,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,914309,EUR,952300800,F,29,29,True,,14.0,12.0,,,6.0,7.0,6.0,7.0,1.0,2.0,2.0,1.0,,,,34.0,20.0,6.5,6.0,0.0147351,0,,,1.0,3.0,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,ilimanndiaye10,,,,
11391449,away,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,51498,EUR,614131200,F,10,10,True,,4.0,3.0,,,1.0,1.0,2.0,4.0,,4.0,,1.0,,,,20.0,11.0,6.6,2.0,0.0048249,1,,1.0,,,,,,,1.0,,0.4351,,,1.0,1.0,,,,,,2.0,2.0,,,,,Auba,,,,
11391449,away,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,839493,EUR,823996800,D,62,62,True,,1.0,,,,,,,1.0,1.0,2.0,,1.0,,,,9.0,2.0,6.5,1.0,,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391449,away,Olympique de Marseille,Rubén Blanco,ruben-blanco,R. Blanco,G,,188,391,M,180515,EUR,806630400,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391449,away,Olympique de Marseille,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391449,away,Olympique de Marseille,Emran Soglo,soglo-emran,E. Soglo,D,17,178,350,M,1403124,EUR,1121040000,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Emran Soglo,,,,,,,,,,,,,
11391449,away,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,chancel22,,,,
11391449,away,Olympique de Marseille,Noam Mayoka-Tika,noam-mayoka-tika,N. Mayoka-Tika,M,3,184,127,M,1134471,EUR,1067731200,M,66,66,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391449,away,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178,4739,M,1129527,EUR,1069891200,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Bilal,Nadir,,,,,,,,,,,,
