match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalCross,stat_totalOffside,stat_accurateCross,stat_goals,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12436906,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,37.0,16.0,30.0,9.0,0.0,8.0,9.0,8.0,28.0,2.0,2.0,1.0,10.0,5.0,3.0,3.0,1.0,90.0,52.0,7.6,22.0,0.00664373,0,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436906,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,21.0,16.0,2.0,1.0,0.0,11.0,13.0,5.0,8.0,1.0,4.0,6.0,2.0,,,,,90.0,45.0,7.2,9.0,0.00264647,1,,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0384,,,,,,,,,,,,,,,,,,,,,,
12436906,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,51.0,48.0,1.0,1.0,0.0,37.0,38.0,11.0,13.0,1.0,6.0,2.0,2.0,,,,,90.0,63.0,7.2,3.0,0.0104632,0,,1.0,,,1.0,2.0,5.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
12436906,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,33.0,31.0,6.0,5.0,0.0,21.0,23.0,10.0,10.0,1.0,4.0,4.0,1.0,,,,,90.0,47.0,7.5,2.0,0.00631262,1,,6.0,1.0,,2.0,1.0,1.0,1.0,,0.122,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
12436906,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,15.0,12.0,1.0,1.0,0.0,7.0,9.0,5.0,6.0,,2.0,3.0,4.0,,,,,80.0,33.0,6.6,6.0,0.0166727,0,,6.0,,,1.0,1.0,2.0,2.0,,,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
12436906,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,19.0,9.0,1.0,,0.0,5.0,6.0,4.0,13.0,1.0,5.0,,3.0,,,,,73.0,29.0,6.7,13.0,0.0812251,1,,4.0,1.0,,,,2.0,1.0,,0.1758,,1.0,1.0,1.0,,1.0,,1.0,3.0,True,1.0,1.0,0.0999,,,,,,,,,
12436906,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,25.0,19.0,5.0,3.0,0.0,12.0,14.0,7.0,11.0,1.0,4.0,,5.0,,,,,90.0,39.0,6.9,7.0,0.00264663,0,,5.0,2.0,,2.0,5.0,1.0,1.0,,,,1.0,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,
12436906,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,13.0,13.0,,,0.0,5.0,5.0,8.0,10.0,1.0,2.0,,1.0,,,,,49.0,21.0,5.8,4.0,0.0280726,1,,3.0,,,,,,,1.0,0.0279,,1.0,1.0,,1.0,,2.0,,1.0,,,,,,,2.0,1.0,,,,,
12436906,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,23.0,13.0,3.0,1.0,1.0,5.0,7.0,8.0,18.0,1.0,9.0,,7.0,,,,,90.0,51.0,7.3,19.0,0.202083,4,,8.0,2.0,1.0,,,2.0,1.0,1.0,0.9784,,7.0,4.0,1.0,,2.0,1.0,1.0,2.0,,2.0,3.0,1.1688,,,2.0,,,,,,
12436906,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,12.0,10.0,,,0.0,3.0,4.0,8.0,9.0,4.0,5.0,2.0,6.0,,,,,90.0,29.0,7.1,7.0,0.0530548,2,,14.0,,,1.0,,,,2.0,0.8232,11.0,1.0,,1.0,,1.0,1.0,2.0,2.0,,1.0,2.0,0.8899,,,1.0,2.0,1.0,1.0,1.0,,
12436906,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,11.0,7.0,1.0,,0.0,2.0,2.0,6.0,11.0,,2.0,,5.0,,,,,59.0,26.0,6.9,10.0,0.0812507,1,,4.0,1.0,,,1.0,1.0,1.0,1.0,0.0259,,2.0,,1.0,,1.0,,1.0,1.0,,,1.0,0.2,,,2.0,,1.0,,,,
12436906,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,True,4.0,3.0,,,0.0,3.0,3.0,,1.0,,,2.0,,,,,,31.0,8.0,6.5,1.0,3.723e-05,0,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12436906,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,,,17.0,5.0,6.5,2.0,0.00172262,0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
12436906,home,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,17,17,True,2.0,,1.0,,0.0,,,,2.0,,,,,,,,,10.0,3.0,6.5,2.0,3.7e-06,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12436906,home,Arsenal,Tommy Setford,tommy-setford,T. Setford,G,1,185,2530,M,,1150958,EUR,1142208000,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Tommy Setford,,,,,,,,
12436906,home,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436906,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,M,49,49,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Myles Lewis-Skelly,,,,,,,,
12436906,home,Arsenal,Jorginho,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436906,home,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,ethan_nwaneri,1401702,EUR,1174435200,M,53,53,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436906,home,Arsenal,Salah Oulad M'Hand,salah-oulad-mhand,S. O. M'Hand,M,28,183,741,M,,1067114,EUR,1061337600,M,56,56,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436906,away,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,,994363,EUR,1029628800,G,1,1,False,28.0,23.0,15.0,10.0,0.0,20.0,22.0,3.0,6.0,,,,13.0,,6.0,6.0,,90.0,40.0,8.1,5.0,0.00106777,0,1.3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
12436906,away,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,,219572,EUR,695433600,D,34,34,False,32.0,21.0,1.0,,0.0,11.0,17.0,10.0,16.0,1.0,8.0,1.0,1.0,,,,,72.0,51.0,6.6,13.0,0.00757605,1,,4.0,1.0,1.0,,,3.0,1.0,,0.0526,1.0,1.0,1.0,,,4.0,1.0,,1.0,,,,,,,1.0,,,,,,
12436906,away,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,,962012,EUR,960422400,D,29,29,False,68.0,65.0,8.0,8.0,0.0,26.0,27.0,39.0,41.0,3.0,5.0,5.0,4.0,,,,,90.0,79.0,7.4,3.0,0.0408259,2,,2.0,,1.0,1.0,,2.0,1.0,,0.0544,2.0,,,,1.0,,,,,,,,,,,,,,,,,
12436906,away,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,,115365,EUR,690681600,D,5,5,False,103.0,99.0,6.0,4.0,0.0,45.0,46.0,54.0,57.0,2.0,3.0,1.0,7.0,,,,,90.0,112.0,7.8,4.0,0.233791,0,,2.0,,,1.0,1.0,1.0,,,,2.0,,,1.0,,,,3.0,,True,,,,,,,,,,,,
12436906,away,Brighton & Hove Albion,Jack Hinshelwood,jack-hinshelwood,J. Hinshelwood,D,13,182,1561,M,,1142315,EUR,1113177600,D,41,41,False,52.0,43.0,3.0,1.0,0.0,19.0,25.0,25.0,32.0,,2.0,2.0,1.0,,,,,90.0,71.0,6.9,15.0,0.144177,3,,5.0,2.0,1.0,,1.0,2.0,,,0.2088,2.0,,,,1.0,,1.0,1.0,,,,1.0,0.0477,Jack Hinshelwood,,5.0,,1.0,,,,
12436906,away,Brighton & Hove Albion,James Milner,james-milner,J. Milner,M,20,175,3367,M,,791,EUR,505180800,M,6,6,False,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,17.0,4.0,6.5,,0.00016154,0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12436906,away,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,carlos_baleba,1199043,EUR,1073088000,M,20,20,False,37.0,32.0,4.0,4.0,0.0,16.0,16.0,16.0,21.0,4.0,7.0,,5.0,,,,,90.0,51.0,6.8,9.0,0.0346444,4,,7.0,2.0,3.0,,2.0,3.0,2.0,1.0,0.1768,1.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,
12436906,away,Brighton & Hove Albion,Yankuba Minteh,minteh-yankuba,Y. Minteh,M,11,180,7051,M,minteh01,1400106,EUR,1090454400,M,17,17,False,8.0,6.0,,,0.0,2.0,3.0,4.0,9.0,2.0,6.0,,2.0,,,,,71.0,22.0,6.6,9.0,0.00796643,2,,5.0,2.0,,,,1.0,1.0,1.0,0.3699,1.0,2.0,1.0,,1.0,2.0,,,1.0,,1.0,1.0,0.1464,,,4.0,1.0,,,,,
12436906,away,Brighton & Hove Albion,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,joaopedro,975079,EUR,1001462400,M,9,9,False,42.0,35.0,2.0,2.0,0.0,5.0,6.0,31.0,39.0,2.0,10.0,2.0,5.0,,,,,90.0,70.0,8.1,16.0,0.117882,1,,9.0,1.0,,,,1.0,,3.0,0.2576,3.0,7.0,4.0,,,3.0,1.0,1.0,1.0,,,1.0,0.2393,,,3.0,,1.0,1.0,,,
12436906,away,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,KaoruM,936849,EUR,864086400,M,22,22,False,31.0,27.0,1.0,1.0,0.0,5.0,7.0,22.0,28.0,,4.0,,5.0,,,,,85.0,47.0,6.9,12.0,0.136104,1,,5.0,,,,,,,1.0,0.0431,2.0,7.0,4.0,,1.0,,,2.0,,,,,,,,4.0,,,,,,
