match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,player_firstName,player_lastName,captain,stat_goalAssist,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10408580,home,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,terStegen,88625,EUR,704592000,G,1,1,False,23.0,21.0,6.0,6.0,20.0,22.0,1.0,1.0,7.0,1.0,1.0,2.0,90.0,31.0,7.3,2.0,0.0,0.0,0.00017506,0,0.2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408580,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,56.0,49.0,1.0,,15.0,18.0,34.0,40.0,5.0,,,,90.0,70.0,7.3,9.0,0.0,0.0,0.027739,0,,2.0,2.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408580,home,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,RAraújo,925097,EUR,920764800,D,4,4,False,72.0,71.0,4.0,3.0,39.0,39.0,32.0,33.0,7.0,,,,90.0,83.0,7.6,2.0,0.1669,0.0,0.0312192,2,,,3.0,4.0,5.0,10.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,
10408580,home,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,andreaschristensen3,186795,EUR,829094400,D,15,15,False,51.0,49.0,2.0,,22.0,22.0,27.0,29.0,3.0,,,,52.0,54.0,6.6,2.0,0.0,0.0,0.0273101,0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10408580,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,28,28,False,37.0,33.0,2.0,1.0,6.0,6.0,30.0,38.0,6.0,,,,76.0,60.0,6.8,11.0,0.0,0.0,0.627246,0,,7.0,,1.0,6.0,5.0,,,1.0,1.0,,1.0,3.0,3.0,,,,,,1.0,2.0,3.0,3.0,1.0,,,,,,,,,,,
10408580,home,Barcelona,Sergio Busquets,sergio-busquets,S. Busquets,M,5,189,29647,M,5sergiob,39433,EUR,585014400,M,5,5,False,72.0,66.0,5.0,3.0,18.0,19.0,48.0,54.0,4.0,,,,75.0,77.0,6.8,7.0,0.0,0.0,0.289967,0,,1.0,2.0,2.0,6.0,4.0,,,,,,1.0,1.0,1.0,,,,,1.0,2.0,2.0,,,,,,True,,,,,,,,
10408580,home,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,Frenkie,795222,EUR,863395200,M,21,21,False,102.0,93.0,7.0,7.0,22.0,22.0,73.0,89.0,5.0,,,,90.0,121.0,7.9,17.0,0.4505,0.2534,0.672958,1,,9.0,1.0,3.0,5.0,5.0,1.0,,1.0,,,4.0,,,,,,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,1.0,,,,,
10408580,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,M,22,22,False,29.0,23.0,2.0,1.0,8.0,9.0,17.0,27.0,4.0,,,,52.0,43.0,7.4,12.0,0.1383,0.0,0.204562,2,,7.0,,,,2.0,,,1.0,,,2.0,,,2.0,,,,1.0,,,2.0,,,,,,,,,1.0,,,,
10408580,home,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,55.0,43.0,3.0,3.0,6.0,6.0,38.0,50.0,4.0,,,,90.0,73.0,7.1,16.0,0.7326,0.0,0.29874,2,,1.0,1.0,,5.0,4.0,,,1.0,1.0,,3.0,4.0,1.0,2.0,,,,2.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,
10408580,home,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,Gavi,1103693,EUR,1091664000,M,30,30,False,17.0,14.0,,,3.0,3.0,11.0,14.0,2.0,,,,36.0,25.0,6.3,7.0,0.0,0.0,0.015454,0,,,,,3.0,2.0,1.0,,1.0,,,,2.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
10408580,home,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,186,575097,M,Lewa,41789,EUR,588124800,F,9,9,False,18.0,16.0,3.0,3.0,4.0,4.0,13.0,15.0,,,,,90.0,30.0,7.4,6.0,0.3787,0.282,0.121016,4,,1.0,1.0,4.0,3.0,6.0,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,2.0,,,,1.0,2.0,,,,,,,1.0,,,,,
10408580,home,Barcelona,Ansu Fati,ansu-fati,A. Fati,F,31,178,169176,M,AnsuFati,962883,EUR,1036022400,F,10,10,True,41.0,31.0,1.0,1.0,5.0,6.0,26.0,35.0,4.0,,,,54.0,51.0,7.4,11.0,0.5007,0.2332,0.751805,6,,,,1.0,1.0,3.0,,,1.0,,,2.0,1.0,1.0,2.0,3.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,
10408580,home,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,ericgm3,876214,EUR,978998400,D,24,24,True,25.0,23.0,,,12.0,13.0,11.0,12.0,5.0,,,,38.0,28.0,6.7,2.0,0.0,0.0,0.025064,0,,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408580,home,Barcelona,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,178,239383,M,ODembélé,818244,EUR,863654400,F,7,7,True,19.0,16.0,1.0,,2.0,2.0,14.0,26.0,1.0,,,,38.0,31.0,6.6,12.0,0.2212,0.0,0.167014,2,,9.0,,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,
10408580,home,Barcelona,Ferran Torres,ferran-torres,F. Torres,F,7,185,144391,M,FerranTorres,855833,EUR,951782400,F,11,11,True,6.0,3.0,1.0,,2.0,4.0,1.0,2.0,1.0,,,,15.0,8.0,6.5,4.0,0.0784,0.0,0.00303959,1,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
10408580,home,Barcelona,Jordi Alba,jordi-alba,J. Alba,D,18,170,22925,M,JAlba,35199,EUR,606441600,D,18,18,True,17.0,15.0,1.0,,5.0,5.0,10.0,12.0,3.0,,,,14.0,23.0,7.8,3.0,0.1316,0.2278,0.113013,1,,,,,,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,
10408580,home,Barcelona,Arnau Tenas,arnau-tenas,A. Tenas,G,25,185,5097,M,,908714,EUR,991180800,G,36,36,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408580,home,Barcelona,Iñaki Peña,inaki-pena,I. Peña,G,13,185,45964,M,inakipenya,794949,EUR,920332800,G,13,13,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408580,home,Barcelona,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,marcosalonso28,69408,EUR,662342400,D,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
