match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_wasFouled,player_firstName,player_lastName,player_sofascoreId,stat_blockedScoringAttempt,stat_challengeLost,stat_hitWoodwork,stat_penaltyFaced,stat_penaltyConceded
12499315,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192.0,3101,M,865646,EUR,962409600,G,29,29,False,20.0,15.0,7.0,3.0,0.0,15.0,17.0,3.0,7.0,1.0,1.0,90.0,24.0,6.5,5.0,9.272e-05,0,0.3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499315,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185.0,1856,M,100389,EUR,670204800,D,15,15,False,71.0,64.0,3.0,1.0,0.0,25.0,25.0,48.0,6.0,,,90.0,93.0,8.5,10.0,0.28927,1,,True,41.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0183,0.1551,3.0,,,,,,,,,,,,,,,,,
12499315,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191.0,2306,M,1157713,EUR,916185600,D,4,4,False,60.0,57.0,4.0,2.0,0.0,37.0,38.0,22.0,7.0,,,90.0,77.0,6.9,5.0,0.00981138,2,,,20.0,,,4.0,5.0,2.0,,,,4.0,,1.0,2.0,2.0,,0.4479,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
12499315,home,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183.0,3276,M,142148,EUR,740534400,D,23,23,False,67.0,61.0,7.0,4.0,0.0,32.0,34.0,33.0,8.0,,,90.0,81.0,7.5,7.0,0.255483,1,,,29.0,,,5.0,6.0,1.0,1.0,,,2.0,,5.0,2.0,1.0,,0.0551,,1.0,1.0,3.0,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,
12499315,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188.0,2480,M,826185,EUR,958521600,M,16,16,False,19.0,14.0,3.0,1.0,0.0,6.0,9.0,13.0,2.0,,,78.0,33.0,6.4,12.0,0.019114,0,,,8.0,3.0,,2.0,1.0,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
12499315,home,Atalanta,Éderson,ederson,Éderson,M,13,183.0,7659,M,946888,EUR,931305600,M,13,13,False,50.0,46.0,6.0,5.0,0.0,13.0,14.0,36.0,6.0,,,78.0,67.0,8.5,7.0,0.153793,4,,,33.0,,,4.0,4.0,2.0,,3.0,1.0,1.0,,2.0,,,2.0,0.1824,0.2361,1.0,1.0,,1.0,2.0,,,2.0,,2.0,,,ederson99,1.0,,,,
12499315,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189.0,7385,M,190437,EUR,792288000,M,8,8,False,97.0,90.0,10.0,7.0,0.0,34.0,34.0,63.0,4.0,,,90.0,105.0,6.6,9.0,0.0841892,2,,,56.0,,,6.0,2.0,1.0,,,,,,,1.0,1.0,1.0,0.6417,,1.0,3.0,,,,2.0,2.0,1.0,,1.0,,,pasalicmario,,1.0,,,
12499315,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182.0,2125,M,132318,EUR,708220800,M,77,77,False,51.0,49.0,,,0.0,14.0,14.0,41.0,4.0,,,90.0,70.0,7.0,9.0,0.208063,2,,,36.0,4.0,1.0,4.0,3.0,,,,,1.0,,1.0,1.0,1.0,4.0,0.0548,,1.0,3.0,,,,,,,,2.0,,,,2.0,1.0,,,
12499315,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192.0,14835,M,960441,EUR,984182400,F,17,17,False,30.0,25.0,,,0.0,4.0,5.0,25.0,4.0,,,68.0,43.0,7.0,11.0,0.201172,0,,,21.0,,,6.0,4.0,4.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,cdk,,1.0,,,
12499315,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174.0,80703,M,824200,EUR,877305600,F,11,11,False,31.0,26.0,,,1.0,2.0,3.0,32.0,3.0,,,68.0,44.0,8.3,7.0,1.16919,3,,,27.0,4.0,3.0,,3.0,1.0,2.0,1.0,,,,1.0,,,,0.3387,0.1754,6.0,,,,1.0,1.0,1.0,,,2.0,,,molalookman,1.0,,,,
