match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_accurateLongBalls,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonContest,stat_goals,stat_totalOffside,stat_accurateCross,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
10390122,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,22.0,18.0,2.0,18.0,21.0,1.0,1.0,4.0,90.0,24.0,6.3,4.0,0.0,0.0,5.428e-05,0,-0.0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390122,home,Paris Saint-Germain,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,,780014,EUR,878342400,D,26,26,False,69.0,64.0,1.0,46.0,48.0,22.0,4.0,7.0,90.0,93.0,7.8,8.0,0.1112,0.0,0.151609,1,,,,1.0,18.0,1.0,3.0,1.0,10.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10390122,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,75.0,75.0,3.0,53.0,53.0,22.0,3.0,9.0,90.0,82.0,7.0,,0.1219,0.0,0.0115467,1,,,,,22.0,,1.0,,3.0,,1.0,,1.0,1.0,,1.0,1.0,True,3.0,,,,,,,,,,,,,,
10390122,home,Paris Saint-Germain,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184,68934,M,SergioRamos,10710,EUR,512524800,D,4,4,False,99.0,96.0,7.0,54.0,55.0,44.0,,5.0,90.0,103.0,7.0,3.0,0.0,0.0,0.0233102,0,,,,,42.0,,,1.0,1.0,,,,1.0,1.0,,,,,6.0,1.0,1.0,,,,,,,,,,,,
10390122,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181,124757,M,AHakimi,814594,EUR,910137600,M,2,2,False,38.0,29.0,,16.0,23.0,15.0,2.0,5.0,90.0,51.0,6.5,13.0,0.0,0.0,0.0413536,0,,,,,13.0,,1.0,7.0,4.0,,,,3.0,2.0,2.0,,1.0,,,,5.0,1.0,1.0,2.0,,,,,,,,,
10390122,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,62.0,57.0,1.0,30.0,33.0,29.0,,7.0,90.0,78.0,6.5,11.0,0.2252,0.0983,0.0766091,3,,,,,27.0,,,7.0,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,,2.0,,2.0,2.0,1.0,1.0,,,,,,,
10390122,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,63.0,59.0,2.0,41.0,43.0,20.0,,3.0,72.0,64.0,6.4,4.0,0.0,0.0,0.0113755,0,,,,,18.0,,,4.0,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,
10390122,home,Paris Saint-Germain,Juan Bernat,juan-bernat,J. Bernat,D,,170,1161,M,,96368,EUR,730944000,M,14,14,False,40.0,38.0,1.0,26.0,27.0,14.0,,2.0,59.0,54.0,6.1,7.0,0.0,0.0,0.0224895,0,,,,,12.0,1.0,,7.0,1.0,3.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
10390122,home,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169,2023630,M,LM10,12994,EUR,551491200,F,30,30,False,43.0,36.0,4.0,11.0,13.0,30.0,,4.0,88.0,65.0,7.9,17.0,0.2653,0.826,0.357091,4,,,,,25.0,,,7.0,7.0,7.0,,,,,3.0,2.0,1.0,,2.0,,2.0,,1.0,3.0,2.0,2.0,5.0,1.0,,,,,
10390122,home,Paris Saint-Germain,Neymar,neymar,Neymar,F,10,175,1000788,M,Neymar,124712,EUR,697248000,F,10,10,False,80.0,66.0,5.0,25.0,27.0,56.0,,7.0,90.0,109.0,6.8,27.0,0.1565,0.0,0.399535,2,,,,,41.0,3.0,,10.0,8.0,4.0,,1.0,3.0,2.0,2.0,4.0,,,3.0,,1.0,1.0,,5.0,2.0,,1.0,,,,,,
10390122,home,Paris Saint-Germain,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97012,M,hekitike,1048422,EUR,1024531200,F,44,44,False,18.0,17.0,1.0,11.0,11.0,7.0,,2.0,59.0,30.0,6.7,6.0,0.0,0.0,0.0152231,0,,Hugo Ekitiké,,,6.0,,,3.0,4.0,3.0,,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,
10390122,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180,37370,M,nunomendes_5,989768,EUR,1024444800,D,25,25,True,20.0,14.0,,2.0,2.0,18.0,,1.0,31.0,29.0,6.6,9.0,0.0,0.0,0.0424943,0,,,,,12.0,,,3.0,1.0,2.0,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,
10390122,home,Paris Saint-Germain,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,7,7,True,17.0,14.0,,2.0,2.0,16.0,,3.0,31.0,23.0,7.3,5.0,0.123,0.1392,0.036164,1,,,,,12.0,1.0,,1.0,2.0,3.0,,1.0,,,,,,,,,1.0,,,,,1.0,2.0,1.0,3.0,,,,
10390122,home,Paris Saint-Germain,Renato Sanches,renato-sanches,R. Sanches,M,8,176,9189,M,renatosanches,318967,EUR,871862400,M,18,18,True,15.0,14.0,3.0,2.0,2.0,13.0,,,16.0,16.0,6.5,1.0,0.0,0.0,0.0130022,0,,,,,12.0,,,2.0,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,
10390122,home,Paris Saint-Germain,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187,4067,M,DaniloP,99545,EUR,684374400,M,15,15,True,2.0,2.0,,2.0,2.0,,,,2.0,4.0,,2.0,0.0,0.0,0.00010745,0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
10390122,home,Paris Saint-Germain,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176,2486,M,,138573,EUR,705542400,M,19,19,True,,,,,,2.0,,,2.0,3.0,,,0.0,0.0,0.0750824,0,,,,,2.0,2.0,,1.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,2.0,,,
10390122,home,Paris Saint-Germain,Keylor Navas,keylor-navas,K. Navas,G,1,185,13049,M,keylornavas_1,56113,EUR,534988800,G,1,1,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390122,home,Paris Saint-Germain,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1695,M,,1048009,EUR,1116201600,D,31,31,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390122,home,Paris Saint-Germain,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,28,28,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390122,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,wzairemery6,1142672,EUR,1141776000,M,33,33,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390122,away,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,,1076,EUR,531532800,G,1,1,False,24.0,23.0,9.0,19.0,19.0,5.0,,3.0,90.0,31.0,6.2,2.0,0.0,0.0,0.0003847,0,-0.9365,,,,4.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,1.0,1.0,2.0
10390122,away,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,youcefatal,894238,EUR,832291200,D,20,20,False,18.0,13.0,1.0,9.0,10.0,12.0,2.0,2.0,76.0,49.0,7.6,11.0,0.0521,0.0,0.0127327,1,,,,,5.0,4.0,1.0,3.0,12.0,3.0,1.0,1.0,8.0,4.0,1.0,2.0,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,,
10390122,away,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,,804472,EUR,852595200,D,8,8,False,47.0,43.0,3.0,29.0,32.0,15.0,4.0,7.0,90.0,57.0,6.8,4.0,0.0,0.0,0.00709106,0,,,,,14.0,,,,4.0,,,1.0,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
10390122,away,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,54.0,51.0,5.0,44.0,45.0,9.0,2.0,3.0,90.0,65.0,6.1,7.0,0.0,0.0,0.00433691,0,,,,,7.0,,,6.0,,,,2.0,,,,,,True,3.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,
10390122,away,Nice,Mattia Viti,mattia-viti,M. Viti,D,2,190,528,M,,1009268,EUR,1011830400,D,42,42,False,53.0,46.0,6.0,33.0,33.0,20.0,1.0,1.0,90.0,61.0,6.4,8.0,0.0,0.0,0.00267227,0,,,,,13.0,,,1.0,4.0,2.0,,,2.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,
10390122,away,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,33.0,27.0,,14.0,16.0,19.0,1.0,5.0,90.0,61.0,6.6,14.0,0.041,0.0,0.00662525,1,,,,,13.0,2.0,,5.0,5.0,2.0,,2.0,4.0,1.0,4.0,,,,,,2.0,,1.0,1.0,1.0,,1.0,,,,,,
10390122,away,Nice,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,,98435,EUR,755049600,M,11,11,False,26.0,24.0,1.0,6.0,7.0,22.0,,5.0,62.0,39.0,6.7,9.0,0.0,0.0,0.0272858,0,,,,,18.0,3.0,,4.0,4.0,,,,3.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,,2.0,,,,,1.0,,,,
