match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_goodHighClaim
11396179,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190.0,2547,M,15219,EUR,627868800,G,1,1,False,True,20.0,19.0,2.0,1.0,0.0,19.0,19.0,1.0,2.0,5.0,1.0,1.0,1.0,90.0,26.0,6.5,1.0,0.00010573,0,-0.1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191.0,9920,M,973437,EUR,978566400,D,6,6,False,,116.0,113.0,5.0,4.0,0.0,44.0,45.0,71.0,1.0,8.0,,,,90.0,126.0,7.3,5.0,0.0966383,0,,odilonkossounou,69.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194.0,9454,M,227672,EUR,823996800,D,4,4,False,,87.0,84.0,5.0,4.0,0.0,39.0,39.0,48.0,,7.0,,,,90.0,94.0,7.2,4.0,0.0293919,1,,jonatah,45.0,1.0,2.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.036,,,,,,,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193.0,33838,M,883262,EUR,917913600,D,12,12,False,,96.0,88.0,3.0,2.0,0.0,43.0,47.0,49.0,2.0,5.0,,,,90.0,111.0,7.4,10.0,0.03211,0,,edmondtapsoba,45.0,2.0,5.0,4.0,,1.0,1.0,1.0,,,4.0,,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171.0,32709,M,970361,EUR,976406400,M,30,30,False,,32.0,27.0,,,0.0,3.0,3.0,33.0,1.0,3.0,,,,82.0,51.0,6.8,15.0,0.253001,1,,jeremie_frimpong,26.0,,4.0,,2.0,2.0,,,,,,,,,3.0,,0.0653,4.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189.0,3316,M,168903,EUR,780192000,M,8,8,False,,91.0,87.0,5.0,5.0,0.0,32.0,34.0,58.0,1.0,8.0,,,,90.0,106.0,8.3,7.0,0.142022,4,,,55.0,,4.0,5.0,1.0,3.0,2.0,3.0,3.0,,,1.0,,,,1.0,0.5062,1.0,,,1.0,,2.0,1.0,2.0,1.0,0.202,,,,,
11396179,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177.0,12684,M,822600,EUR,907545600,M,25,25,False,,70.0,64.0,3.0,2.0,0.0,33.0,34.0,36.0,1.0,3.0,,,,70.0,87.0,7.5,9.0,0.0343844,0,,exepalaciosok,31.0,,4.0,7.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171.0,13099,M,177177,EUR,811555200,M,20,20,False,,39.0,33.0,1.0,,0.0,16.0,17.0,25.0,,1.0,,,,70.0,51.0,6.7,10.0,0.0388146,0,,grimaldo35,18.0,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,3.0,1.0,,,,1.0,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176.0,2115,M,142390,EUR,711072000,F,7,7,False,,58.0,51.0,3.0,3.0,0.0,9.0,10.0,53.0,,2.0,,,,90.0,71.0,7.6,13.0,0.115775,4,,,43.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,0.3642,5.0,1.0,,1.0,,3.0,,2.0,,0.1939,,,,,
11396179,home,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174.0,17615,M,991478,EUR,957916800,F,21,21,False,,33.0,29.0,,,1.0,7.0,7.0,27.0,2.0,2.0,,,,63.0,54.0,7.8,10.0,0.646105,1,,amine_ad10,22.0,,5.0,8.0,3.0,2.0,1.0,4.0,2.0,3.0,,,,,1.0,,0.0552,1.0,,1.0,,1.0,2.0,1.0,1.0,,0.122,,,,,
11396179,home,Bayer 04 Leverkusen,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193.0,28590,M,978521,EUR,977529600,F,22,22,False,,19.0,15.0,,,0.0,5.0,5.0,14.0,,,,,,63.0,28.0,7.2,9.0,0.01018,2,,boniface_jrn,10.0,,3.0,,,2.0,,,,,1.0,1.0,1.0,,3.0,,0.6292,,,,,1.0,,,1.0,1.0,0.3301,,,,,
11396179,home,Bayer 04 Leverkusen,Patrik Schick,patrik-schick,P. Schick,F,14,191.0,10655,M,280609,EUR,822441600,F,14,14,True,,4.0,4.0,,,0.0,,,4.0,,2.0,,,,27.0,8.0,6.9,,0.00268814,2,,p_shicky,4.0,,,1.0,,,,,,1.0,,1.0,,,,,0.3804,,,,1.0,2.0,,,,,,1.0,,,,
11396179,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175.0,148971,M,1019322,EUR,1051920000,M,10,10,True,,16.0,14.0,,,0.0,3.0,3.0,13.0,,2.0,,,,27.0,28.0,6.7,8.0,0.277193,3,,FWirtz,11.0,,5.0,1.0,2.0,2.0,,1.0,,,,1.0,,,2.0,1.0,0.2465,,,,1.0,,2.0,1.0,1.0,,0.0641,,,,,
11396179,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184.0,31047,M,1002837,EUR,1010534400,D,3,3,True,,12.0,10.0,,,0.0,2.0,3.0,10.0,1.0,1.0,,,,20.0,18.0,6.8,5.0,0.0167733,0,,pierohincapie,8.0,2.0,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185.0,15706,M,117777,EUR,717552000,M,34,34,True,,31.0,28.0,1.0,1.0,0.0,2.0,3.0,28.0,,2.0,,,,20.0,35.0,7.3,3.0,0.0841934,2,,Granit_Xhaka,26.0,,,2.0,,,,1.0,1.0,1.0,,1.0,,,,,0.1664,,,,,,1.0,,1.0,,0.0559,,,,,
11396179,home,Bayer 04 Leverkusen,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186.0,9022,M,927407,EUR,954633600,D,2,2,True,,9.0,9.0,,,0.0,3.0,3.0,7.0,2.0,,,,,8.0,13.0,6.8,1.0,0.237442,0,,josip_stanisic,7.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Matěj Kovář,matej-kovar,M. Kovář,G,32,196.0,2046,M,927366,EUR,958521600,G,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173.0,3098,M,920379,EUR,931132800,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396179,home,Bayer 04 Leverkusen,Gustavo Puerta,puerta-gustavo,G. Puerta,M,19,171.0,2579,M,1174889,EUR,1058918400,M,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavo Puerta,,,
11396179,home,Bayer 04 Leverkusen,Adam Hložek,adam-hlozek,A. Hložek,F,23,186.0,3087,M,963801,EUR,1027555200,F,23,23,True,,,,,,,,,,,,,,,,,,,,0,,ahlozek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396179,away,FC Augsburg,Tomáš Koubek,tomas-koubek,T. Koubek,G,40,198.0,89,M,124294,EUR,714787200,G,40,40,False,,32.0,21.0,18.0,8.0,0.0,16.0,23.0,9.0,,9.0,4.0,6.0,,90.0,43.0,7.3,11.0,0.00301433,0,-1.032,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
