match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_wasFouled,stat_challengeLost,stat_interceptionWon,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_keyPass,captain,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_lastManTackle,stat_hitWoodwork
14083249,home,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,13,13,False,25.0,16.0,15.0,6.0,0.0,11.0,12.0,5.0,13.0,4.0,4.0,5.0,10.0,2.0,6.0,7.0,2.0,3.0,3.0,90.0,44.0,7.8,9.0,0.0013598,0.4114,0,-0.2846,0.06,0.0,0.13,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083249,home,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,21.0,14.0,3.0,2.0,0.0,6.0,9.0,8.0,12.0,,2.0,2.0,3.0,,,,,,,90.0,47.0,6.7,11.0,0.00605745,,0,,0.1,-0.2,0.21,,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14083249,home,Levante UD,Unai Elgezabal,unai-elguezabal,U. Elguezabal,D,5,185,200,M,813574,EUR,735696000,D,5,5,False,28.0,22.0,6.0,1.0,0.0,18.0,20.0,4.0,8.0,4.0,7.0,11.0,3.0,,,,,,,90.0,48.0,7.5,7.0,0.00132497,,0,,0.06,0.0,0.51,,,,1.0,1.0,,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14083249,home,Levante UD,Matias Moreno,matias-moreno,M. Moreno,D,2,195,1092,M,1496360,EUR,1064361600,D,2,2,False,8.0,6.0,1.0,,0.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,,,,,,,66.0,17.0,6.4,2.0,0.00170609,,0,,0.02,-0.01,-0.1,,,,4.0,5.0,,2.0,1.0,,,,Matias Moreno,,,1.0,2.0,,,,,,,,,,,,,,,,,,
14083249,home,Levante UD,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,20.0,13.0,1.0,,0.0,6.0,11.0,7.0,9.0,,2.0,5.0,3.0,,,,,,,90.0,39.0,5.8,13.0,0.0075523,,0,,-0.17,0.02,-0.19,,1.0,,1.0,7.0,3.0,,,,2.0,3.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
14083249,home,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168,2186,M,1010656,EUR,1060128000,M,24,24,False,33.0,27.0,1.0,1.0,1.0,9.0,13.0,18.0,20.0,,3.0,,8.0,,,,,,,90.0,47.0,7.0,14.0,0.382101,,0,,0.42,0.26,-0.24,,3.0,,,6.0,3.0,,,,2.0,,,,2.0,3.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
14083249,home,Levante UD,Oriol Rey,rey-oriol,O. Rey,M,20,175,383,M,859769,EUR,888364800,M,20,20,False,37.0,26.0,5.0,1.0,0.0,15.0,18.0,11.0,19.0,,3.0,2.0,7.0,,,,,,,90.0,47.0,6.8,11.0,0.0181604,,0,,0.26,0.1,0.15,,,,1.0,2.0,1.0,,1.0,1.0,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
14083249,home,Levante UD,Pablo Martínez,pablo-martinez,P. Martínez,M,10,182,306,M,927066,EUR,888105600,M,10,10,False,24.0,20.0,4.0,2.0,1.0,15.0,15.0,5.0,9.0,1.0,3.0,1.0,5.0,,,,,,,85.0,38.0,7.3,7.0,0.0149111,,0,,0.2,0.21,0.38,,2.0,,,4.0,1.0,3.0,1.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,
14083249,home,Levante UD,Jon Ander Olasagasti,jon-ander-olasagasti,J. A. Olasagasti,M,8,176,263,M,1010383,EUR,966384000,M,8,8,False,20.0,15.0,2.0,2.0,0.0,5.0,8.0,10.0,12.0,1.0,3.0,3.0,2.0,,,,,,,62.0,32.0,6.7,6.0,0.105037,,1,,0.34,0.05,-0.24,,1.0,,1.0,7.0,,,,,,2.0,,,2.0,4.0,1.0,,,,,,1.0,0.0061,-0.03,,,,,,,,,,
14083249,home,Levante UD,Iván Romero,ivan-romero,I. Romero,F,9,172,1322,M,1014042,EUR,986860800,F,9,9,False,11.0,6.0,,,0.0,4.0,5.0,2.0,6.0,1.0,5.0,,1.0,,,,,,,66.0,20.0,7.6,8.0,0.00105126,,1,,-0.25,0.29,-0.03,,,,2.0,3.0,1.0,,1.0,,3.0,1.0,,,2.0,,1.0,,1.0,,,,,0.3312,0.52,1.0,1.0,0.3379,,,,,,,
14083249,home,Levante UD,Etta Eyong,etta-eyong,E. Eyong,F,21,181,18339,M,1393673,EUR,1066089600,F,21,21,False,6.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,1.0,5.0,1.0,2.0,,,,,,,62.0,23.0,7.4,7.0,0.00244396,,1,,-0.08,0.08,0.18,,,,4.0,10.0,2.0,,1.0,1.0,3.0,2.0,Etta Eyong,,2.0,,,3.0,1.0,,,,,0.2161,0.51,1.0,1.0,0.9323,,,,,,,
14083249,home,Levante UD,Roger Brugué,roger-brugue,R. Brugué,M,7,173,193,M,909554,EUR,847065600,M,7,7,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,,,1.0,,,,,,,,28.0,17.0,5.4,5.0,0.00040912,,2,,-0.03,0.02,-0.08,,,,2.0,8.0,1.0,,,,2.0,3.0,,,,1.0,1.0,1.0,,,,,1.0,0.1769,-0.62,,,,1.0,,,,,,
14083249,home,Levante UD,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180,1811,M,344129,EUR,553996800,F,11,11,True,13.0,8.0,1.0,,0.0,2.0,6.0,6.0,7.0,,4.0,,2.0,,,,,,,28.0,24.0,7.6,10.0,0.1143,,0,,0.49,0.21,0.14,,3.0,1.0,,1.0,2.0,,2.0,1.0,2.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,
14083249,home,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178,396,M,997244,EUR,919987200,D,4,4,True,7.0,5.0,3.0,1.0,0.0,5.0,5.0,,2.0,,1.0,2.0,2.0,,,,,,,24.0,13.0,6.3,2.0,6.908e-05,,0,,0.02,0.0,-0.11,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
14083249,home,Levante UD,Goduine Koyalipou,goduine-koyalipou,G. Koyalipou,F,9,183,1187,M,891505,EUR,950572800,F,15,15,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,,,,,,,24.0,12.0,6.5,6.0,0.00125116,,0,,-0.03,-0.35,0.18,,,,2.0,6.0,4.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,
14083249,home,Levante UD,Kervin Arriaga,kervin-arriaga,K. Arriaga,M,16,191,2306,M,1083832,EUR,883958400,M,16,16,True,7.0,6.0,,,0.0,2.0,3.0,4.0,4.0,,1.0,,1.0,,,,,,,14.0,9.0,6.8,1.0,0.0147257,,0,,0.22,0.1,0.13,,,,,,1.0,,,,,,Kervin Arriaga,,,,,,1.0,,,,,,,,,,,,,,,,
14083249,home,Levante UD,Pablo Cuñat,pablo-cunat,P. Cuñat,G,1,188,281,M,1085579,EUR,1019952000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
