match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_penaltyConceded,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_keyPass,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_totalOffside,stat_goals,stat_penaltyWon,stat_goalAssist,player_sofascoreId
11370015,home,RWDM Brussels,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,False,True,13.0,6.0,12.0,5.0,2.0,3.0,4.0,10.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,90.0,19.0,6.5,7.0,0.00077521,0,-0.9852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370015,home,RWDM Brussels,Junior Marsoni Sambu Mansoni​,,,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185.0,79,M,874855,EUR,833760000,D,21,21,False,,16.0,14.0,1.0,1.0,7.0,8.0,8.0,10.0,1.0,,,,,,,74.0,40.0,6.1,9.0,0.0262998,0,,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11370015,home,RWDM Brussels,Christ Makosso,Christ Makosso,,christ-makosso,C. Makosso,D,37,192.0,331,M,1492311,EUR,1084060800,D,34,34,False,,18.0,12.0,7.0,4.0,7.0,11.0,5.0,8.0,6.0,,,,,,,90.0,43.0,7.2,7.0,0.0021979,1,,1.0,,1.0,2.0,7.0,,1.0,4.0,2.0,3.0,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,0.0734,,,,,,,,,,,,,,,
11370015,home,RWDM Brussels,David Sousa,,,david-sousa,David Sousa,D,43,190.0,148,M,1015932,EUR,994204800,D,43,43,False,,29.0,17.0,9.0,4.0,9.0,14.0,8.0,15.0,3.0,,,,,,,90.0,44.0,5.7,14.0,0.00759527,0,,,,2.0,3.0,3.0,,,7.0,,1.0,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
11370015,home,RWDM Brussels,Ilay Camara,Ilay Camara,,camara-ilay,I. Camara,M,7,174.0,4171,M,1397747,EUR,1042848000,M,17,17,False,,27.0,17.0,5.0,2.0,5.0,12.0,13.0,20.0,5.0,,,,,,,90.0,56.0,6.5,18.0,0.0921354,3,,5.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,0.4583,,,1.0,2.0,1.0,0.7616,,,,,,,,,
11370015,home,RWDM Brussels,Pierre Dwomoh,,,pierre-dwomoh,P. Dwomoh,M,14,185.0,434,M,996993,EUR,1087776000,M,6,6,False,,32.0,22.0,4.0,,5.0,11.0,17.0,22.0,3.0,,,,,,,90.0,40.0,6.4,13.0,0.125804,1,,1.0,,,4.0,,,2.0,1.0,,1.0,,,,1.0,,1.0,,,0.0502,1.0,,,,,,1.0,2.0,,,,,,,
11370015,home,RWDM Brussels,Jeff Reine-Adélaïde,,,jeff-reine-adelaide,J. Reine-Adélaïde,M,11,184.0,466,M,794269,EUR,884995200,M,77,77,False,,43.0,36.0,5.0,4.0,14.0,16.0,22.0,31.0,6.0,,,,,,,90.0,57.0,6.5,16.0,0.0407389,0,,4.0,,,4.0,2.0,2.0,2.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,
11370015,home,RWDM Brussels,Tayo Adaramola,,,tayo-adaramola,T. Adaramola,M,45,177.0,231,M,1005686,EUR,1068681600,M,11,11,False,,4.0,4.0,,,2.0,2.0,2.0,2.0,4.0,,,,,,,28.0,17.0,5.5,7.0,0.00227527,0,,,,1.0,4.0,3.0,2.0,2.0,,,,1.0,3.0,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,
11370015,home,RWDM Brussels,Mickaël Biron,,,mickael-biron,M. Biron,F,7,170.0,132,M,986817,EUR,872553600,F,7,7,False,,25.0,18.0,2.0,1.0,5.0,6.0,13.0,22.0,9.0,,,,,,,90.0,57.0,6.8,22.0,0.0293205,2,,3.0,,,6.0,9.0,2.0,7.0,,,,3.0,6.0,2.0,,4.0,2.0,,1.0,0.1469,,,,,,,,1.0,,,,,,,
11370015,home,RWDM Brussels,Carlos Alberto,,,carlos-alberto,C. Alberto,M,11,179.0,528,M,1008700,EUR,1018742400,F,89,89,False,,8.0,7.0,1.0,,1.0,2.0,6.0,7.0,1.0,,,,,,,69.0,36.0,6.7,11.0,0.159048,0,,1.0,,1.0,3.0,6.0,,4.0,1.0,,,3.0,4.0,,,2.0,,3.0,1.0,,,,,,,,,,,,,,,,
