match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_clearanceOffLine,player_sofascoreId,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches
12117010,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,26.0,19.0,16.0,9.0,0.0,16.0,20.0,3.0,6.0,5.0,1.0,2.0,90.0,34.0,7.3,7.0,0.00078448,0,0.0864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117010,home,São Paulo,Diego Costa,diego-costa,D. Costa,D,4,184,1151,M,995293,EUR,932515200,D,4,4,False,48.0,38.0,9.0,6.0,0.0,25.0,27.0,14.0,22.0,4.0,,,90.0,59.0,7.0,11.0,0.0294269,1,,Diego,Costa,1.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0422,1.0,,,,,,,,,,,,,,,,,,,
12117010,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,60.0,50.0,11.0,4.0,0.0,36.0,40.0,14.0,20.0,2.0,,,90.0,72.0,6.9,11.0,0.0148544,0,,,,,,1.0,1.0,2.0,,,,6.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117010,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,60.0,52.0,3.0,1.0,0.0,39.0,42.0,13.0,18.0,7.0,,,90.0,73.0,7.3,9.0,0.00387678,1,,,,,,,4.0,6.0,1.0,,1.0,1.0,,4.0,2.0,,0.0244,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,
12117010,home,São Paulo,Igor Vinícius,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,M,2,2,False,36.0,25.0,1.0,,0.0,13.0,17.0,12.0,23.0,8.0,,,90.0,66.0,7.2,22.0,0.00690481,0,,,,4.0,,,2.0,7.0,,,,1.0,1.0,,3.0,,,1.0,,4.0,1.0,,,5.0,4.0,,,,,,,,,,,,
12117010,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,57.0,50.0,6.0,4.0,0.0,26.0,30.0,24.0,27.0,10.0,,,90.0,72.0,7.9,9.0,0.0651491,1,,,,,,,2.0,5.0,,,,2.0,3.0,1.0,3.0,2.0,0.0112,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12117010,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,37.0,34.0,1.0,1.0,0.0,20.0,21.0,17.0,19.0,4.0,,,90.0,50.0,6.9,5.0,0.104201,2,,,,3.0,3.0,,6.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,,1.0,0.0462,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,
12117010,home,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,M,6,6,False,10.0,9.0,,,0.0,4.0,4.0,7.0,9.0,1.0,,,55.0,41.0,7.5,8.0,0.034902,1,,,,3.0,2.0,,4.0,7.0,,2.0,1.0,,1.0,4.0,1.0,,0.0241,2.0,,,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,
12117010,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,F,10,10,False,29.0,24.0,,,0.0,12.0,13.0,12.0,16.0,8.0,,,85.0,45.0,7.6,8.0,0.547334,2,,,,,,,3.0,7.0,,1.0,1.0,,,4.0,1.0,1.0,0.0388,1.0,,1.0,,,4.0,3.0,2.0,1.0,,luciano10,1.0,,,,,,,,
12117010,home,São Paulo,André Silva,andre-silva,A. Silva,F,17,181,2973,M,925072,EUR,865296000,F,17,17,False,16.0,7.0,1.0,,0.0,4.0,7.0,4.0,11.0,2.0,,,61.0,36.0,6.7,17.0,0.0133539,4,,,,2.0,1.0,4.0,8.0,5.0,2.0,3.0,2.0,,2.0,1.0,,2.0,0.0965,1.0,,4.0,1.0,1.0,,,,2.0,,,,,,,,,,,
12117010,home,São Paulo,Jonathan Calleri,jonathan-calleri,J. Calleri,F,9,181,9901,M,340519,EUR,748742400,F,9,9,False,15.0,6.0,,,0.0,2.0,3.0,5.0,14.0,2.0,,,90.0,33.0,6.6,16.0,0.00438315,2,,,,2.0,1.0,6.0,8.0,10.0,1.0,3.0,1.0,,,,4.0,,0.5285,1.0,,3.0,4.0,,,,,1.0,,jocalleri,,True,1.0,1.0,1.0,,,,
12117010,home,São Paulo,Michel Araújo,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,True,19.0,17.0,,,0.0,11.0,11.0,6.0,10.0,2.0,,,35.0,27.0,6.8,6.0,0.0673311,0,,,,2.0,,2.0,2.0,3.0,,,,,,,,1.0,,2.0,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,
12117010,home,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,F,47,47,True,10.0,8.0,,,0.0,5.0,5.0,3.0,5.0,2.0,,,29.0,14.0,6.8,2.0,0.00672298,2,,,,,,,1.0,1.0,,,,,,,1.0,,0.0551,,,,1.0,,,,,1.0,,,,,,,,1.0,0.1392,,
12117010,home,São Paulo,James Rodríguez,james-rodriguez,J. Rodríguez,M,10,180,62094,M,107414,EUR,679276800,M,55,55,True,9.0,8.0,1.0,,0.0,5.0,5.0,3.0,4.0,1.0,,,12.0,9.0,6.5,1.0,0.00265121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,James10,,,,,1.0,,,,
12117010,home,São Paulo,Jandrei,jandrei,Jandrei,G,93,186,1016,M,874979,EUR,730944000,G,93,93,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
