match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_dispossessed,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,player_firstName,stat_challengeLost,player_lastName,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_ownGoals,stat_clearanceOffLine
13444510,home,El Paso Locomotive FC,Sebastian Mora-Mora,sebastian-mora-mora,S. Mora-Mora,G,1,185.0,12,M,1025283,EUR,892512000.0,G,1,1,False,27.0,22.0,8.0,3.0,0.0,20.0,22.0,2.0,5.0,1.0,1.0,2.0,7.0,2.0,90.0,33.0,6.5,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444510,home,El Paso Locomotive FC,Bryan Romero,romero-bryan,B. Romero,D,7,188.0,16,M,1136106,EUR,1043366400.0,D,7,7,False,82.0,73.0,4.0,2.0,0.0,49.0,53.0,24.0,29.0,2.0,6.0,2.0,3.0,,90.0,99.0,9.3,13.0,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13444510,home,El Paso Locomotive FC,Arturo Ortiz,arturo-ortiz,A. Ortiz,D,25,180.0,42,M,246103,EUR,714700800.0,D,25,25,False,74.0,68.0,8.0,4.0,0.0,52.0,55.0,16.0,19.0,1.0,3.0,1.0,6.0,,90.0,85.0,7.1,9.0,3,,1.0,2.0,,,1.0,,1.0,1.0,3.0,,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13444510,home,El Paso Locomotive FC,Tony Alfaro,tony-alfaro,T. Alfaro,D,5,188.0,10,M,829693,EUR,740102400.0,D,5,5,False,77.0,72.0,11.0,9.0,0.0,40.0,42.0,32.0,35.0,1.0,4.0,1.0,3.0,,90.0,85.0,6.9,7.0,0,,,3.0,,,,,1.0,1.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,
13444510,home,El Paso Locomotive FC,Guillermo Diaz,guillermo-diaz,G. Diaz,D,24,173.0,4,M,983869,EUR,813801600.0,M,24,24,False,46.0,39.0,5.0,4.0,1.0,23.0,24.0,16.0,22.0,,6.0,2.0,2.0,,90.0,75.0,8.2,16.0,1,8.0,,2.0,,,,,1.0,,2.0,4.0,,,1.0,3.0,1.0,,3.0,3.0,2.0,1.0,1.0,,,,,,,,,
13444510,home,El Paso Locomotive FC,Frank Daroma,frank-daroma,F. Daroma,M,8,163.0,19,M,1120002,EUR,987033600.0,M,8,8,False,37.0,37.0,2.0,2.0,0.0,14.0,14.0,23.0,23.0,,2.0,,5.0,,45.0,42.0,6.9,2.0,0,,,3.0,,,,,2.0,2.0,,1.0,,,,,,2.0,,,,,,Frank Daroma,1.0,,,,,,,
13444510,home,El Paso Locomotive FC,Kofi Twumasi,twumasi-kofi,K. Twumasi,D,21,183.0,20,M,908857,EUR,841363200.0,M,21,21,False,47.0,43.0,1.0,1.0,0.0,23.0,23.0,20.0,24.0,1.0,5.0,1.0,4.0,,90.0,63.0,6.7,8.0,0,1.0,,6.0,,,,2.0,1.0,1.0,,,,,,3.0,3.0,1.0,,2.0,,,,,,,,,,,,
13444510,home,El Paso Locomotive FC,Gabriel Torres,gabriel-torres,G. Torres,M,16,178.0,29,M,1019851,EUR,838857600.0,M,16,16,False,31.0,27.0,1.0,1.0,1.0,11.0,11.0,16.0,20.0,,4.0,,3.0,,76.0,69.0,8.9,18.0,2,13.0,1.0,8.0,1.0,1.0,,4.0,3.0,2.0,1.0,5.0,,1.0,,,1.0,3.0,6.0,4.0,1.0,1.0,,,,,,,,,,
13444510,home,El Paso Locomotive FC,Roberto Avila,roberto-avila,R. Avila,F,14,170.0,8,M,983967,EUR,971654400.0,F,14,14,False,11.0,8.0,1.0,,0.0,1.0,1.0,7.0,10.0,,4.0,1.0,,,45.0,25.0,7.6,9.0,2,2.0,,2.0,1.0,1.0,,,1.0,,2.0,1.0,,1.0,,,,2.0,,3.0,3.0,,1.0,,,,,,,,,
13444510,home,El Paso Locomotive FC,Tumi Moshobane,tumi-moshobane,R. Moshobane,F,,178.0,14,M,983339,EUR,779760000.0,F,11,11,False,18.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,12.0,1.0,3.0,,4.0,,45.0,29.0,6.7,9.0,2,,,3.0,,,,,1.0,,2.0,,,1.0,1.0,,,2.0,,2.0,1.0,,,,,,,,,,,
