match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_aerialLost,stat_interceptionWon,player_sofascoreId,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock,stat_goalAssist
11452954,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187,212,M,34142,EUR,537408000,G,48,48,False,9.0,7.0,3.0,1.0,7.0,8.0,1.0,2.0,6.0,2.0,2.0,90.0,16.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452954,home,Al-Ettifaq,Alhwsawi Sanousi Mohammed,Alhwsawi Sanousi Mohammed,,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172,20,M,1085415,EUR,902707200,D,12,12,False,38.0,33.0,,,12.0,13.0,28.0,,2.0,,,90.0,52.0,6.7,13.0,0,21.0,3.0,4.0,6.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11452954,home,Al-Ettifaq,Marcel Tisserand,,,marcel-tisserand,M. Tisserand,D,32,190,461,M,338651,EUR,726624000,D,32,32,False,44.0,36.0,4.0,,28.0,30.0,14.0,,7.0,,,45.0,46.0,6.7,8.0,2,8.0,,3.0,,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11452954,home,Al-Ettifaq,Jack Hendry,,,jack-hendry,J. Hendry,D,4,195,333,M,795696,EUR,799804800,D,4,4,False,74.0,72.0,3.0,1.0,44.0,44.0,30.0,1.0,4.0,,,90.0,78.0,6.6,2.0,0,28.0,,,3.0,1.0,,,,,,,1.0,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
11452954,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173,38,M,920498,EUR,794966400,D,70,70,False,61.0,60.0,,,38.0,38.0,27.0,,10.0,,,90.0,80.0,7.5,6.0,0,22.0,4.0,,1.0,8.0,,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,
11452954,home,Al-Ettifaq,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183,6336,M,42694,EUR,645580800,M,10,10,False,79.0,75.0,4.0,4.0,38.0,39.0,43.0,,12.0,,,90.0,93.0,7.3,10.0,0,38.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,2.0,jordanhenderson,True,1.0,1.0,1.0,,,,,,,,,
11452954,home,Al-Ettifaq,Berat Ayberk Özdemir,,,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,6,6,False,38.0,32.0,6.0,1.0,13.0,14.0,24.0,1.0,2.0,,,45.0,43.0,6.6,7.0,0,19.0,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,
11452954,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185,62,M,818699,EUR,761529600,M,11,11,False,59.0,53.0,4.0,2.0,20.0,22.0,37.0,,2.0,,,90.0,75.0,7.2,11.0,1,33.0,,1.0,7.0,5.0,2.0,1.0,,2.0,2.0,3.0,2.0,3.0,1.0,1.0,,,,2.0,,,,1.0,1.0,,,,,,,,,
11452954,home,Al-Ettifaq,Robin Quaison,,,robin-quaison,R. Quaison,F,,184,385,M,163565,EUR,750124800,F,99,99,False,27.0,22.0,1.0,,6.0,6.0,24.0,,1.0,,,90.0,42.0,7.0,11.0,1,16.0,3.0,,5.0,5.0,2.0,3.0,1.0,,,1.0,4.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
11452954,home,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183,2632,M,318653,EUR,837129600,F,9,9,False,12.0,10.0,,,3.0,3.0,9.0,1.0,4.0,,,89.0,25.0,6.5,4.0,4,7.0,,,5.0,3.0,1.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,2.0,1.0,,,,,,,
