match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,captain,stat_fouls,stat_dispossessed,stat_goalAssist,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_bigChanceMissed
11409039,home,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,20.0,10.0,14.0,4.0,8.0,8.0,2.0,12.0,1.0,8.0,2.0,1.0,1.0,90.0,28.0,6.7,10.0,0.00419991,0,0.3264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,home,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,179,415,M,1131249,EUR,980035200,D,79,79,False,39.0,29.0,6.0,,20.0,25.0,10.0,16.0,,7.0,,,,90.0,60.0,7.2,13.0,0.0451757,0,,,,79,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11409039,home,Boavista,Vincent Sasso,vincent-sasso,V. Sasso,D,190,44,M,74071,EUR,666662400,D,23,23,False,38.0,28.0,6.0,2.0,24.0,28.0,4.0,10.0,3.0,3.0,,,,90.0,49.0,7.3,11.0,0.00191523,2,,,,23,,,4.0,4.0,,,,,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7527,0.9908,,,,,,,,,
11409039,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,M,846416,EUR,758505600,D,26,26,False,43.0,33.0,13.0,4.0,27.0,27.0,6.0,16.0,9.0,4.0,,,,90.0,63.0,7.4,11.0,0.00630119,1,,,,26,,,,6.0,,,2.0,,4.0,3.0,1.0,,,2.0,,,,,,0.0148,,1.0,,,,,,,,
11409039,home,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,178,34,M,143584,EUR,654393600,D,20,20,False,31.0,24.0,5.0,3.0,16.0,18.0,8.0,14.0,1.0,4.0,,,,90.0,48.0,6.9,11.0,0.00392555,0,,Filipe,Ferreira,20,1.0,,1.0,5.0,,,,1.0,4.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11409039,home,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,176,396,M,158597,EUR,733363200,M,24,24,False,38.0,34.0,3.0,2.0,29.0,31.0,5.0,7.0,,5.0,,,,67.0,49.0,6.7,6.0,0.00292015,0,,,,42,,,4.0,5.0,,,,,4.0,2.0,1.0,,,,2.0,,,,1.0,,,,True,2.0,,,,,,
11409039,home,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,180,299,M,847013,EUR,869788800,M,42,42,False,23.0,17.0,4.0,1.0,11.0,14.0,6.0,10.0,,3.0,,,,67.0,34.0,6.5,11.0,0.00238509,0,,,,42,1.0,,4.0,3.0,,,,,3.0,3.0,2.0,,1.0,,,,,,,,,,,3.0,1.0,,,,,
11409039,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,M,984810,EUR,886377600,M,8,8,False,24.0,18.0,3.0,2.0,11.0,13.0,8.0,16.0,,6.0,,,,90.0,42.0,6.4,16.0,0.00912839,1,,,,8,5.0,1.0,7.0,3.0,1.0,,,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,,,,1.0,0.0222,,1.0,,3.0,1.0,,,,,
11409039,home,Boavista,Miguel Reisinho,miguel-reisinho,M. Reisinho,M,184,1041,M,892309,EUR,923616000,M,10,10,False,27.0,19.0,2.0,1.0,12.0,16.0,7.0,11.0,1.0,3.0,,,,74.0,34.0,6.8,9.0,0.153229,0,,,,7,,,5.0,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,,,
11409039,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,M,587416,EUR,689817600,M,7,7,False,18.0,14.0,,,6.0,6.0,9.0,19.0,,2.0,,,,88.0,31.0,6.6,12.0,0.13429,1,,,,11,7.0,1.0,4.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,2.0,0.0113,,,,2.0,1.0,,1.0,,,
11409039,home,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,188,1028,M,912033,EUR,942883200,F,9,9,False,16.0,13.0,2.0,2.0,7.0,8.0,6.0,8.0,2.0,3.0,,,,90.0,32.0,7.3,6.0,0.00739196,2,,,,11,,,10.0,4.0,2.0,1.0,,,1.0,,,,3.0,,,2.0,,1.0,2.0,0.3143,0.782,,,4.0,2.0,,2.0,,,
11409039,home,Boavista,Ibrahima Camará,ibrahima-camara,I. Camará,M,190,520,M,976145,EUR,917222400,M,6,6,True,11.0,9.0,2.0,1.0,3.0,3.0,6.0,9.0,,2.0,,,,23.0,13.0,6.6,4.0,0.00309788,0,,,,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,home,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,191,158,M,891881,EUR,915667200,M,18,18,True,13.0,11.0,,,2.0,2.0,9.0,11.0,,1.0,,,,23.0,16.0,7.0,2.0,0.0049122,0,,Ilija,Vukotić,8,,,,5.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,
11409039,home,Boavista,Martim Tavares,tavares-martim,M. Tavares,F,183,92,M,1136423,EUR,1068422400,F,59,59,True,5.0,5.0,,,1.0,1.0,4.0,4.0,,,,,,16.0,7.0,6.5,1.0,0.00632855,0,,,,79,,,4.0,1.0,,,,,,,,,3.0,,,,,,1.0,,,,,,1.0,,1.0,,,
11409039,home,Boavista,Joel Silva,joel-silva,J. Silva,M,185,56,M,1393991,EUR,1044921600,M,16,16,True,3.0,1.0,,,1.0,1.0,,2.0,,1.0,,,,9.0,9.0,6.2,6.0,3.93e-06,0,,Joel Silva,,26,,,5.0,3.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,,1.0,3.0,,,,,
11409039,home,Boavista,Tomé Sousa,sousa-tome,T. Sousa,G,190,105,M,1521209,EUR,1166227200,G,76,76,True,,,,,,,,,,,,,,,,,,,0,,Tomé Sousa,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,home,Boavista,Berna,berna,Berna,M,169,81,M,1133287,EUR,1063584000,M,80,80,True,,,,,,,,,,,,,,,,,,,0,,Berna,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,home,Boavista,Masaki Watai,masaki-watai,M. Watai,M,168,73,M,926641,EUR,932256000,M,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,home,Boavista,Jeriel De Santis,jeriel-de-santis,J. D. Santis,F,190,307,M,944825,EUR,1024358400,F,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,home,Boavista,Tiago Machado,machado-tiago,T. Machado,F,185,33,M,1494437,EUR,1080864000,F,90,90,True,,,,,,,,,,,,,,,,,,,0,,Tiago,Machado,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,away,Estoril Praia,Daniel Figueira,daniel-figueira,D. Figueira,G,189,80,M,862060,EUR,900892800,G,99,99,False,18.0,17.0,1.0,,16.0,16.0,1.0,2.0,1.0,11.0,1.0,,,90.0,27.0,6.5,1.0,0.00022484,0,-0.2272,,,99,,,,,,,,,,,,,,,,,,,,,,,True,,,,,1.0,,
11409039,away,Estoril Praia,Volnei Feltes,feltes-volnei,V. Feltes,D,188,64,M,1065440,EUR,955756800,D,5,5,False,35.0,33.0,3.0,2.0,18.0,18.0,15.0,17.0,,1.0,,,,45.0,43.0,6.5,2.0,0.0100902,1,,,,30,,,1.0,3.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,0.0154,0.2456,,,,,,,,,
11409039,away,Estoril Praia,Bernardo Vital,vital-bernardo,B. Vital,D,187,192,M,1065442,EUR,978048000,D,3,3,False,85.0,78.0,3.0,2.0,52.0,57.0,26.0,28.0,4.0,3.0,,,,90.0,100.0,7.0,7.0,0.0194989,0,,,,13,,,2.0,6.0,,,,2.0,3.0,1.0,,1.0,1.0,1.0,,,,,2.0,,,,,1.0,,,,,,
11409039,away,Estoril Praia,Eliaquim Mangala,eliaquim-mangala,E. Mangala,D,188,392,M,42892,EUR,666403200,D,22,22,False,64.0,61.0,3.0,3.0,35.0,37.0,26.0,27.0,3.0,6.0,,,,81.0,72.0,6.8,4.0,0.00812165,0,,,,,,,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11409039,away,Estoril Praia,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,171,1190,M,1006073,EUR,1057536000,M,21,21,False,32.0,25.0,1.0,,5.0,5.0,20.0,29.0,2.0,3.0,,,,90.0,50.0,6.7,13.0,0.0190722,2,,,,21,2.0,,4.0,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,,,,1.0,,1.0,,,0.1587,,1.0,,,1.0,,,,,
11409039,away,Estoril Praia,Mor Ndiaye,mor-ndiaye,M. Ndiaye,M,185,163,M,979225,EUR,974764800,M,64,64,False,25.0,23.0,,,19.0,20.0,4.0,5.0,,3.0,,,,45.0,29.0,6.2,4.0,0.0040751,0,,,,19,,,2.0,2.0,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,1.0,,,,,
11409039,away,Estoril Praia,Mateus Fernandes,mateus-fernandes,M. Fernandes,M,178,3830,M,1142562,EUR,1089417600,M,82,82,False,57.0,44.0,5.0,1.0,21.0,22.0,26.0,41.0,,4.0,,,,90.0,75.0,7.6,19.0,0.242212,0,,,,18,6.0,3.0,4.0,10.0,3.0,3.0,,,,,1.0,3.0,,3.0,,,,,4.0,,,,,3.0,1.0,,,,,
11409039,away,Estoril Praia,Tiago Araújo,tiago-araujo,T. Araújo,D,184,265,M,997024,EUR,985651200,M,78,78,False,36.0,30.0,2.0,1.0,14.0,16.0,16.0,26.0,2.0,2.0,,,,86.0,62.0,6.6,15.0,0.0158807,2,,,,20,6.0,,2.0,2.0,3.0,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,0.0279,0.2957,,,,,,,,,
11409039,away,Estoril Praia,Rafik Guitane,rafik-guitane,R. Guitane,F,170,2125,M,826210,EUR,927676800,F,10,10,False,46.0,39.0,2.0,1.0,10.0,10.0,30.0,39.0,,2.0,,,,90.0,61.0,6.9,13.0,0.123038,1,,,,99,3.0,1.0,6.0,4.0,5.0,2.0,,,,,1.0,2.0,1.0,,1.0,,,,2.0,0.0916,,1.0,,1.0,,,,,,
11409039,away,Estoril Praia,Alejandro Marqués,alejandro-marques,A. Marqués,F,189,759,M,929894,EUR,965347200,F,9,9,False,14.0,14.0,,,4.0,4.0,10.0,10.0,2.0,,,,,90.0,28.0,7.1,6.0,0.019141,4,,,,9,,,5.0,,2.0,,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,,0.7379,0.7851,2.0,,1.0,1.0,,,,,
11409039,away,Estoril Praia,Heriberto Tavares,heriberto-tavares,H. Tavares,F,180,195,M,845789,EUR,856310400,F,91,91,False,16.0,11.0,2.0,1.0,3.0,3.0,10.0,16.0,,3.0,,,,69.0,29.0,6.4,11.0,0.464862,2,,,,91,3.0,2.0,8.0,1.0,2.0,,,,1.0,,,2.0,,,1.0,,2.0,,,0.0632,,,,2.0,3.0,,1.0,,1.0,
11409039,away,Estoril Praia,João Basso,joao-basso,J. Basso,D,189,677,M,850955,EUR,853113600,D,13,13,True,40.0,34.0,6.0,2.0,13.0,16.0,21.0,24.0,5.0,2.0,,,,45.0,58.0,7.0,7.0,0.0112166,2,,,,13,,,4.0,10.0,1.0,,,,4.0,2.0,,,2.0,5.0,,,,,1.0,0.7382,,2.0,,1.0,,,,,,1.0
11409039,away,Estoril Praia,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,184,577,M,973841,EUR,980812800,M,7,7,True,25.0,23.0,1.0,,5.0,5.0,18.0,20.0,1.0,3.0,,,,45.0,31.0,6.6,3.0,0.0107092,1,,,,25,,,3.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,0.1072,,1.0,,,1.0,,,,,
11409039,away,Estoril Praia,Wagner Pina,wagner-pina,W. Pina,M,180,484,M,1513625,EUR,1036281600,D,79,79,True,6.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,,4.0,,,,21.0,12.0,6.6,4.0,0.00696267,0,,,,20,,,3.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,
11409039,away,Estoril Praia,João Carlos,joao-carlos,J. Carlos,F,187,69,M,880129,EUR,794016000,F,20,20,True,2.0,,,,,,,2.0,1.0,,,,,9.0,8.0,6.5,5.0,,1,,,,,,,3.0,3.0,2.0,,,,,,1.0,,1.0,3.0,,,,,,0.0336,,1.0,,,,,,,,
11409039,away,Estoril Praia,Nemanja Jović,nemanja-jovic,N. Jović,M,178,196,M,1046481,EUR,1028764800,F,29,29,True,1.0,1.0,,,,,1.0,1.0,,,,,,11.0,1.0,6.5,,0.00043074,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,away,Estoril Praia,Marcelo Carné,marcelo-carne,M. Carné,G,188,61,M,243463,EUR,634262400,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,away,Estoril Praia,Raúl Parra,raul-parra,R. Parra,D,187,79,M,1069725,EUR,943574400,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,away,Estoril Praia,Frederik Winther,frederik-winther,F. Winther,D,186,111,M,985738,EUR,978566400,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409039,away,Estoril Praia,Michel Costa,michel-costa,Michel,M,165,40,M,1015938,EUR,1008806400,M,48,48,True,,,,,,,,,,,,,,,,,,,0,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
