match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,player_firstName,player_lastName,stat_challengeLost,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_bigChanceMissed,stat_totalOffside
12988627,home,Harrogate Town,James Belshaw,james-belshaw,J. Belshaw,G,31,191.0,24,M,47310,EUR,653270400,G,31,31,False,True,38.0,17.0,32.0,11.0,0.0,8.0,9.0,9.0,29.0,1.0,1.0,1.0,1.0,9.0,5.0,5.0,1.0,90.0,47.0,8.1,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
12988627,home,Harrogate Town,Zico Asare,zico-asare,Z. Asare,D,2,176.0,9,M,991549,EUR,986947200,D,2,2,False,,34.0,25.0,3.0,,0.0,13.0,15.0,12.0,20.0,6.0,,,1.0,3.0,,,,90.0,53.0,7.0,16.0,0,1.0,3.0,3.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12988627,home,Harrogate Town,Anthony O'Connor,anthony-oconnor,A. O'Connor,D,15,188.0,27,M,137715,EUR,719971200,D,15,15,False,,30.0,19.0,9.0,5.0,0.0,14.0,19.0,5.0,11.0,3.0,,,7.0,2.0,,,,90.0,46.0,7.7,11.0,0,,5.0,2.0,5.0,,2.0,,,1.0,,4.0,,,,,,,,,,,,,,
12988627,home,Harrogate Town,Jasper Moon,jasper-moon,J. Moon,D,18,185.0,12,M,950349,EUR,975024000,D,5,5,False,,35.0,26.0,10.0,4.0,0.0,22.0,26.0,4.0,9.0,7.0,,,3.0,3.0,,,,90.0,44.0,7.0,9.0,0,,4.0,4.0,4.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12988627,home,Harrogate Town,Matthew Foulds,matthew-foulds,M. Foulds,D,14,178.0,11,M,808710,EUR,887673600,D,3,3,False,,42.0,21.0,17.0,5.0,0.0,11.0,21.0,10.0,21.0,7.0,1.0,1.0,2.0,2.0,,,,90.0,66.0,7.0,28.0,0,,1.0,4.0,2.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,
12988627,home,Harrogate Town,Ellis Taylor,ellis-taylor,E. Taylor,M,21,182.0,52,M,1082900,EUR,1050278400,M,21,21,False,,23.0,15.0,6.0,1.0,0.0,4.0,5.0,11.0,21.0,5.0,3.0,,1.0,10.0,,,,90.0,43.0,6.4,17.0,3,3.0,1.0,2.0,9.0,2.0,,2.0,2.0,1.0,,,,,3.0,1.0,,2.0,1.0,,,,,,,
12988627,home,Harrogate Town,Dean Cornelius,dean-cornelius,D. Cornelius,M,8,176.0,14,M,944180,EUR,986947200,M,8,8,False,,30.0,21.0,1.0,,0.0,9.0,9.0,12.0,22.0,4.0,,,,6.0,,,,90.0,39.0,7.1,11.0,0,1.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
12988627,home,Harrogate Town,Stephen Dooley,stephen-dooley,S. Dooley,M,,180.0,10,M,62337,EUR,687830400,M,22,22,False,,36.0,27.0,6.0,3.0,0.0,15.0,19.0,12.0,18.0,2.0,,,3.0,5.0,,,,90.0,48.0,6.9,11.0,0,1.0,4.0,1.0,4.0,,4.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
12988627,home,Harrogate Town,Stephen Duke-McKenna,stephen-duke-mckenna,S. Duke-McKenna,M,11,170.0,57,M,914881,EUR,966470400,M,9,9,False,,20.0,11.0,6.0,2.0,1.0,4.0,6.0,8.0,19.0,3.0,5.0,2.0,1.0,5.0,,,,69.0,44.0,7.0,21.0,2,5.0,2.0,,8.0,3.0,1.0,1.0,1.0,,,,,,,2.0,1.0,2.0,,1.0,1.0,,,,,
12988627,home,Harrogate Town,Josh March,josh-march,J. March,F,24,175.0,68,M,1014626,EUR,858643200,F,24,24,False,,18.0,10.0,,,0.0,1.0,3.0,9.0,15.0,9.0,,,,,,,,69.0,30.0,6.9,11.0,2,,3.0,6.0,8.0,,,1.0,1.0,2.0,4.0,,Josh,March,1.0,3.0,2.0,1.0,1.0,,,,,,,
