match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_totalContest,stat_wonContest,stat_totalTackle,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_errorLeadToAShot,stat_totalOffside,captain,stat_hitWoodwork,stat_goals,stat_clearanceOffLine
14065715,home,Olympique Lyonnais,Rémy Descamps,remy-descamps,R. Descamps,G,40,194.0,488,M,788180,EUR,835660800,G,40,40,False,18.0,13.0,5.0,1.0,0.0,13.0,17.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,90.0,28.0,7.3,5.0,8.77e-05,0.2051,0,0.4501,0.0,-0.05,0.27,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065715,home,Olympique Lyonnais,Ainsley Maitland-Niles,ainsley-maitland-niles,A. Maitland-Niles,D,98,178.0,1575,M,352768,EUR,872812800,D,98,98,False,50.0,46.0,6.0,5.0,0.0,19.0,21.0,29.0,1.0,7.0,,,,,90.0,62.0,7.0,8.0,0.0341202,,0,,0.16,0.01,-0.05,,,,27.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065715,home,Olympique Lyonnais,Clinton Mata,clinton-mata,C. Mata,D,22,180.0,1320,M,152813,EUR,721094400,D,22,22,False,37.0,36.0,2.0,1.0,0.0,17.0,17.0,20.0,2.0,5.0,,,,,90.0,48.0,6.8,4.0,0.0186491,,1,,0.22,-0.03,0.27,,,,19.0,2.0,2.0,,5.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0555,0.0,,,,,,,,,,,,,,,,,,
14065715,home,Olympique Lyonnais,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190.0,8301,M,758168,EUR,826243200,D,19,19,False,64.0,54.0,6.0,1.0,0.0,15.0,18.0,46.0,8.0,7.0,,,,,90.0,82.0,7.8,11.0,0.0604922,,1,,0.36,0.28,0.26,,,,39.0,,2.0,8.0,4.0,11.0,,1.0,1.0,,1.0,,2.0,3.0,0.0705,-0.32,niakhate,2.0,2.0,1.0,,,,,,,,,,,,,,
14065715,home,Olympique Lyonnais,Abner Vinícius,abner-vinicius,Abner Vinícius,D,16,181.0,3931,M,973838,EUR,959385600,D,16,16,False,20.0,14.0,2.0,,0.0,6.0,8.0,12.0,,1.0,,,,,71.0,34.0,6.5,10.0,0.0559004,,1,,0.05,0.41,0.19,,,,8.0,3.0,1.0,,1.0,2.0,,1.0,1.0,,,,,1.0,0.3358,-0.52,,,,2.0,1.0,1.0,1.0,1.0,2.0,0.2247,,,,,,,,
14065715,home,Olympique Lyonnais,Tanner Tessmann,tanner-tessmann,T. Tessmann,M,6,187.0,1230,M,1022084,EUR,1001289600,M,6,6,False,51.0,46.0,5.0,4.0,0.0,13.0,15.0,36.0,3.0,2.0,,,,,90.0,68.0,7.1,7.0,0.202084,,4,,0.32,0.14,0.22,,,,33.0,1.0,2.0,1.0,3.0,2.0,,2.0,1.0,,2.0,1.0,2.0,1.0,0.2865,-0.52,,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0173,1.0,,,,,,,
14065715,home,Olympique Lyonnais,Tyler Morton,tyler-morton,T. Morton,M,23,185.0,6667,M,979118,EUR,1036022400,M,23,23,False,61.0,58.0,9.0,8.0,0.0,15.0,15.0,46.0,1.0,3.0,,,,,90.0,75.0,7.5,10.0,0.386382,,1,,0.32,0.3,0.17,,,,43.0,11.0,,,2.0,1.0,,,3.0,,,,,2.0,0.0452,0.01,,1.0,1.0,,4.0,,,,,,1.0,,,,,,,
14065715,home,Olympique Lyonnais,Adam Karabec,adam-karabec,A. Karabec,M,7,186.0,1393,M,1000175,EUR,1057104000,M,7,7,False,25.0,23.0,1.0,,0.0,5.0,5.0,20.0,,,,,,,89.0,44.0,6.7,12.0,0.0704501,,2,,0.05,0.34,-0.05,,,,18.0,6.0,,,5.0,4.0,1.0,3.0,1.0,1.0,,,,2.0,0.0473,-0.37,,2.0,1.0,,1.0,,,,,,2.0,3.0,,,,,,
14065715,home,Olympique Lyonnais,Khalis Merah,khalis-merah,K. Merah,M,44,178.0,3633,,2127096,EUR,1172188800,M,44,44,False,23.0,19.0,,,0.0,9.0,10.0,13.0,,4.0,,,,,71.0,30.0,6.7,7.0,0.018628,,0,,-0.38,0.6,-0.1,,Khalis,Merah,10.0,,1.0,,2.0,2.0,1.0,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,2.0,1.0,,,,,
14065715,home,Olympique Lyonnais,Malick Fofana,malick-fofana,M. Fofana,F,11,169.0,6170,M,1195784,EUR,1112227200,M,11,11,False,19.0,17.0,1.0,,0.0,6.0,7.0,12.0,,4.0,,,,,53.0,30.0,7.3,4.0,0.256931,,2,,0.43,0.33,0.0,,Malick Fofana,,11.0,2.0,1.0,,3.0,3.0,,,1.0,,,,1.0,1.0,0.096,-0.33,,2.0,1.0,,1.0,1.0,,2.0,,0.302,,2.0,,1.0,,,,
