match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOwnHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_accurateCross,captain,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_errorLeadToAShot
12437536,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,27.0,7.0,27.0,7.0,0.0,1.0,7.0,26.0,2.0,8.0,2.0,1.0,2.0,1.0,90.0,35.0,7.1,20.0,0.00190546,0,0.5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437536,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,25.0,20.0,4.0,2.0,0.0,7.0,14.0,19.0,6.0,4.0,,,,,90.0,63.0,7.8,12.0,0.0660105,0,,6.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12437536,home,Deportivo Alavés,Facundo Garcés,facundo-garces,F. Garcés,D,2,191,1959,M,879875,EUR,936489600,D,2,2,False,19.0,11.0,5.0,3.0,0.0,7.0,4.0,12.0,7.0,,,,,,90.0,31.0,7.2,8.0,0.0390914,0,,7.0,,,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
12437536,home,Deportivo Alavés,Santiago Mouriño,santiago-mourino,S. Mouriño,D,15,186,2593,M,1468046,EUR,1013558400,D,12,12,False,16.0,12.0,3.0,1.0,0.0,7.0,6.0,9.0,7.0,3.0,,,,,90.0,33.0,7.0,6.0,0.00422175,0,,6.0,,3.0,2.0,5.0,7.0,1.0,1.0,,,,1.0,3.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,
12437536,home,Deportivo Alavés,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,3,3,False,19.0,14.0,3.0,1.0,0.0,6.0,9.0,17.0,1.0,2.0,,,,,90.0,52.0,6.4,21.0,0.0647545,0,,6.0,4.0,1.0,,9.0,2.0,,3.0,3.0,,,1.0,2.0,1.0,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,
12437536,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,30.0,21.0,6.0,3.0,0.0,9.0,12.0,23.0,,4.0,,,,,90.0,38.0,6.8,11.0,0.0718597,0,,9.0,2.0,,1.0,5.0,4.0,1.0,,,,,1.0,3.0,2.0,,4.0,1.0,,,,,,,,,,,,,,,
12437536,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,False,33.0,26.0,4.0,,0.0,11.0,16.0,22.0,1.0,6.0,,,,,72.0,41.0,6.8,8.0,0.0153081,0,,10.0,,2.0,1.0,3.0,5.0,,,,,,1.0,4.0,2.0,,1.0,,,,1.0,,True,,,,,,,,,,
12437536,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,7,7,False,18.0,14.0,2.0,,0.0,4.0,14.0,19.0,2.0,1.0,,,,,90.0,44.0,6.5,16.0,0.10713,1,,3.0,5.0,4.0,2.0,17.0,4.0,5.0,3.0,4.0,1.0,,1.0,1.0,,,2.0,1.0,,,3.0,3.0,,1.0,1.0,0.0501,,,,,,,
12437536,home,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,M,18,18,False,22.0,15.0,1.0,,0.0,6.0,12.0,17.0,,4.0,,,,,72.0,32.0,6.2,11.0,0.00671263,1,,3.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,3.0,,,,1.0,,,,1.0,0.0582,1.0,,,,,,
12437536,home,Deportivo Alavés,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,21,21,False,25.0,18.0,1.0,,0.0,2.0,16.0,24.0,2.0,6.0,,,,,89.0,47.0,6.6,16.0,0.0176954,2,,2.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,1.0,,,2.0,2.0,1.0,2.0,1.0,,,,2.0,,,1.0,,0.0933,,2.0,,,,,
12437536,home,Deportivo Alavés,Kike García,kike-garcia,K. García,F,19,186,1005,M,84972,EUR,627955200,F,17,17,False,15.0,10.0,1.0,,0.0,4.0,7.0,11.0,1.0,4.0,,,,,90.0,41.0,6.6,17.0,0.00653419,4,,3.0,,8.0,3.0,17.0,7.0,1.0,7.0,,,,,3.0,1.0,1.0,1.0,,,,5.0,,,,2.0,0.2945,1.0,,2.0,1.0,0.2003,,
12437536,home,Deportivo Alavés,Carlos Benavídez,carlos-benavidez,C. Benavídez,M,23,185,382,M,873717,EUR,891216000,M,23,23,True,12.0,5.0,4.0,1.0,0.0,1.0,5.0,11.0,2.0,1.0,,,,,18.0,16.0,6.7,7.0,0.020864,0,,,,1.0,,2.0,1.0,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
12437536,home,Deportivo Alavés,Joan Jordán,joan-jordan,J. Jordán,M,8,184,752,M,591750,EUR,773452800,M,24,24,True,8.0,7.0,1.0,1.0,0.0,,7.0,10.0,1.0,,,,,,18.0,12.0,6.7,3.0,0.0139916,0,,,2.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12437536,home,Deportivo Alavés,Tomás Conechny,tomas-conechny,T. Conechny,F,17,170,499,M,822607,EUR,891216000,F,10,10,True,2.0,2.0,,,0.0,1.0,1.0,1.0,,,,,,,1.0,2.0,,,0.00036546,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437536,home,Deportivo Alavés,Jesús Owono,jesus-owono,J. Owono,G,13,183,434,M,990659,EUR,983404800,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
