match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_errorLeadToAShot,stat_wonContest,stat_fouls,player_sofascoreId,stat_dispossessed,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_goalAssist,stat_goals
10385464,home,Leeds United,Illan Meslier,,,illan-meslier,I. Meslier,G,16,196,1694,M,906076,EUR,951955200,G,1,1,False,20.0,7.0,17.0,4.0,3.0,4.0,4.0,16.0,2.0,6.0,2.0,3.0,2.0,2.0,90.0,31.0,6.7,14.0,0.0,0.0,0.0027401,0,-0.0268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385464,home,Leeds United,Luke Ayling,,,luke-ayling,L. Ayling,D,12,183,334,M,102624,EUR,683078400,D,2,2,False,28.0,20.0,4.0,3.0,10.0,12.0,10.0,17.0,1.0,9.0,,,,,90.0,59.0,7.5,13.0,0.146,0.0557,0.076756,2,,True,1.0,1.0,3.0,4.0,13.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,
10385464,home,Leeds United,Robin Koch,,,robin-koch,R. Koch,D,4,190,1826,M,581302,EUR,837561600,D,5,5,False,27.0,20.0,5.0,2.0,12.0,13.0,8.0,14.0,6.0,3.0,,,,,90.0,37.0,6.4,8.0,0.2446,0.0,0.00152075,1,,,,1.0,4.0,3.0,5.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385464,home,Leeds United,Maximilian Wöber,,,maximilian-wober,M. Wöber,D,39,188,655,M,794962,EUR,886550400,D,39,39,False,28.0,16.0,8.0,1.0,9.0,15.0,8.0,14.0,1.0,4.0,,,,,90.0,36.0,6.4,12.0,0.1953,0.0,0.0547587,2,,,1.0,3.0,2.0,3.0,5.0,,,,,1.0,,3.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10385464,home,Leeds United,Junior Firpo,,,junior-firpo,J. Firpo,D,23,184,2241,M,914835,EUR,840672000,D,3,3,False,28.0,20.0,4.0,2.0,9.0,12.0,11.0,17.0,,10.0,,,,,90.0,45.0,6.8,11.0,0.0,0.0,0.0233942,0,,,1.0,,1.0,1.0,5.0,,1.0,,,,2.0,3.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,
10385464,home,Leeds United,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,881931,EUR,904262400,M,28,28,False,22.0,18.0,1.0,1.0,9.0,10.0,9.0,12.0,,6.0,,,,,86.0,35.0,6.6,7.0,0.1652,0.0,0.0118013,1,,,,2.0,2.0,6.0,5.0,1.0,1.0,,,,1.0,2.0,1.0,,,1.0,,1.0,,1.0,,west.mckennie,3.0,,,,,,
10385464,home,Leeds United,Tyler Adams,,,tyler-adams,T. Adams,M,12,175,2918,M,800419,EUR,918950400,M,12,12,False,30.0,24.0,2.0,,17.0,17.0,7.0,13.0,1.0,5.0,,,,,90.0,42.0,6.7,8.0,0.0,0.0,0.00368278,0,,,,,2.0,3.0,4.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,
10385464,home,Leeds United,Crysencio Summerville,,,crysencio-summerville,C. Summerville,M,7,174,5285,M,917005,EUR,1004400000,M,10,10,False,20.0,14.0,2.0,2.0,5.0,6.0,9.0,15.0,2.0,15.0,,,,,90.0,46.0,6.6,16.0,0.4519,0.3264,0.0282217,4,,,1.0,,,8.0,7.0,2.0,5.0,,3.0,,1.0,,,4.0,4.0,,,1.0,,3.0,1.0,csummerville7,3.0,,1.0,2.0,,,
10385464,home,Leeds United,Jack Harrison,,,jack-harrison,J. Harrison,M,17,175,1145,M,829570,EUR,848448000,M,11,11,False,16.0,8.0,2.0,1.0,1.0,1.0,9.0,23.0,1.0,5.0,,,,,73.0,46.0,6.2,24.0,0.2835,0.0,0.161674,1,,,8.0,3.0,,12.0,5.0,1.0,3.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,,,7.0,,1.0,,,,
10385464,home,Leeds United,Wilfried Gnonto,,,wilfried-gnonto,W. Gnonto,M,29,170,3597,M,998951,EUR,1067990400,M,29,29,False,14.0,12.0,1.0,,6.0,6.0,7.0,11.0,,7.0,,,,,90.0,37.0,6.3,11.0,0.1143,0.0185,0.249466,2,,,3.0,1.0,,9.0,5.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,1.0,2.0,,3.0,,,,,,
