match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_challengeLost,stat_interceptionWon,stat_accurateCross,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_totalOffside
11391258,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,True,35.0,27.0,14.0,6.0,25.0,27.0,2.0,8.0,1.0,1.0,1.0,2.0,16.0,1.0,4.0,1.0,3.0,90.0,50.0,7.3,9.0,0.00113255,0,-0.5748,,,,,,,,,,,,,,,,,,,,,,,,,,
11391258,home,Stade Rennais,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,,55.0,49.0,6.0,2.0,27.0,28.0,22.0,28.0,,1.0,4.0,10.0,7.0,3.0,,,,90.0,80.0,6.8,12.0,0.0104288,0,,Alidu Seidu,,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
11391258,home,Stade Rennais,Christopher Wooh,christopher-wooh,C. Wooh,D,3,190,3805,M,930231,EUR,1000771200,D,4,4,False,,76.0,66.0,8.0,1.0,44.0,46.0,22.0,30.0,3.0,5.0,7.0,6.0,4.0,,,,,90.0,79.0,6.4,10.0,0.0122875,0,,,,,,,,1.0,1.0,1.0,,3.0,chriswooh,1.0,,,,,,,,,,,,,
11391258,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,,46.0,41.0,4.0,1.0,24.0,25.0,17.0,21.0,,,,1.0,1.0,1.0,,,,57.0,51.0,6.6,5.0,0.0212263,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11391258,home,Stade Rennais,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176,1506,M,999028,EUR,1006214400,D,3,3,False,,42.0,36.0,4.0,2.0,12.0,15.0,26.0,31.0,3.0,2.0,7.0,4.0,2.0,,,,,90.0,71.0,6.5,14.0,0.0754644,0,,,,4.0,,5.0,1.0,2.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,
11391258,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,,31.0,20.0,1.0,,7.0,12.0,14.0,20.0,,1.0,1.0,3.0,2.0,1.0,,,,66.0,40.0,6.9,12.0,0.146264,1,,,,1.0,,,,2.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,0.0355,,,,,,,,
11391258,home,Stade Rennais,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,False,,73.0,65.0,3.0,1.0,30.0,32.0,35.0,42.0,1.0,,6.0,10.0,6.0,2.0,,,,77.0,95.0,7.2,14.0,0.0548544,0,,,,1.0,2.0,2.0,1.0,,7.0,4.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,
11391258,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,,51.0,51.0,3.0,3.0,25.0,25.0,26.0,26.0,7.0,3.0,10.0,6.0,2.0,,,,,66.0,62.0,7.4,1.0,0.0635283,2,,,,,1.0,,,2.0,3.0,3.0,,2.0,,1.0,1.0,,3.0,2.0,0.1304,1.0,,,,,,,
11391258,home,Stade Rennais,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,1154605,EUR,1117756800,M,33,33,False,,28.0,23.0,1.0,1.0,4.0,4.0,20.0,30.0,1.0,,6.0,5.0,7.0,3.0,,,,90.0,54.0,6.7,17.0,0.118763,2,,Désiré Doué,,6.0,2.0,3.0,1.0,,1.0,1.0,3.0,,DD14,1.0,,1.0,1.0,,0.6241,,1.0,2.0,,,,,
11391258,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,False,,19.0,17.0,,,5.0,5.0,12.0,14.0,2.0,,8.0,,2.0,,,,,90.0,30.0,7.6,9.0,0.358009,2,,,,,5.0,,,,,,2.0,1.0,,,,,2.0,1.0,0.0801,,,1.0,1.0,2.0,,,
11391258,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,10,10,False,,25.0,24.0,,,6.0,6.0,18.0,19.0,1.0,,4.0,,4.0,,,,,67.0,38.0,6.7,7.0,0.0793127,3,,,,,,2.0,,,,,4.0,,amine_gouiri,1.0,2.0,,,2.0,0.1983,1.0,,,,,1.0,,
11391258,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,True,,24.0,22.0,5.0,4.0,12.0,13.0,10.0,11.0,2.0,2.0,3.0,4.0,,1.0,,,,33.0,30.0,6.8,2.0,0.0216562,1,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,0.0283,,,,,,1.0,,
11391258,home,Stade Rennais,Fabian Rieder,fabian-rieder,F. Rieder,M,32,181,1574,M,929620,EUR,1013817600,M,32,32,True,,20.0,15.0,2.0,,5.0,5.0,10.0,16.0,,,,3.0,1.0,,,,,24.0,25.0,7.1,6.0,0.0876445,0,,,,1.0,,,,,3.0,1.0,,,,,,,1.0,,,,,,,1.0,,,
11391258,home,Stade Rennais,Ibrahim Salah,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,F,34,34,True,,7.0,6.0,1.0,,2.0,2.0,4.0,7.0,,,1.0,,,,,,,24.0,13.0,7.2,5.0,0.00268046,1,,,,2.0,1.0,,,,,,1.0,,,,1.0,,,,0.4731,,,1.0,,,,1.0,
11391258,home,Stade Rennais,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1629,M,1382235,EUR,1026432000,F,99,99,True,,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,,,,23.0,9.0,6.3,1.0,0.00124961,3,,Bertug Yildirim,,,,,,,,,,1.0,,,,,1.0,,0.4603,,2.0,2.0,,,1.0,,
11391258,home,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,M,11,11,True,,11.0,10.0,2.0,1.0,1.0,1.0,10.0,11.0,,,2.0,2.0,2.0,,,,,13.0,18.0,7.1,2.0,0.168894,1,,,,1.0,1.0,,,,2.0,2.0,,1.0,,,,1.0,1.0,,0.0079,,,,,1.0,1.0,,
