match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,player_sofascoreId,stat_challengeLost,player_firstName,player_lastName,stat_totalCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_punches,stat_clearanceOffLine,stat_errorLeadToAShot
11693208,home,Bournemouth,Ionuț Radu,ionut-radu,I. Radu,G,13,188.0,3688,M,815202,EUR,864777600,G,20,20,False,26.0,9.0,21.0,6.0,6.0,13.0,3.0,13.0,1.0,6.0,3.0,5.0,90.0,38.0,7.1,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693208,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180.0,481,M,44566,EUR,672883200,D,15,15,False,26.0,21.0,2.0,1.0,11.0,13.0,10.0,13.0,1.0,1.0,,,81.0,48.0,6.6,9.0,0,True,3.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11693208,home,Bournemouth,Chris Mepham,chris-mepham,C. Mepham,D,2,191.0,389,M,865740,EUR,878688000,D,6,6,False,41.0,31.0,5.0,1.0,23.0,27.0,8.0,14.0,8.0,6.0,,,90.0,58.0,6.7,14.0,0,,2.0,3.0,4.0,2.0,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11693208,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189.0,17070,M,1023567,EUR,1030838400,D,27,27,False,26.0,17.0,9.0,3.0,11.0,14.0,6.0,12.0,5.0,6.0,,,90.0,34.0,6.4,9.0,0,,,1.0,1.0,,,,,,,1.0,IlliaZabarnyi,1.0,,,,,,,,,,,,,,,,,,,,
11693208,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180.0,25969,M,1097425,EUR,1068163200,D,3,3,False,17.0,13.0,3.0,1.0,5.0,5.0,8.0,13.0,,2.0,,,90.0,41.0,6.8,9.0,2,,2.0,3.0,4.0,,1.0,2.0,2.0,2.0,2.0,,miloskerkez,,Milos,Kerkez,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11693208,home,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178.0,2368,M,1104986,EUR,1061424000,M,14,14,False,33.0,23.0,3.0,,14.0,16.0,10.0,21.0,,10.0,,,81.0,60.0,7.1,22.0,1,,,6.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,,1.0,Alex Scott,,4.0,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,
11693208,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193.0,1783,M,548660,EUR,834451200,M,29,29,False,22.0,17.0,1.0,1.0,9.0,13.0,8.0,9.0,1.0,3.0,,,61.0,34.0,6.7,8.0,0,,,4.0,4.0,1.0,,1.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,
11693208,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,24,185.0,91394,M,934354,EUR,947203200,M,24,24,False,11.0,8.0,,,1.0,2.0,7.0,9.0,,2.0,,,74.0,28.0,6.8,7.0,2,,,3.0,8.0,,1.0,1.0,3.0,1.0,2.0,1.0,antoinesemenyo42,,,,,1.0,,,,,,6.0,5.0,,1.0,1.0,1.0,2.0,,,,
11693208,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178.0,1202,M,322391,EUR,793411200,M,10,10,False,26.0,22.0,3.0,3.0,5.0,6.0,18.0,24.0,,5.0,,,90.0,44.0,7.1,9.0,2,,,7.0,5.0,,,,,4.0,1.0,,,4.0,,,4.0,,,,,1.0,2.0,1.0,1.0,,2.0,3.0,,,,,,
11693208,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171.0,6947,M,851596,EUR,925862400,M,19,19,False,9.0,8.0,1.0,,2.0,2.0,6.0,8.0,1.0,6.0,,,74.0,30.0,8.1,9.0,5,,,5.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,,justinkluivert,1.0,,,1.0,4.0,,1.0,,,,3.0,,1.0,1.0,4.0,,,1.0,,,
