match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_wonTackle,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_wasFouled,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_penaltyWon
12499480,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,32.0,23.0,15.0,7.0,1.0,20.0,24.0,3.0,8.0,7.0,1.0,1.0,4.0,90.0,40.0,7.0,10.0,0.00415863,1.0,0,-0.4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499480,home,VfB Stuttgart,Pascal Stenzel,,,pascal-stenzel,P. Stenzel,D,15,184,266,M,352562,EUR,827280000,D,15,15,False,19.0,18.0,5.0,5.0,0.0,12.0,12.0,6.0,9.0,,,,,45.0,30.0,6.7,4.0,0.00580874,,1,,2.0,2.0,2.0,1.0,3.0,1.0,0.0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499480,home,VfB Stuttgart,Anrie Chase,Anrie Chase,,anrie-chase,A. Chase,D,91,187,1193,M,1154597,EUR,1080086400,D,45,45,False,67.0,62.0,5.0,4.0,0.0,53.0,57.0,9.0,10.0,4.0,,,,90.0,78.0,6.8,5.0,0.00846281,,1,,,3.0,3.0,,2.0,,0.0448,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499480,home,VfB Stuttgart,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,70.0,60.0,9.0,5.0,0.0,41.0,45.0,19.0,25.0,5.0,,,,90.0,80.0,6.7,10.0,0.0340283,,0,,,,1.0,,5.0,,,3.0,6.0,,,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12499480,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,49.0,46.0,3.0,2.0,0.0,20.0,22.0,28.0,33.0,2.0,,,,89.0,73.0,7.3,8.0,0.194966,3.0,1,,6.0,,3.0,,1.0,,0.0198,,4.0,,,1.0,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12499480,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,60.0,59.0,3.0,3.0,0.0,29.0,29.0,30.0,31.0,2.0,,,,90.0,77.0,7.2,3.0,0.0566332,1.0,1,,,2.0,3.0,,2.0,2.0,0.0265,2.0,8.0,1.0,1.0,1.0,,3.0,2.0,1.0,,,,,4.0,True,,,,,,,,,,,,,,,
12499480,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,65.0,58.0,5.0,2.0,0.0,25.0,29.0,35.0,42.0,4.0,,,,90.0,81.0,7.0,11.0,0.249302,2.0,1,,6.0,,,,4.0,,0.1542,,1.0,,,1.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
12499480,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,13.0,6.0,3.0,1.0,0.0,2.0,2.0,4.0,13.0,2.0,,,,74.0,29.0,7.1,13.0,0.00757882,,3,,2.0,,3.0,,1.0,1.0,0.1659,,2.0,1.0,1.0,,,,,,,,,3.0,1.0,,1.0,3.0,1.0,1.0532,,,,,,,,,,,
12499480,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,False,31.0,28.0,2.0,1.0,0.0,11.0,11.0,19.0,27.0,5.0,,,,90.0,55.0,6.7,11.0,0.614229,4.0,6,,7.0,,4.0,2.0,,2.0,2.4254,,3.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,1.0,,,3.0,3.0,1.0,1.2276,1.0,1.0,,,,,,,,,
12499480,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,27,27,False,18.0,14.0,2.0,1.0,0.0,3.0,5.0,11.0,14.0,1.0,,,,45.0,24.0,6.6,8.0,0.0588693,1.0,1,,1.0,,2.0,,,,0.0634,,,1.0,,,,,,,,,,1.0,,,,1.0,,0.0829,,,,,,,,,,,
