match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_fouls,stat_keyPass,stat_dribbleValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_penaltyWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,captain,stat_shotOffTarget,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
14083109,home,Deportivo Alavés,Toni Martínez,toni-martinez,T. Martínez,F,11,180.0,1253,M,831253,EUR,867628800,F,11,11,False,13.0,7.0,,,0.0,3.0,5.0,4.0,8.0,8.0,9.0,1.0,,,,,,,,80.0,25.0,6.9,10.0,0.00339225,,2,,-0.09,-0.05,,7.0,,,,,0.04,5.0,,3.0,1.0,1.0,,,,,,1.0,,,,,,0.0375,,-0.19,,,2.0,,,,,,,
14083109,home,Deportivo Alavés,Victor Parada,victor-parada,V. Parada,D,24,184.0,129,M,985726,EUR,1017878400,D,24,24,True,3.0,1.0,,,0.0,,,1.0,3.0,2.0,2.0,1.0,,,,,,,,33.0,8.0,6.6,4.0,0.00890231,,0,,-0.02,-0.05,,2.0,,,2.0,,0.05,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,891931,EUR,868233600,M,6,6,True,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,2.0,3.0,3.0,,,,,,,,32.0,15.0,6.5,5.0,0.0058016,,0,,0.07,-0.06,,7.0,2.0,,,,-0.05,1.0,,,,3.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Carlos Benavídez,carlos-benavidez,C. Benavídez,M,23,185.0,382,M,873717,EUR,891216000,M,23,23,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,,,,,,,,,,,10.0,6.0,6.4,2.0,0.00834536,,0,,-0.04,-0.01,,2.0,1.0,,1.0,1.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Mariano Díaz,mariano-diaz,M. Díaz,F,9,180.0,3953,M,175753,EUR,744163200,F,9,9,True,5.0,4.0,,,0.0,,,4.0,5.0,,,,,,,,,,,10.0,7.0,6.3,3.0,0.0103835,,0,,-0.08,0.13,,3.0,,,1.0,,0.02,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Denis Suárez,denis-suarez,D. Suárez,M,4,176.0,1456,M,138383,EUR,757814400,M,4,4,True,1.0,,,,0.0,,1.0,,,,1.0,1.0,,,,,,,,17.0,4.0,6.5,1.0,,,0,,-0.02,0.14,,1.0,,,,,0.01,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Raúl Fernández,raul-fernandez,R. Fernández,G,13,196.0,94,M,31828,EUR,574214400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Ruben Montero,montero-ruben,R. Montero,G,33,,14,M,1561798,EUR,1125187200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Rúben Montero,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184.0,537,M,934383,EUR,978912000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Calebe Gonçalves,calebe,Calebe,M,20,173.0,643,M,1046796,EUR,957052800,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Calebe,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Abderrahman Rebbach,abderrahman-rebbach,A. Rebbach,M,21,176.0,1315,M,1082968,EUR,902793600,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Lander Pinillos,lander-pinillos,L. Pinillos,M,28,,8,M,1122588,EUR,1065398400,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,home,Deportivo Alavés,Youssef Enriquez Lekhedim,youssef-lekhedim,Y. Lekhedim,M,3,170.0,10112,M,1403364,EUR,1128643200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yuusiii3,,,,,,
14083109,away,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189.0,12131,M,69768,EUR,726364800,G,13,13,False,27.0,23.0,14.0,10.0,0.0,17.0,18.0,6.0,9.0,1.0,1.0,,12.0,,,1.0,,,,90.0,36.0,6.9,4.0,0.00149391,0.0389,0,-0.2376,0.12,-0.06,0.05,,,,,,-0.06,,,,,,,,,,,,,,,,,,,,,True,,oblakjan,1.0,1.0,,,,
14083109,away,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184.0,9206,M,353138,EUR,791424000,D,14,14,False,65.0,56.0,3.0,,0.0,31.0,35.0,25.0,30.0,,,2.0,5.0,,,,,,,90.0,80.0,6.2,13.0,0.0275069,,2,,-0.1,-0.22,,2.0,,,2.0,,0.34,,,,,,,,,1.0,,,,,,1.0,,0.2473,0.611,-0.55,,,1.0,marcosllorente,,,,,,
14083109,away,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187.0,6479,M,787751,EUR,847670400,D,24,24,False,65.0,64.0,,,0.0,43.0,44.0,21.0,21.0,3.0,4.0,2.0,2.0,,,,,,,90.0,73.0,6.6,3.0,0.00855054,,0,,0.21,-0.13,,3.0,,1.0,,,0.13,3.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,lenormand_r,,,,,,
14083109,away,Atlético Madrid,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186.0,7982,M,580550,EUR,803347200,D,15,15,False,81.0,73.0,15.0,10.0,0.0,35.0,37.0,38.0,44.0,3.0,5.0,2.0,5.0,,,,,,,90.0,92.0,7.1,12.0,0.0190784,,1,,0.31,-0.13,,2.0,,,,,0.26,2.0,,1.0,,,1.0,1.0,,2.0,,1.0,1.0,,,,,0.0277,,-0.06,,,1.0,clement_lenglet,,,,,,
14083109,away,Atlético Madrid,Dávid Hancko,david-hancko,D. Hancko,D,17,188.0,4751,M,807771,EUR,881971200,D,17,17,False,23.0,16.0,2.0,1.0,0.0,7.0,10.0,9.0,13.0,1.0,3.0,1.0,3.0,,,,,,,72.0,37.0,6.3,12.0,0.0185062,,1,,0.15,-0.22,,4.0,,2.0,1.0,1.0,0.09,1.0,,,1.0,2.0,1.0,,,4.0,,,,,,,,0.0296,,-0.21,,,1.0,,,,,,,
14083109,away,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178.0,16028,M,1099352,EUR,1040169600,M,20,20,False,39.0,31.0,1.0,1.0,0.0,11.0,13.0,20.0,26.0,3.0,11.0,,3.0,,,,,,,88.0,59.0,8.2,13.0,0.464741,,1,,-0.14,-0.08,,5.0,1.0,,2.0,,0.43,1.0,,3.0,2.0,1.0,3.0,1.0,,,,4.0,3.0,,,1.0,1.0,0.1462,0.4194,0.56,,,,giulisimeone,,,,,,
14083109,away,Atlético Madrid,Johnny Cardoso,johnny,J. Cardoso,M,5,186.0,5097,M,990169,EUR,1000944000,M,5,5,False,31.0,25.0,1.0,,0.0,12.0,16.0,13.0,15.0,3.0,5.0,1.0,2.0,,,,,,,72.0,38.0,6.3,8.0,0.0125895,,0,,-0.02,-0.07,,9.0,1.0,,3.0,1.0,0.09,3.0,,,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
14083109,away,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181.0,6589,M,1142588,EUR,1055635200,M,8,8,False,59.0,50.0,3.0,1.0,0.0,15.0,17.0,35.0,42.0,1.0,10.0,1.0,7.0,,,,,,,90.0,82.0,7.0,15.0,0.0510835,,2,,-0.06,0.19,,5.0,1.0,1.0,2.0,,0.18,1.0,,2.0,1.0,,5.0,4.0,,3.0,1.0,4.0,3.0,,,,,0.0405,,-0.15,1.0,,1.0,PBarrios,,,,,,
14083109,away,Atlético Madrid,Thiago Almada,thiago-almada,T. Almada,M,11,171.0,27604,M,944660,EUR,988243200,M,11,11,False,22.0,18.0,,,0.0,7.0,7.0,11.0,15.0,,6.0,,8.0,,,,,,,73.0,38.0,7.0,8.0,0.0250045,,2,,0.07,0.15,,3.0,,1.0,,,0.1,1.0,1.0,3.0,1.0,1.0,3.0,2.0,,,,3.0,2.0,,,1.0,,0.1948,0.1612,0.17,1.0,,,thiago_almada23,,,,,,
14083109,away,Atlético Madrid,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195.0,17312,M,309078,EUR,818121600,F,9,9,False,16.0,9.0,,,0.0,1.0,2.0,8.0,14.0,5.0,6.0,,2.0,,,,,,,90.0,24.0,5.9,11.0,0.0130211,,1,,-0.18,-0.36,,9.0,2.0,,5.0,,-0.16,2.0,,2.0,1.0,,,,,,,,,,,1.0,,0.0698,0.2414,-0.09,,,,asorloth,,,1.0,1.0,,
14083109,away,Atlético Madrid,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170.0,224894,M,944656,EUR,949276800,F,19,19,False,27.0,19.0,1.0,,0.0,3.0,3.0,16.0,24.0,,3.0,,,,,,,,,88.0,45.0,6.3,17.0,0.338676,,2,,0.03,-0.03,,5.0,1.0,1.0,,1.0,0.01,2.0,,2.0,1.0,,2.0,1.0,,6.0,2.0,2.0,,,,1.0,,0.0558,0.0624,0.0,1.0,,,LaAraña,,,,,,
14083109,away,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182.0,16658,M,904970,EUR,949795200,M,4,4,True,26.0,23.0,1.0,1.0,0.0,6.0,7.0,17.0,19.0,1.0,4.0,,2.0,,,,,,,18.0,30.0,7.0,3.0,0.0248406,,0,,0.11,0.0,,2.0,,1.0,,,0.2,2.0,,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,conorgallagher92,,,,,,
14083109,away,Atlético Madrid,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187.0,2490,M,965011,EUR,1026345600,D,3,3,True,21.0,19.0,,,0.0,5.0,5.0,14.0,16.0,1.0,1.0,,2.0,,,,,,,18.0,30.0,6.5,5.0,0.0186702,,0,,-0.12,0.14,,3.0,,,1.0,,0.01,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14083109,away,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176.0,100258,M,85859,EUR,669513600,F,7,7,True,23.0,17.0,5.0,3.0,0.0,4.0,5.0,13.0,18.0,,,,2.0,1.0,,,,,,17.0,30.0,6.2,9.0,0.0650135,,1,,-0.3,-0.17,,1.0,,,,1.0,0.19,,,,,1.0,,,,5.0,2.0,,,,,,,0.1661,,-0.13,,,1.0,AGriez,,,,,1.0,1.0
14083109,away,Atlético Madrid,Koke,koke,Koke,M,6,177.0,5822,M,84539,EUR,694828800,M,6,6,True,23.0,20.0,2.0,1.0,0.0,3.0,4.0,17.0,19.0,,1.0,,,,,,,,,18.0,28.0,6.8,4.0,0.102783,,0,,0.27,-0.01,,1.0,,,1.0,2.0,0.04,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,Koke6,,,,,,
14083109,away,Atlético Madrid,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172.0,8190,M,865651,EUR,950832000,F,22,22,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,1.0,,,,,,,18.0,5.0,6.2,1.0,0.0004346,,2,,-0.18,0.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,1.0,,0.0868,0.8363,0.09,,,1.0,giacomo.raspadori,,,,,,
14083109,away,Atlético Madrid,Juan Musso,juan-musso,J. Musso,G,1,191.0,4938,M,263651,EUR,768182400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juanmusso,,,,,,
14083109,away,Atlético Madrid,Salvi Esquivel,salvi-esquivel,S. Esquivel,G,31,193.0,254,M,1179149,EUR,1128038400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Salvi Esquivel,,,,,,,,,,,,,,,,
14083109,away,Atlético Madrid,Marc Pubill,marc-pubill,Pubill,D,18,190.0,2708,M,1094106,EUR,1056067200,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,away,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172.0,2472,M,825133,EUR,785203200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,away,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175.0,13426,M,831799,EUR,891820800,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nahuelmolina_35,,,,,,
14083109,away,Atlético Madrid,Jano Monserrate,jano-monserrate,J. Monserrate,M,27,177.0,264,M,1832286,EUR,1138406400,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083109,away,Atlético Madrid,Carlos Martín,carlos-martin,C. Martín,F,14,182.0,1239,M,1131581,EUR,1019433600,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Carlos Martín,,,,,,,,,,,,,,,,
