match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_outfielderBlock,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11408342,home,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,False,27.0,16.0,19.0,8.0,9.0,11.0,7.0,16.0,2.0,7.0,2.0,2.0,2.0,90.0,37.0,7.3,11.0,0.00288257,0,0.9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408342,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,23.0,20.0,2.0,1.0,17.0,17.0,3.0,6.0,1.0,2.0,,,,90.0,40.0,6.6,10.0,0.00296082,0,,Dinis Pinto,,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11408342,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,51.0,42.0,10.0,3.0,35.0,38.0,7.0,13.0,9.0,1.0,,,,90.0,65.0,7.2,10.0,0.00297794,0,,,,2.0,3.0,,,2.0,,,1.0,True,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11408342,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,29.0,24.0,2.0,,23.0,25.0,1.0,4.0,5.0,2.0,,,,45.0,36.0,6.7,5.0,0.00045244,0,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11408342,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,17.0,10.0,4.0,1.0,7.0,9.0,4.0,14.0,5.0,3.0,,,,90.0,46.0,6.6,17.0,0.0351286,0,,,,8.0,6.0,3.0,4.0,,,,2.0,,1.0,3.0,1.0,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,
11408342,home,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,20.0,13.0,1.0,,4.0,8.0,9.0,12.0,3.0,6.0,,,,90.0,48.0,7.6,10.0,0.00496079,1,,,,3.0,13.0,2.0,,2.0,1.0,6.0,1.0,,,1.0,7.0,6.0,,,,1.0,0.028,,,,,,,,,,,,,,
11408342,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,39.0,34.0,5.0,2.0,21.0,22.0,13.0,17.0,2.0,5.0,,,,80.0,54.0,7.3,8.0,0.00524701,1,,,,4.0,5.0,2.0,,,,4.0,2.0,,,,1.0,1.0,,,,,0.0139,1.0,1.0,0.5807,,,,,,,,,,,
11408342,home,Moreirense,Luís Asué,luis-asue,L. Asué,F,12,186,441,M,1064103,EUR,994636800,M,9,9,False,9.0,5.0,,,2.0,3.0,3.0,6.0,,3.0,,,,68.0,26.0,6.7,10.0,0.0340885,2,,Luís,Asué,8.0,5.0,1.0,2.0,,3.0,,3.0,,1.0,1.0,3.0,1.0,,,1.0,2.0,0.3828,,,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,
11408342,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,22.0,19.0,1.0,1.0,8.0,8.0,11.0,16.0,,5.0,,,,90.0,41.0,7.4,11.0,0.222624,3,,,,5.0,5.0,1.0,2.0,,2.0,4.0,3.0,,,,1.0,,2.0,,,1.0,0.1199,2.0,,0.114,,1.0,1.0,,1.0,2.0,,,,,
11408342,home,Moreirense,João Camacho,joao-camacho,J. Camacho,M,37,174,51,M,317677,EUR,772329600,M,19,19,False,13.0,10.0,1.0,1.0,2.0,3.0,8.0,11.0,,1.0,,,,80.0,30.0,6.6,8.0,0.0873434,2,,,,8.0,7.0,,2.0,1.0,2.0,2.0,3.0,,2.0,2.0,3.0,2.0,1.0,,,,0.3614,1.0,,0.8239,1.0,1.0,1.0,,1.0,1.0,1.0,,,,
