match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_goalAssist,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,captain,stat_interceptionWon,stat_bigChanceMissed,stat_hitWoodwork,stat_dispossessed,stat_outfielderBlock,player_sofascoreId
11352396,home,Burnley,James Trafford,,,james-trafford,J. Trafford,G,1,197,21722,M,980643,EUR,1034208000,G,1,1,False,48.0,40.0,14.0,6.0,39.0,40.0,1.0,8.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,90.0,57.0,7.5,8.0,0.0026372,0,0.6121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352396,home,Burnley,Vitinho,,,vitinho,Vitinho,D,2,175,3591,M,914477,EUR,932688000,D,22,22,False,56.0,49.0,1.0,1.0,20.0,21.0,29.0,42.0,1.0,7.0,,,,,,90.0,81.0,7.7,15.0,0.0577085,2,,7.0,2.0,1.0,4.0,7.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1608,,,,,,,,,,,,,,,,
11352396,home,Burnley,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,2,2,False,74.0,60.0,13.0,7.0,23.0,26.0,37.0,50.0,3.0,5.0,,,,,,83.0,83.0,7.7,17.0,0.178389,1,,2.0,1.0,7.0,2.0,9.0,,,,1.0,,,,2.0,,0.019,1.0,1.0,2.0,1.0,,,,,,,,,,,,
11352396,home,Burnley,Jordan Beyer,,,jordan-beyer,J. Beyer,D,36,187,325,M,927175,EUR,958694400,D,5,5,False,57.0,53.0,6.0,4.0,36.0,37.0,17.0,20.0,,6.0,,,,,,90.0,62.0,7.6,4.0,0.00880686,1,,,1.0,,2.0,3.0,,,,,1.0,3.0,3.0,,,0.12,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11352396,home,Burnley,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183,248,M,166381,EUR,748224000,D,3,3,False,57.0,48.0,7.0,4.0,23.0,26.0,26.0,33.0,1.0,5.0,,,,,,90.0,70.0,7.6,12.0,0.197084,0,,2.0,2.0,3.0,2.0,3.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,
11352396,home,Burnley,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,809276,EUR,906163200,M,34,34,False,32.0,21.0,1.0,,4.0,7.0,19.0,29.0,,4.0,,,,,,65.0,43.0,7.6,14.0,0.0720232,4,,4.0,1.0,,3.0,2.0,,1.0,1.0,,3.0,,,1.0,,0.5044,,,2.0,3.0,2.0,1.0,1.0,1.0,0.4418,,,,,,,
11352396,home,Burnley,Sander Berge,,,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,53.0,46.0,5.0,3.0,15.0,17.0,31.0,36.0,1.0,4.0,,,,,,90.0,58.0,7.0,7.0,0.0498369,0,,,1.0,3.0,6.0,5.0,3.0,2.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
11352396,home,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,817,M,358394,EUR,819331200,M,8,8,False,60.0,53.0,2.0,1.0,25.0,28.0,28.0,32.0,1.0,3.0,,,,,,90.0,69.0,8.0,7.0,0.0473898,2,,,1.0,4.0,1.0,8.0,,,,,,3.0,1.0,2.0,,0.0711,,,,,,2.0,1.0,,0.4213,True,1.0,,,,,
11352396,home,Burnley,Luca Koleosho,Luca Koleosho,,luca-koleosho,L. Koleosho,M,24,175,1584,M,1216282,EUR,1095206400,M,30,30,False,23.0,20.0,,,2.0,3.0,18.0,23.0,,2.0,,,,,,76.0,42.0,7.2,13.0,0.0492578,3,,3.0,1.0,1.0,5.0,2.0,,3.0,1.0,2.0,,,,,1.0,0.3618,,,2.0,1.0,,1.0,1.0,4.0,0.1896,,,1.0,1.0,,,
11352396,home,Burnley,Jay Rodriguez,,,jay-rodriguez,J. Rodriguez,F,16,185,305,M,26989,EUR,617673600,F,9,9,False,28.0,20.0,2.0,1.0,6.0,7.0,14.0,22.0,1.0,4.0,,,,,,76.0,35.0,7.5,10.0,0.0198857,2,,1.0,4.0,3.0,5.0,3.0,,,,1.0,,,,,1.0,0.2193,,,1.0,,,1.0,1.0,1.0,0.7103,,,,,,,
