match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_dispossessed,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goalAssist,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_lastManTackle
10411637,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,40.0,33.0,21.0,14.0,28.0,30.0,5.0,10.0,1.0,9.0,1.0,1.0,2.0,90.0,52.0,6.6,7.0,0.0,0.0,0.00398635,0,-0.4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Lorenzo Venuti,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,23,23,False,63.0,53.0,10.0,4.0,29.0,33.0,26.0,36.0,3.0,2.0,1.0,,,90.0,79.0,7.0,15.0,0.0,0.0,0.131948,0,,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,62.0,57.0,4.0,4.0,38.0,41.0,19.0,21.0,7.0,10.0,2.0,,,90.0,77.0,7.4,7.0,0.0225,0.0,0.012851,1,,,,1.0,3.0,2.0,2.0,,1.0,,milenkovicn_4,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,98,98,False,69.0,66.0,4.0,3.0,42.0,43.0,24.0,26.0,5.0,10.0,2.0,,,90.0,82.0,7.0,4.0,0.0539,0.0,0.00932653,1,,,,1.0,2.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,35.0,26.0,2.0,,13.0,16.0,14.0,22.0,5.0,2.0,3.0,,,45.0,51.0,7.1,13.0,0.0304,0.0,0.0808251,1,,3.0,1.0,,,1.0,1.0,2.0,,2.0,,1.0,,,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,359272,EUR,840585600,M,34,34,False,43.0,39.0,5.0,3.0,18.0,19.0,21.0,24.0,2.0,5.0,,,,54.0,47.0,6.7,5.0,0.0,0.0,0.0125729,0,,,,1.0,,1.0,,,1.0,,sofyanamrabat,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,36.0,29.0,4.0,1.0,12.0,13.0,19.0,25.0,4.0,4.0,,,,69.0,45.0,6.5,10.0,0.0,0.0,0.0945902,0,,2.0,2.0,,3.0,3.0,,,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,M,11,11,False,32.0,27.0,1.0,1.0,4.0,5.0,23.0,29.0,3.0,5.0,,,,90.0,40.0,7.2,8.0,0.1725,0.0,0.290438,2,,2.0,,,1.0,2.0,,,1.0,2.0,,1.0,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,
10411637,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1099,M,36784,EUR,619747200,M,5,5,False,50.0,41.0,2.0,,19.0,22.0,22.0,30.0,3.0,5.0,1.0,,,87.0,69.0,6.3,16.0,0.1446,0.0677,0.0395756,3,,2.0,,2.0,,6.0,,1.0,,1.0,,,,,2.0,,2.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,
10411637,home,Fiorentina,Riccardo Saponara,riccardo-saponara,R. Saponara,M,,184,174,M,126236,EUR,693273600,M,8,8,False,21.0,19.0,2.0,,4.0,4.0,15.0,18.0,2.0,3.0,1.0,,,54.0,28.0,6.3,6.0,0.0,0.0,0.0152247,0,,1.0,,,,3.0,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185,2375,M,812946,EUR,881366400,F,99,99,False,37.0,27.0,,,5.0,5.0,23.0,34.0,12.0,3.0,1.0,,,90.0,69.0,7.2,23.0,0.3396,0.3222,0.0916567,6,,2.0,1.0,3.0,5.0,10.0,,1.0,5.0,1.0,christianmichael.11,2.0,,1.0,4.0,1.0,5.0,,,4.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,
10411637,home,Fiorentina,Aleksa Terzić,aleksa-terzic,A. Terzić,D,3,184,781,M,876860,EUR,934848000,D,15,15,True,32.0,27.0,5.0,3.0,11.0,12.0,21.0,28.0,1.0,2.0,,,,45.0,57.0,7.4,11.0,0.016,0.0,0.217653,1,,8.0,5.0,1.0,,2.0,1.0,,2.0,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
10411637,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,901325,EUR,891820800,F,22,22,True,12.0,8.0,1.0,,1.0,2.0,8.0,13.0,7.0,,1.0,,,36.0,23.0,7.0,8.0,0.0,0.0,0.0266113,0,,3.0,1.0,,1.0,,,,2.0,,nicoigonzalez,,,,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
10411637,home,Fiorentina,Luka Jović,luka-jovic,L. Jović,F,9,181,15141,M,319129,EUR,882835200,F,7,7,True,9.0,6.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,,,,,36.0,14.0,6.6,6.0,0.1213,0.0,0.00411252,1,,,,2.0,1.0,3.0,,,1.0,,lukajovic,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
