match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_interceptionWon,stat_totalCross,stat_dispossessed,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_goalAssist
11373425,home,Leeds United,Karl Darlow,karl-darlow,K. Darlow,G,26,185,578,M,123689,EUR,655344000,G,28,28,False,44.0,39.0,10.0,5.0,38.0,40.0,1.0,4.0,1.0,10.0,1.0,1.0,2.0,1.0,90.0,57.0,6.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373425,home,Leeds United,Luke Ayling,luke-ayling,L. Ayling,D,12,183,340,M,102624,EUR,683078400,D,2,2,False,51.0,42.0,,,17.0,20.0,25.0,31.0,1.0,7.0,,,,,90.0,74.0,6.6,13.0,1,True,4.0,6.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11373425,home,Leeds United,Charlie Cresswell,charlie-cresswell,C. Cresswell,D,4,190,1099,M,1020744,EUR,1029456000,D,5,5,False,140.0,128.0,4.0,1.0,85.0,89.0,43.0,51.0,,9.0,,,,,90.0,150.0,7.1,13.0,0,,3.0,4.0,14.0,1.0,1.0,,1.0,1.0,,10.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11373425,home,Leeds United,Ethan Ampadu,ethan-ampadu,E. Ampadu,D,4,182,2573,M,847097,EUR,968889600,D,4,4,False,114.0,107.0,6.0,3.0,73.0,75.0,34.0,39.0,4.0,6.0,,,,,90.0,124.0,6.8,8.0,0,,3.0,4.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11373425,home,Leeds United,Leo Fuhr Hjelde,leo-fuhr-hjelde,L. F. Hjelde,D,5,188,308,M,1097848,EUR,1061856000,D,33,33,False,48.0,39.0,3.0,,29.0,33.0,10.0,16.0,,5.0,,,,,45.0,54.0,6.5,10.0,1,,,1.0,3.0,,,1.0,,1.0,,2.0,,,1.0,Leo Fuhr Hjelde,,,1.0,,,,,,,,,,,,,,
11373425,home,Leeds United,Jamie Shackleton,jamie-shackleton,J. Shackleton,D,16,168,193,M,943652,EUR,939340800,M,17,17,False,57.0,46.0,1.0,,19.0,22.0,27.0,35.0,,4.0,,,,,90.0,70.0,7.2,13.0,0,,1.0,2.0,4.0,2.0,1.0,,1.0,,4.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11373425,home,Leeds United,Darko Gyabi,darko-gyabi,D. Gyabi,M,24,196,544,M,1067117,EUR,1076976000,M,18,18,False,30.0,27.0,,,17.0,18.0,10.0,12.0,,3.0,,,,,45.0,36.0,6.7,5.0,0,,2.0,3.0,4.0,2.0,2.0,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
11373425,home,Leeds United,Ian Carlo Poveda,poveda-ian-carlo,I. C. Poveda,M,36,167,708,M,907464,EUR,950054400,M,27,27,False,37.0,28.0,,,12.0,12.0,16.0,27.0,,7.0,,,,,84.0,66.0,6.3,26.0,5,,,13.0,4.0,6.0,1.0,1.0,5.0,1.0,,,2.0,1.0,2.0,,,,2.0,5.0,1.0,2.0,2.0,,,,,,,,,,
11373425,home,Leeds United,Archie Gray,archie-gray,A. Gray,D,14,187,5628,M,1142335,EUR,1142121600,M,22,22,False,52.0,47.0,1.0,,19.0,21.0,28.0,32.0,1.0,6.0,,,,,90.0,65.0,7.2,10.0,1,,,4.0,4.0,,,1.0,2.0,,2.0,,4.0,4.0,,Archie Gray,,1.0,1.0,2.0,2.0,,,ArchieGray06,,,,,,,,,
11373425,home,Leeds United,Daniel James,daniel-james,D. James,M,7,172,4102,M,828639,EUR,879120000,M,20,20,False,46.0,43.0,1.0,,8.0,10.0,36.0,45.0,,3.0,,,,,89.0,74.0,7.7,16.0,6,,1.0,7.0,6.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,9.0,2.0,2.0,1.0,3.0,Daniel_James97,1.0,1.0,,,,,,,
11373425,home,Leeds United,Joe Gelhardt,joe-gelhardt,J. Gelhardt,M,21,179,937,M,945806,EUR,1020470400,F,30,30,False,28.0,22.0,2.0,,6.0,7.0,16.0,21.0,,1.0,,,,,89.0,42.0,7.7,11.0,4,,2.0,6.0,4.0,3.0,3.0,1.0,3.0,,3.0,,1.0,1.0,1.0,,,,,2.0,2.0,1.0,2.0,,,,1.0,,,,,,
11373425,home,Leeds United,Sam Byram,sam-byram,S. Byram,D,25,183,294,M,254713,EUR,748137600,D,25,25,True,57.0,50.0,4.0,,21.0,23.0,29.0,34.0,1.0,3.0,,,,,45.0,77.0,6.6,11.0,0,,3.0,5.0,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
11373425,home,Leeds United,Pascal Struijk,pascal-struijk,P. Struijk,D,5,190,1358,M,836675,EUR,934329600,D,21,21,True,78.0,74.0,2.0,1.0,36.0,40.0,38.0,38.0,2.0,3.0,,,,,45.0,86.0,7.9,4.0,1,,,,5.0,,,,,1.0,,1.0,3.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,
11373425,home,Leeds United,Luis Sinisterra,luis-sinisterra,L. Sinisterra,F,17,176,6578,M,836070,EUR,929577600,F,23,23,True,13.0,12.0,1.0,1.0,4.0,5.0,8.0,8.0,,1.0,,,,,15.0,20.0,7.0,4.0,2,,,,3.0,2.0,2.0,1.0,3.0,,,1.0,,,,,,,,,,,1.0,Sinisterra29,,,,1.0,,,,,
11373425,home,Leeds United,Cody Drameh,cody-drameh,C. Drameh,D,18,175,147,M,991577,EUR,1007769600,D,37,37,True,5.0,5.0,,,2.0,2.0,3.0,3.0,,1.0,,,,,1.0,9.0,,2.0,0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11373425,home,Leeds United,Lewis Bate,lewis-bate,L. Bate,M,4,172,205,M,980647,EUR,1035849600,M,26,26,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,,,1.0,4.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373425,home,Leeds United,Kristoffer Klaesson,kristoffer-klaesson,K. Klaesson,G,13,189,149,M,858254,EUR,975283200,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373425,home,Leeds United,Illan Meslier,illan-meslier,I. Meslier,G,16,196,1701,M,906076,EUR,951955200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373425,home,Leeds United,Kris Moore,moore-kris,K. Moore,D,6,189,39,M,1065237,EUR,1068681600,D,46,46,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Kris Moore,,,,,,,,,,,,,,,,,
11373425,home,Leeds United,Sonny Perkins,sonny-perkins,S. Perkins,M,20,186,200,M,1142344,EUR,1076371200,F,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Sonny Perkins,,,,,,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Marko Maroši,marko-marosi,M. Maroši,G,33,190,48,M,359402,EUR,751334400,G,1,1,False,38.0,12.0,34.0,9.0,4.0,6.0,8.0,32.0,2.0,8.0,1.0,2.0,3.0,,90.0,45.0,6.0,26.0,0,,,,,,,,,,,,,,,Marko,Maroši,,,,,,,,,,,,1.0,2.0,2.0,,
11373425,away,Shrewsbury Town,Morgan Feeney,morgan-feeney,M. Feeney,D,5,190,23,M,839715,EUR,918432000,D,5,5,False,17.0,8.0,8.0,3.0,3.0,3.0,5.0,14.0,3.0,5.0,,,,,72.0,24.0,6.5,10.0,1,,,,3.0,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,
11373425,away,Shrewsbury Town,Tom Flanagan,tom-flanagan,T. Flanagan,D,6,188,26,M,79694,EUR,695606400,D,33,33,False,19.0,15.0,6.0,2.0,11.0,11.0,4.0,8.0,5.0,7.0,,,,,90.0,36.0,7.3,4.0,0,,1.0,5.0,5.0,1.0,1.0,,,1.0,,1.0,3.0,3.0,2.0,Tom,Flanagan,2.0,,,2.0,,,,,,,,,,,4.0,
11373425,away,Shrewsbury Town,Joseph Anderson,anderson-joseph,J. Anderson,D,22,188,117,M,993434,EUR,981417600,D,4,4,False,31.0,23.0,10.0,4.0,12.0,14.0,11.0,17.0,3.0,8.0,,,,,90.0,52.0,7.0,9.0,1,,,4.0,5.0,,,,,,,1.0,4.0,3.0,,,,2.0,,,4.0,1.0,,,,,,,,,,1.0,
11373425,away,Shrewsbury Town,Carl Winchester,carl-winchester,C. Winchester,M,20,178,25,M,110785,EUR,734572800,M,7,7,False,14.0,13.0,1.0,1.0,10.0,10.0,3.0,4.0,2.0,3.0,,,,,72.0,25.0,6.4,2.0,0,,2.0,5.0,1.0,,,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,1.0,
11373425,away,Shrewsbury Town,Taylor Perry,taylor-perry,T. Perry,M,14,180,32,M,988967,EUR,995155200,M,14,14,False,17.0,13.0,,,5.0,6.0,8.0,13.0,,10.0,,,,,90.0,44.0,8.1,10.0,1,,,3.0,12.0,3.0,3.0,,2.0,3.0,,,6.0,2.0,,,,3.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,,2.0,
11373425,away,Shrewsbury Town,Nohan Kenneh,nohan-kenneh,N. Kenneh,M,42,190,154,M,1020747,EUR,1042156800,M,42,42,False,15.0,13.0,,,4.0,4.0,9.0,11.0,,5.0,,,,,90.0,25.0,6.7,5.0,1,,,3.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Malvind Benning,malvind-benning,M. Benning,D,3,178,25,M,212080,EUR,752198400,M,3,3,False,22.0,14.0,,,3.0,6.0,12.0,19.0,,1.0,,,,,90.0,39.0,6.6,14.0,0,,,2.0,6.0,,,,3.0,,1.0,3.0,3.0,2.0,1.0,,,,3.0,1.0,,,,,1.0,,,,,,,,
11373425,away,Shrewsbury Town,Travis Hernes,travis-hernes,T. Hernes,M,7,179,268,M,1400656,EUR,1131062400,F,19,19,False,7.0,6.0,,,3.0,3.0,3.0,4.0,,1.0,,,,,55.0,13.0,6.4,4.0,0,,3.0,4.0,2.0,,,,1.0,1.0,,1.0,,,,Travis Hearnes,,,,1.0,,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Tom Bayliss,tom-bayliss,T. Bayliss,M,8,183,32,M,890092,EUR,923356800,F,20,20,False,23.0,18.0,2.0,1.0,6.0,6.0,12.0,19.0,2.0,6.0,,,,,72.0,34.0,6.7,12.0,0,,,4.0,2.0,2.0,,,2.0,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,1.0
11373425,away,Shrewsbury Town,Ryan Bowman,ryan-bowman,R. Bowman,F,,188,17,M,96514,EUR,691459200,F,9,9,False,17.0,4.0,,,2.0,4.0,2.0,13.0,1.0,1.0,,,,,60.0,26.0,6.6,16.0,0,True,6.0,8.0,7.0,1.0,1.0,,2.0,,,5.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Jordan Shipley,jordan-shipley,J. Shipley,M,26,183,32,M,842101,EUR,875232000,M,26,26,True,6.0,4.0,,,2.0,2.0,2.0,6.0,,1.0,,,,,35.0,13.0,6.2,7.0,0,,,5.0,1.0,3.0,1.0,,,,,,,,,Jordan,Shipley,,2.0,1.0,2.0,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Daniel Udoh,daniel-udoh,D. Udoh,F,23,188,138,M,836211,EUR,841363200,F,11,11,True,7.0,6.0,,,,,6.0,7.0,,1.0,,,,,30.0,13.0,6.6,3.0,0,,3.0,5.0,5.0,,,,1.0,,,4.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Tunmise Sobowale,sobowale-tunmise,T. Sobowale,D,19,190,42,M,941192,EUR,921801600,D,15,15,True,2.0,,1.0,,,1.0,,1.0,,2.0,,,,,18.0,10.0,6.5,3.0,0,,,1.0,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Jason Sraha,jason-sraha,J. Sraha,D,20,189,8,M,1134089,EUR,1037664000,D,6,6,True,12.0,8.0,3.0,2.0,1.0,3.0,7.0,9.0,1.0,4.0,,,,,18.0,16.0,6.7,4.0,0,,1.0,1.0,,,,,,,,,,,,Jason Sraha,,2.0,,,,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Harvey Watts,harvey-watts,H. Watts,F,,183,3,M,1400653,EUR,1150502400,M,37,37,True,2.0,1.0,,,,,1.0,3.0,,1.0,,,,,18.0,11.0,6.4,6.0,0,,1.0,4.0,3.0,2.0,1.0,,1.0,,,,2.0,,1.0,Harvey Watts,,,1.0,1.0,,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Harry Burgoyne,harry-burgoyne,H. Burgoyne,G,1,193,24,M,863200,EUR,851731200,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Harry,Burgoyne,,,,,,,,,,,,,,,,
11373425,away,Shrewsbury Town,Chey Dunkley,chey-dunkley,C. Dunkley,D,22,188,43,M,257983,EUR,697939200,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
