match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_penaltyWon,player_lastName,stat_goodHighClaim,stat_penaltyFaced,stat_hitWoodwork,stat_penaltyConceded
12117105,home,Atlético Mineiro,Matheus Mendes,matheus-mendes,M. Mendes,G,31,193,413,M,1018555,EUR,921024000,G,31,31,False,11.0,10.0,2.0,1.0,0.0,10.0,11.0,1.0,4.0,3.0,4.0,90.0,20.0,6.4,1.0,5.584e-05,0,0.2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117105,home,Atlético Mineiro,Rômulo,romulo,Rômulo,D,49,182,592,M,1117102,EUR,1075507200,D,47,47,False,40.0,31.0,4.0,1.0,0.0,23.0,23.0,4.0,,,,63.0,54.0,5.4,14.0,0.00917048,0,,Rômulo,8.0,17.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12117105,home,Atlético Mineiro,Rodrigo Battaglia,rodrigo-battaglia,R. Battaglia,D,5,187,1317,M,158257,EUR,679276800,D,21,21,False,65.0,59.0,8.0,5.0,0.0,47.0,48.0,6.0,3.0,,,90.0,76.0,6.5,6.0,0.0037904,0,,,12.0,17.0,1.0,2.0,2.0,,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12117105,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,False,70.0,66.0,11.0,9.0,0.0,34.0,35.0,2.0,2.0,,,90.0,81.0,7.0,5.0,0.294504,0,,,32.0,35.0,1.0,3.0,4.0,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12117105,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,D,6,6,False,52.0,46.0,3.0,3.0,1.0,20.0,21.0,4.0,8.0,,,90.0,84.0,7.3,18.0,0.299997,0,,,30.0,44.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,,,,1.0,1.0,,1.0,5.0,gustavoscarpa10,13.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12117105,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,54.0,46.0,8.0,4.0,0.0,26.0,28.0,1.0,7.0,,,90.0,59.0,6.3,9.0,0.0163095,0,,,20.0,26.0,1.0,6.0,2.0,,,,,,,4.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
12117105,home,Atlético Mineiro,Cadu,cadu,Cadu,F,42,180,661,M,1199473,EUR,1085356800,M,42,42,False,24.0,21.0,,,0.0,5.0,6.0,,3.0,,,66.0,37.0,6.6,7.0,0.0258634,1,,,16.0,19.0,3.0,4.0,5.0,,3.0,2.0,2.0,3.0,2.0,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,0.6085,,,,,,,,,,,
12117105,home,Atlético Mineiro,Paulo Vitor,vitor-paulo,P. Vitor,M,27,185,275,M,1488136,EUR,1093478400,M,27,27,False,24.0,18.0,4.0,2.0,0.0,7.0,7.0,,2.0,,,66.0,32.0,6.3,9.0,0.00922851,0,,Paulo Vitor,11.0,17.0,1.0,5.0,4.0,,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12117105,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,False,27.0,26.0,2.0,2.0,0.0,11.0,11.0,1.0,4.0,,,45.0,36.0,6.5,4.0,0.022767,1,,,15.0,16.0,1.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,0.0195,1.0,,,,,,,,,,
12117105,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,M,10,10,False,29.0,27.0,2.0,2.0,0.0,10.0,10.0,,5.0,,,90.0,37.0,6.2,8.0,0.0157627,1,,,17.0,21.0,1.0,3.0,1.0,2.0,,1.0,1.0,,,,,,,,,paulinho10,2.0,,,,,1.0,,0.2672,,1.0,0.2861,,,,,,,,
