match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_outfielderBlock,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_onTargetScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goalAssist
11409156,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,27.0,15.0,14.0,2.0,14.0,17.0,1.0,10.0,1.0,1.0,11.0,1.0,2.0,5.0,90.0,42.0,7.1,12.0,0.0,0.0,0.00012422,0,-0.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409156,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,50.0,43.0,10.0,5.0,29.0,30.0,14.0,20.0,3.0,7.0,6.0,,,,90.0,63.0,7.2,8.0,0.0,0.0,0.0121567,0,,1.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11409156,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,71.0,56.0,13.0,5.0,47.0,51.0,9.0,20.0,2.0,4.0,9.0,,,,90.0,81.0,7.0,16.0,0.0,0.0,0.00593039,0,,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11409156,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,80.0,68.0,12.0,4.0,40.0,47.0,28.0,33.0,2.0,5.0,6.0,,,,90.0,94.0,6.9,14.0,0.0,0.0,0.0117322,0,,,3.0,4.0,1.0,,,,3.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,
11409156,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,26.0,18.0,2.0,,9.0,13.0,9.0,15.0,1.0,3.0,6.0,,,,66.0,44.0,6.9,15.0,0.0,0.0,0.0545724,0,,,1.0,,,2.0,2.0,2.0,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,
11409156,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,56.0,44.0,9.0,4.0,24.0,26.0,20.0,30.0,,3.0,8.0,,,,90.0,67.0,6.7,12.0,0.0779,0.0,0.0196966,3,,,3.0,3.0,,2.0,2.0,,,2.0,,1.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,
11409156,home,Casa Pia,Samuel Justo,samuel-justo,S. Justo,M,96,178,247,M,1153077,EUR,1080864000,M,96,96,False,43.0,33.0,3.0,,21.0,21.0,12.0,22.0,1.0,2.0,4.0,,,,90.0,55.0,6.2,13.0,0.0302,0.0,0.00916097,1,,,8.0,1.0,1.0,1.0,,1.0,,4.0,,2.0,,1.0,Samuel,Justo,,2.0,,,,1.0,,,,,,,,,,
11409156,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,42.0,36.0,3.0,1.0,18.0,19.0,18.0,26.0,1.0,4.0,2.0,,,,90.0,69.0,7.0,11.0,0.0,0.0,0.054665,0,,1.0,2.0,2.0,2.0,,,2.0,,,,1.0,,,,,3.0,,3.0,3.0,,,,,,,,,,,,
11409156,home,Casa Pia,Artur Serobyan,artur-serobyan,A. Serobyan,M,10,181,326,M,1048354,EUR,1057104000,F,22,22,False,10.0,6.0,,,1.0,2.0,5.0,8.0,1.0,2.0,1.0,,,,58.0,21.0,6.6,6.0,0.0,0.0,0.00555936,0,,3.0,5.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,,Artur,Serobyan,,,,,,,,,,,,,,,,
11409156,home,Casa Pia,Tiago Dias,tiago-dias,T. Dias,M,77,175,51,M,825676,EUR,894240000,F,77,77,False,15.0,15.0,,,6.0,6.0,12.0,17.0,,1.0,6.0,,,,66.0,28.0,6.8,7.0,0.0,0.0,0.115139,0,,1.0,3.0,,1.0,,,1.0,,1.0,,,,1.0,,,8.0,,2.0,1.0,,,3.0,2.0,,,,,,,,
